"MR1";"MR2"
"#-accustomed";0.166538292549879;0.203825205753551
"#-delicate";0.297425701023894;-0.131438096506683
"#-honest";0.297425701023897;-0.131438096506679
"#-married";0.292337431931713;0.441328538414593
"#-smart";0.22296310197406;-0.121507234218997
"#-welcome";0.322311751668011;0.377485111557679
"#-worth";0.341336388792229;-0.01305179785983
"accomplished";0.234023319808528;0.300189642660032
"accustomed";0.537671670082596;0.589450475603736
"afraid";0.706634226680958;0.486300267746641
"appetite";-0.016540624143096;0.520535698954511
"appropriate";0.558212842957846;0.429214375053889
"beautiful";0.680813940945416;0.540358851903394
"best";0.771728193673746;0.356762996135991
"blessed";0.255441861437686;0.437314003341748
"brave";0.587391317252859;-0.0632458411644195
"bustle";0.340958879623602;0.0415227126046145
"calm";0.509736744997445;0.466281318601882
"capable";0.119522270600143;0.733284945753309
"capital";0.0862877662756546;0.46943980016469
"careful";0.652403833775543;0.270735372425128
"cautious";0.539843207348936;-0.0370869426109224
"charitable";0.367930296756967;0.344628165548725
"cheerful";0.665783858814091;0.540212559975935
"clean";0.605427653481849;0.460168271513442
"clever";0.52885223219211;0.349259461557266
"comfortable";0.80184657814179;0.320762777729663
"compassionate";0.466400294309443;0.031750544431874
"competent";0.396035270792127;0.408717681136506
"complex";0.181809425065986;0.0257000259834669
"confident";0.467978549247889;0.57897731476153
"conventional";0.613978614296085;0.355521897586089
"cruel";0.601527559956003;0.539130956434459
"curious";0.384619713177209;0.422161984488357
"dangerous";0.36776040156563;0.576872181773533
"delicate";0.651134430341509;0.534746818961439
"delicious";0.348910284618665;0.578636703876795
"delighted";0.599618010097705;0.485095575625173
"delightful";0.634263176152354;0.4622445488978
"determined";0.580967142486232;0.101448974722394
"different";0.613053913106626;0.556766245536225
"direct";0.548691604998446;0.351454824363179
"distinctive";0.128859444031287;0.279397358863913
"dramatic";0.154316112897702;0.0415322755553593
"encouraging";0.591421303552519;0.154003310172379
"energetic";0.153402066771442;0.564899641880969
"entertaining";0.332815509232176;0.359622365974143
"enthusiastic";-0.0136551835963952;0.63029651115408
"entitled";0.0177547454487147;0.326804755072818
"exciting";0.208250371661869;0.0692160424880996
"expensive";0.55585071306519;0.534788347982149
"extraordinary";0.589561528384202;0.663335853179521
"extreme";0.25940568232342;0.753815726557252
"fair";0.660180948232096;0.561631415013751
"faithful";0.611665629070341;0.526658828063677
"familiar";0.393312945510834;0.605846422221472
"famous";0.397154266060162;0.0747109611796743
"fancy";0.476562526421834;0.253408487199484
"fascinating";0.138061828349049;0.283292043281352
"free";0.655336115015302;0.500777908587104
"friendly";0.398727007509704;0.630022876385505
"funny";0.482105613592194;0.465843975906096
"generous";0.615217974434379;0.365058972884165
"gentle";0.645458702168083;0.569172070846188
"genuine";0.173574483498669;0.242006951541181
