"MR1";"MR3";"MR2";"MR4";"MR5"
"#-fair";0.160418539986309;-0.0540586544068981;0.205495533662201;-0.189058058835938;0.115148395940536
"#-respected";-0.00685435733257212;0.27110707608853;-0.147359391206385;0.0413496154714928;-0.33591386873189
"#-rich";0.12786221735161;0.0517138908455183;0.0785920763300866;-0.0553510699803129;0.0901805750927739
"#-strong";0.0743765948099328;0.0121281230148827;0.41517256097465;0.031275557059092;0.0897681326138944
"#-worth";0.29658086458096;-0.00523344368787028;0.0856117859449528;0.170477089653144;0.128585195347012
"accustomed";0.217885380906636;0.656999313536418;0.306951554929006;-0.0463911442472087;0.0201203791536591
"afraid";0.629012699444518;0.406732999570985;0.30592970026325;0.19233547854831;0.119381119852028
"aggressive";0.0804190496549423;-0.161146066974814;0.199200819410154;-0.0405693373304943;0.0812934715785317
"amusing";-0.072190296130791;-0.0225815083234963;0.142570256758786;0.128301213172365;-0.249900621713318
"appropriate";0.462691470096301;0.315035541409561;0.275257805027539;0.0676438445052636;0.0420044662057491
"artistic";0.0313105126276507;-0.0627396338630464;0.43308172224262;0.141815082189618;0.136528789566942
"avoided";0.351036172801691;0.0760621172458586;0.0436146971147819;0.155827683440437;-0.0683897127910906
"beautiful";0.697333951948182;0.347488405150278;0.336391972479955;0.0848438880030439;0.138922070668189
"best";0.432831758705546;0.399161893097319;0.575651966811121;0.128460050637712;0.112748999188566
"blessed";0.513272120200495;0.0750621571201045;0.22421010166825;-0.094731589845737;-0.104460313637837
"bored";-0.0907543658371704;0.151244383449043;0.433263666302743;0.0438384810617869;-0.375539363096168
"brave";0.359631764052288;0.235771731376357;0.106451251807983;-0.0990831009884368;-0.028756311031128
"calm";0.267187711579794;0.311304268762991;0.406975518422097;0.0326285641648038;-0.369757370629492
"capable";0.571545618761318;0.399492792988297;0.0676345545826454;0.252396093066689;0.125487327855338
"careful";0.539670885112993;0.0713633164733096;0.462923252907859;0.149216794555992;-0.134738251142407
"cautious";0.0723520913757181;0.174304402424763;0.511155712767465;0.104785108496205;-0.0575394866197648
"charitable";0.613310616901497;0.0575278018391608;0.0408333512060088;-0.0106852020409708;-0.0490732253484843
"cheerful";0.543170296435829;0.45609107309753;0.212061356536882;0.149680506541351;0.206399237780349
"clean";0.631367610536973;0.151232340506472;0.392533574805269;0.106633923006381;0.112789498634797
"clever";0.269726601341332;0.394835533198365;0.108688212740496;0.126722659780826;0.0487189973455421
"comfortable";0.514180565720441;0.398156318533201;0.451148759367816;0.247681601243885;0.170542244607597
"compassionate";0.151332315660506;0.147178976264617;0.204412604527635;-0.104877671291486;0.296937631049891
"competent";0.530539175065213;-0.0814448862044671;0.0828294996139379;0.041221538420157;-0.303807426614579
"complex";0.0629253345760435;0.138094261250916;0.0510308763451681;0.199224307581539;-0.0312932585673333
"confident";0.463144943969579;0.311220424697797;-0.00651201011668363;-0.127304938133678;-0.264450752487257
"conventional";0.28848733287195;0.0427093186435483;0.373888004312506;0.0816858071333951;0.0388192880391513
"corrupted";0.230090663248497;-0.051083819823447;-0.00682534180955869;-0.123673514705274;-0.443480586292252
"coward";0.0807916777625048;0.0925156713943189;0.381087359107181;-0.111399987546819;0.106208713028201
"cruel";0.639659602236539;0.207275304232082;0.471308191973398;0.0946581935383458;0.0132508095099561
"curious";0.591044895904251;-0.00816460056425117;0.468255405822119;0.244433486499291;-0.112635656449082
"dangerous";0.452380892191688;0.517484742433318;0.15131867662225;-0.194989961080982;0.0948985366568137
"daring";0.351451734094684;0.327321211861769;-0.0723247919406553;0.0600856728646898;0.0764625585667321
"defensive";0.0817379358628632;0.157382492784706;0.115908493725916;0.0116647205014364;-0.32090489837864
"delicate";0.449572920732647;0.56468584383074;0.206129636029705;0.3184387537829;0.0708486329793329
"delicious";0.618159030678794;0.437588521062404;0.0066002849444379;-0.0801003145170968;0.0541879854386642
"delighted";0.205711836251607;0.638478220162735;0.17566741799547;0.0763191657633278;0.110947206152605
"delightful";0.398013539185276;0.578289514751072;0.240085299806068;0.0653728641938762;0.0772977632514789
"determined";0.221538386558498;0.308796441353296;0.613278085587244;0.0622244433157633;-0.136939153862456
"devout";0.0668145019955059;0.172088995674784;0.0911247799990716;0.286119831312481;0.278490968338959
"different";0.711487976897405;0.138194712725304;0.411352983975078;0.131116861048191;0.0345747994934948
"direct";0.279979310063225;0.297876263858479;0.098083012683074;0.322855456979637;-0.116042215995846
"diverse";0.130868988061194;0.120140282338361;-0.0106931187950274;0.338242284401634;-0.0233117537088614
"dramatic";0.372969031308826;0.285748379761876;0.0762581192231006;-0.0659156706219112;0.085156153166523
"educational";0.00652097222057166;0.0859495034897365;-0.00377621235468436;-0.100250043887866;-0.0180449962906628
"effective";0.503326094828844;0.0898430764632242;0.175585762457716;0.230341658665649;0.135004442736526
"energetic";0.271186524972858;-0.00672164054992635;-0.11354762559672;0.669389893222456;-0.0555351013278468
"entertaining";0.154765608440393;-0.0497935789347313;0.56894182437217;-0.0639381031240513;-0.0773845730180307
"enthusiastic";0.584002386179123;0.319114496495335;0.018963498921305;0.0946589621325739;0.0936079545707959
"exciting";0.0118270295485539;0.273600974202468;-0.127409194692032;0.0992115946978687;-0.318186018178331
"expensive";0.237945933083498;0.0494602756659151;-0.00135576537755738;0.204004819130267;-0.0295272092299369
"extraordinary";0.588460081399008;0.393015646954992;0.234859363265676;0.0450986104093966;0.103186927377841
"extreme";0.203796978192263;0.258487394574094;0.0286228063437339;0.238547254530657;0.189198739862633
"fair";0.589294717853543;0.313297916339643;0.337885255057709;0.3098684172;0.172746553013905
"faithful";0.520852145847063;0.193543008232698;0.406938736870607;0.0782903856146025;-0.0182643563003551
"familiar";0.346961936616119;0.470948296772628;0.405344971673034;0.0343075598445202;0.0583552089991552
"famous";0.451196252593868;0.0970525066978733;-0.00355108421870584;-0.128628805090307;0.301880956233112
"fancy";0.139796917701501;-0.0186588994091672;0.477392521852771;0.251431173057177;0.249363795093722
"fascinating";0.393201888091558;0.27620483523885;-0.0691775431907133;0.22800634561775;0.307539147720349
"free";0.563065626543858;0.372084014557054;0.410186497053129;0.167051413453156;0.105007327940794
