"MR2";"MR1";"MR3"
"#-afraid";0.00857063506795146;0.0736988295643021;-0.0168400192095015
"#-beautiful";0.101945777315061;-0.0641301682923267;0.467787285503
"#-capable";0.173418017901982;0.0172799497224027;0.0827719153672484
"#-cheerful";-0.0737295298435848;0.778779267655544;-0.163438070373755
"#-happy";0.068279122289907;0.312581553936044;0.433620622163536
"#-proud";-0.045620373855411;0.587622163438676;-0.0567131889491157
"#-suited";0.472330599436736;0.615854217038215;-0.219365090095481
"#-worth";0.626662923114585;0.229407724535586;0.0247231581006332
"accomplished";0.101945777315062;-0.0641301682923257;0.467787285503
"accustomed";0.704710084505073;0.234587066168117;0.120262704272296
"afraid";0.548351880843537;0.593555522701461;0.360236059995897
"amusing";0.103895814171747;-0.0117106728913789;0.0554047763944928
"appropriate";0.203680948391436;0.466211057973721;0.298530874084833
"artistic";0.0360812630621037;0.150752338225928;0.119523231818416
"beautiful";0.610082219020339;0.591137993128494;0.338579290407851
"best";0.671564305846396;0.367331124352966;0.480238744433382
"bible";0.509388331600402;0.0355409633624576;0.0100775409055699
"blessed";0.386156901431307;0.467266550641101;0.198211378684853
"bored";0.525739308401564;0.075657112982043;0.115738750124315
"brave";0.44360631970587;0.536180566432595;-0.0334596212305948
"calm";0.487071716108424;0.654628200377045;0.378622032227101
"capable";0.586653763015932;0.421181582869996;0.222409654781391
"capital";0.631012761597972;0.0260415743885609;-0.0478802973239541
"careful";0.572494004473216;0.421928217589301;0.234850291314265
"charitable";-0.061972580780978;0.0660962431687338;0.0866593836701335
"cheerful";0.572859596992666;0.56225558541171;0.425709065561056
"clean";0.269302512250811;0.463474858872448;0.319294985468687
"clever";0.519364375226805;0.434989841877443;0.458165673522302
"comfortable";0.630304040539995;0.315411125084628;0.442017586213058
"compassionate";0.395205866796647;0.536906738372231;0.219834524993467
"competent";0.107017648039118;-0.0144852569781632;0.0738179124964999
"confident";0.237700682296724;0.708637550797661;0.284345103904685
"conventional";0.465694009267038;0.434906763336372;-0.0921806832609301
"cruel";0.506059210372736;0.501176391676949;0.482416840726437
"curious";0.476326381877674;0.488340136098022;0.307028797010652
"damned";-0.0329033225154507;0.171634607431303;-0.0726651850385192
"dangerous";0.154385352178286;0.500200216355814;0.390147765178264
"daring";0.0074610222703195;0.0163996824996137;0.41713309058315
"defensive";0.610800231832407;0.16773636222906;0.0204660735778667
"delicate";0.596357934289193;0.617219345665688;0.181480430404257
"delicious";0.617226833079451;0.045331063498173;0.409957936788536
"delight";0.448000320943403;0.4499236835317;-0.0507409453674951
"delighted";0.664791839139314;0.545283318383904;0.235971360478794
"delightful";0.707690735440323;0.422140386380285;0.242352236042083
"determined";0.316424034038853;0.145989883705643;0.459285879817065
"different";0.550334356689598;0.622929752046976;0.375944507429167
