"MR1";"MR3";"MR2";"MR4"
"#-beautiful";0.617557675842435;0.190839827428397;-0.111950926690096;-0.257035931847961
"accustomed";0.272986304336652;0.690292553748923;0.161647429398165;0.173934190118644
"adventure";-0.00739252308227968;-0.12297806002812;0.811782827322457;-0.0682988023862047
"afraid";0.0871471877724583;0.0248510306760086;-0.21302835032603;0.146969492007336
"almighty";0.664758908779816;-0.051030300663598;-0.104268392870903;-0.120817458843809
"beautiful";0.506087553778221;0.595905301079885;0.236856161630233;0.028098991661771
"best";0.479347639873716;0.322854560188104;0.0582370378637895;0.166277098127281
"blessed";0.440110556613036;0.0892115447712643;0.104978864972327;0.0762146395398135
"brave";0.693899914660548;0.0495702065536018;-0.0897320377660218;-0.139074125931548
"calm";0.613092645540622;0.228663008423569;0.31584200050259;0.193943730553609
"capable";0.52498637363354;0.624761386692095;0.226591586157082;0.183630214162551
"cheerful";0.658078815359842;0.538785706170962;0.126060305386599;-0.04030199106222
"clean";0.272820641662845;0.612096922994977;-0.0156661838707997;0.00195484559070523
"clever";-0.121125737367953;0.286676877459372;0.199661848159614;-0.539510820143792
"comfortable";0.107139845794211;0.397904853559953;0.0215246221927995;0.0333552918542375
"competent";0.523272288889231;0.0178367010540261;-0.0374177588599603;0.0219562396162975
"complex";0.432846861634521;0.00063088924491701;0.202791840013404;0.0155089710518819
"confident";0.425114132027348;-0.00851623414348219;0.275329953664677;0.0601482569961457
"cruel";0.120512001885234;0.515525510340065;0.132283416333603;-0.503865785031891
"dangerous";0.548617139510305;0.0248501246287786;0.0223668009357433;0.175204395063071
"delicate";-0.0124277123717597;0.404119771563183;-0.117041802597569;-0.114645154788205
"delicious";0.487428242642972;0.252495553464097;-0.000971621467818948;-0.257210079339396
"delighted";0.147355310723238;0.771024133868723;-0.0441372437838198;-0.100992686194672
"delightful";0.642078786253598;0.215024476676345;0.0554276724152558;-0.246886099181263
"determined";-0.0339926842872119;0.130225756550206;0.226667496550662;0.359035184747135
"different";0.446174410492258;0.7000574708862;0.0982982035064255;0.0259894820932639
"direct";0.16233727393177;0.632736459548699;-0.111645063378722;-0.198362927874427
"encouraging";-0.0130404593757279;0.142987099755857;0.265814070728374;0.518397782042108
"enthusiastic";0.0999122076564521;0.536078158883526;-0.178342115316055;-0.204308426545194
"exciting";0.407317175436826;0.610938505291287;0.0251191638716282;0.0237741871883368
"extraordinary";0.453669044378002;0.163465067214927;0.149476465491655;-0.103824448084854
"extreme";0.409532309190879;0.718526688473361;0.151337932169795;0.043384903382472
"fair";0.378969707015342;0.611578469731972;0.146953980567684;0.0168622483450083
"faithful";-0.0147560638730167;0.272304797982485;0.389139453887238;-0.135650025678796
"familiar";0.666540119097594;0.261942502399479;0.183289520963183;0.0949725472269165
"fancy";0.424070761451094;0.0315403937708146;0.270863283836796;-0.312103844321909
