"MR1";"MR3";"MR2";"MR4"
"#-beautiful";0.617557675842435;0.190839827428397;-0.111950926690096;-0.257035931847961
"free";0.669611515284713;0.400097213954216;0.166072329901829;0.0547083018707691
"generous";0.357182726232152;0.563304241991082;-0.108105418819336;0.130844747658669
"gentle";0.44185220917116;0.604281226118323;0.0316774617852556;0.0976394539711861
"greatest";0.518295565938706;0.532577611314759;0.252980571979597;-0.0000973179746861736
"happier";0.447703564560322;0.0173612924890043;0.632864771129801;0.179483345285719
"happy";0.35043445956889;0.594975432046979;0.198765878884991;0.115872208196822
"harmless";0.540123474012365;0.231316811233086;-0.154654166119328;-0.0553324047854839
"heavenly";0.533256508985944;0.092894186218059;0.275030835473772;0.246924829241331
"historical";0.155568889482749;0.105332138894577;0.0273078862033859;-0.0534255474288422
"holy";-0.00739252308228164;-0.122978060028121;0.811782827322457;-0.0682988023862054
"honest";0.235129850212074;0.00908505074676287;-0.158218449339116;0.00552737341027551
"intellectual";-0.013040459375728;0.142987099755857;0.265814070728374;0.518397782042108
"interesting";0.501307629179791;0.201698617667997;-0.0096748576194989;0.0540330939332242
"irregular";0.0480681503041965;0.36538878758464;0.102698105286142;0.410104555529953
"liberal";0.470648477343406;0.128361493044045;0.0401002073739556;0.257393526974132
"loose";0.575542426239211;0.242119852432123;0.0618951473318928;0.264739018116725
"married";-0.121125737367953;0.286676877459372;0.199661848159614;-0.539510820143792
"mighty";0.707110485082241;0.384553704515725;-0.0461738252320114;0.0123904629074608
"modest";-0.121125737367953;0.286676877459372;0.199661848159614;-0.539510820143792
"moral";0.235418880182991;0.00954405882030282;0.735216457541741;0.0523132628775161
"mysterious";0.0144564532963508;0.0359081557671681;0.771787794034282;0.293343552076757
"natural";0.375772843492815;0.43193486995546;0.508399728136146;0.093246224155848
"neat";0.395759619018156;0.195981934623307;-0.0461597128482635;0.102888966276199
"original";0.0136568804687829;0.686193745662063;-0.0941671459440728;0.0256223047879125
"passionate";0.330560276666447;-0.0281498368675112;-0.00985872312801713;0.174502059648746
"peaceful";0.356422409689613;0.245401108770345;0.571327390218672;-0.0770396203985175
"pleasant";0.367088499727937;0.653199923094986;0.199531256134607;0.271163756100532
"popular";-0.0448940527062523;0.38657682263118;0.0279668921030576;0.374088246557769
"powerful";0.464398416047377;0.464035669714175;0.103201644988374;0.0919001915678631
"proud";-0.0170314165937385;0.257201916411201;0.212871941481851;0.574882755318369
"prudent";0.0572180151584562;-0.11856609483534;-0.112610239723316;0.197255778355955
"quiet";0.399965210579046;0.321313281063445;0.0149670620168143;0.00800395001835138
"safe";0.53731444573341;0.219781499134243;0.0483567554157118;0.288232327386802
"secure";0.106330169247337;0.00104273357346802;-0.0797522923598265;0.349694542252272
"selfish";0.431594812809321;0.167729294914844;-0.000345063355059252;-0.0609621020810741
"sincere";0.465939094221793;-0.0127109196481757;-0.0563433063605724;0.162334238421813
"social";0.407317175436826;0.610938505291287;0.0251191638716283;0.0237741871883369
"surprising";0.366447274053902;0.296032655929137;0.194898116039303;0.0590609414926858
"unfair";-0.0307351330413141;0.623979593560511;0.108507031127338;0.162666262932076
"weak";0.562102141171146;0.195696232185967;-0.0349317491047385;0.080543013621699
"professional";0.048750139514907;0.395627333651807;-0.165403772553047;-0.0502452691145849
"suited";-0.0714876758762169;0.145461053681678;-0.144481669344788;-0.051361664156017
"superior";0.532456900788264;0.612921117989615;0.165601561283682;-0.0705810508136315
"universal";-0.0793435369204302;0.521959567582968;0.161249834309748;0.148121573285947
"thoughtful";-0.00739252308228157;-0.122978060028121;0.811782827322457;-0.0682988023862054
"warmth";0.0871471877724576;0.024851030676009;-0.213028350326029;0.146969492007336
"graceful";0.047006503222958;0.633945194773341;-0.0616687625748866;-0.122582330440592
"minded";0.394079656256556;0.36088856802748;0.0524666513448786;0.0748200378789188
"rich";0.321625659005004;0.610234616512292;0.313348797573384;-0.260439213993721
"uncertain";0.350231714710741;0.164694883794782;0.539386177827639;0.158190412099309
"strong";0.390571569678348;0.29465431434384;0.180231878677153;0.450303470775865
"sacred";0.669277596475793;-0.0693069110197842;0.326315691623913;0.0937471359319612
"welcome";0.485063135681221;-0.0616673965828923;-0.0264777206404383;0.131909594710025
"wise";0.453669044378002;0.163465067214927;0.149476465491655;-0.103824448084854
"curious";0.0568947941923574;0.0948514449795721;0.254597286472649;0.0357347415057011
"pleasing";0.224242183630127;-0.0316671564625032;0.113826494160548;-0.259798406918098
"worth";0.0253761681950046;0.507552317080193;0.207215193923634;0.384156257523183
"kindly";-0.0336847392771648;0.349710015930721;0.00371030746202846;0.0625633614278104
"reasonable";0.529225316719707;-0.00487105009862632;0.0770323150876954;-0.10393308533125
