"MR1";"MR2";"MR4";"MR3"
"#-beautiful";0.0473558293858325;0.0949415226502003;0.0768523181412921;0.0283672059537294
"#-clever";0.0476958739100878;0.153787644669811;0.460759876171971;0.0860428658900477
"#-curious";0.382380422139729;0.0126033820526301;-0.0294869704921853;-0.252031423186052
"#-familiar";0.674122201333154;0.0347269904533318;0.0528497602433164;-0.155181000585204
"#-free";-0.0274353906403971;0.0728478459995113;0.134436430959003;0.00716271045761155
"#-happy";0.537462224607082;0.33720435772871;0.221163991494723;0.234940451457769
"#-powerful";0.413944667822807;-0.069663353532898;-0.0102042958008302;0.128010707029487
"#-professional";0.249292685170107;-0.115541879387893;0.414338394896622;0.201485133131296
"#-proud";0.0228341390139879;0.0690911825921098;0.267513579093366;-0.00985808544900421
"#-rich";-0.0548532778612896;0.39564799861465;0.0522093172059785;0.0258438210772718
"#-worth";-0.00978121275670847;0.02353442406057;-0.0064734186113831;0.039841081799395
"accomplished";0.354805143781742;0.136000322336477;0.229780543571873;0.541371840269996
"accustomed";0.568588712495089;0.2345940685158;0.137863056501432;0.259874680669024
"afraid";0.650120320425387;0.437167046374228;0.289608631981633;0.214580563224937
"amusing";0.612332453657245;0.231341198422653;-0.0649049947948011;0.00499647696229576
"appropriate";0.205987517279454;0.290222962320048;0.152368775366255;-0.0529461383524955
"artistic";0.541684615791803;-0.0235940369338274;-0.115304477430443;-0.261750888749131
"beautiful";0.628185662787172;0.392092103170876;0.448078208704573;0.227123801000265
"best";0.482389291168848;0.430302967750635;0.425190874268748;0.372780372891924
"blessed";0.343599081746594;-0.0535710022528108;0.402563293839452;0.0219990299049126
"bored";0.441596133211455;0.044547087957235;0.0504745497602017;-0.00261860480059216
"brave";0.320653490109726;0.660442522553247;0.0405671680867865;0.0856306794916998
"bustle";-0.0780111003172509;0.593035146309485;0.0067894802986057;-0.0409593174238832
"calm";0.617502194826108;0.29990655327954;0.29625887818134;0.0530782772065822
"capable";0.221020189278159;0.288374117786241;0.228134221170131;0.236860970590557
"careful";0.538359180698764;0.233029166063395;0.459127459017144;0.207652519534289
"cautious";0.345363604162841;0.343329165607542;0.204760128688133;-0.113843763058691
"charitable";0.0546153828186432;0.152650206460431;0.424034286420207;-0.0394685274387577
"cheerful";0.583258036942941;0.35968170121431;0.19664919171901;0.314085137932076
"clean";0.31694931157396;0.434818533711789;0.226339691490848;0.12013140084261
"clever";0.400079721286399;0.447515998457675;0.226319525728937;0.201673140183033
"comfortable";0.713118624242676;0.22804517646394;0.223110654429191;0.188958215829682
"compassionate";0.39464928591449;-0.0120640603541205;0.272613583005058;-0.00787519288007944
"competent";0.230021049205074;0.0621161469158932;-0.114430544996963;0.552004807885707
"confident";0.510724707497965;0.397391297435904;0.200754110560095;0.316068387275043
"conventional";0.390541215999966;0.0127693126069516;0.41495488392265;0.172571643941282
"cruel";0.502817166401005;0.548817452125075;0.297017807852061;0.0869972582064907
"curious";0.505684950073901;0.317641491348728;0.42132342411404;0.370431207367029
"dangerous";0.46056745089708;0.246082355350708;0.249723085414504;-0.131378794901702
"daring";0.0671206298481989;0.135217754359862;-0.0125640142245891;0.426232028374486
"delicate";0.648385094275868;0.357033499473097;0.318659576881585;0.265943544709291
"delicious";0.663831969798083;0.101637800488963;0.0505476889064147;0.157466550396199
"delighted";0.479785448269739;0.0993477028552219;0.258076024676021;0.405081140384613
"delightful";0.573696430657498;0.0509288608789028;0.468203173371124;0.109088909015958
"determined";0.344355683524003;0.446445631839879;0.317321081889625;0.304356316189783
"different";0.635743150191416;0.400137216339679;0.411259429550826;0.219977752437459
"direct";0.760283993636153;0.0736954416388173;0.309565391295493;-0.0179138954021804
"diverse";0.0337248902766193;0.518960757402363;-0.234218949828708;0.118956718401034
"ecstasy";0.423464784641827;0.333051196484727;0.0985199317056643;0.0237511381588769
"educational";0.0894308599358095;0.230419728187206;0.152813235827161;-0.0402882994151589
"effective";0.319240166391573;0.216249805907736;0.0964042551711906;-0.174087179679823
"encouraging";0.425933026586151;0.235110684442547;0.0907918544997996;0.16246092745157
"energetic";0.394428668083978;0.330264627436934;-0.128640056851573;-0.296001123955762
"enthusiastic";-0.0274353906403968;0.0728478459995109;0.134436430959003;0.00716271045761146
"ethical";0.032683159328492;0.117090542099396;0.5003791618846;0.0477615601593622
"exciting";-0.0192263680279646;0.533558038706347;0.0291732472637169;0.011396943806245
"expensive";0.503544429410695;0.243646906609038;0.385668471681239;0.227524226852497
"extraordinary";0.188669700978695;0.325385932396783;0.240130816807351;0.224263479895493
"extreme";0.432876680295277;0.263412876958188;0.52012170318768;0.175730559039662
"fair";0.697214021043928;0.350077475187912;0.186934187413003;0.320062148775619
"faithful";0.542053465523417;0.604956310655693;0.296272058823537;0.0885200880625072
"familiar";0.593975786179126;0.446742043935006;0.391143035243931;0.167380522167493
