"MR1";"MR2"
"#-comfortable";0.304684873197251;0.21324443448357
"#-fair";0.249194181633797;0.427085043303025
"#-married";0.382942063537867;0.188491171098594
"#-worth";0.421434551999205;0.250509795273136
"accomplished";0.474155755910525;0.328341899748255
"afraid";0.30711939394755;0.586900003330035
"amusing";0.151963727223556;0.418054002718673
"beautiful";0.549469807678271;0.311718275845837
"best";0.543507926879013;0.574491436358723
"brave";0.0879401562210681;0.572670090371368
"calm";0.383480794081454;0.0112195977909673
"capable";0.774391934734997;0.161106805191414
"careful";0.109820786999022;0.733645684002731
"cautious";0.530629939727542;-0.111919055036288
"charitable";0.561291620131647;-0.146323204009329
"cheerful";0.564231055908827;0.568542068432158
"clever";0.345425786989194;0.411490481277715
"comfortable";0.419401869364599;0.653243531375101
"compassionate";0.0809590048905001;0.370594489306974
"confident";0.682421074514083;-0.125410644919311
"cruel";0.459186604692649;0.13798172576892
"curious";0.296412959927804;0.524469077245267
"dangerous";0.699555262345495;0.353660562576332
"delicate";0.405154219815833;-0.0113826353249775
"delicious";0.481254313355263;0.141789685900796
"delight";0.0809590048905001;0.370594489306974
"delighted";0.513473091312632;0.64363768432944
"delightful";0.260394992234869;0.428889890256364
"determined";0.67068459609382;0.525800110346935
"different";0.436572381323396;0.610185597134196
"direct";-0.0863854804229312;0.281068235342911
"encouraging";0.445652879012403;0.169234562352096
"entertaining";0.0876397565880644;0.654284332984676
"expensive";-0.123064268495136;0.530887371733648
"extraordinary";0.394985820229743;0.684770685849948
"extreme";0.507794431827138;0.26821519226186
"fair";0.453700716052594;0.622413732020772
"faithful";0.31826901358041;-0.0825265611021851
"familiar";0.0599634061250484;0.0371613113438546
"famous";0.0879401562210681;0.572670090371368
"fancy";-0.0725458270914217;0.320212215595834
"free";0.183232129758342;0.683637032362743
"friendly";0.407422660740284;0.474771520778904
"generous";0.540225194900924;0.252276004649374
"gentle";0.629879587576489;0.317304760333582
"graceful";0.249194181633797;0.427085043303026
"greatest";0.194384521646246;0.6065375170958
"happier";0.593822243342012;0.237537476745856
"happy";0.428136239044354;0.507048297534248
"honest";0.350275937765069;-0.228238922794812
"humble";0.421894658070578;0.333199084962158
"improper";0.540611364785119;0.175677598588407
"independent";0.667498424802336;-0.0142823052473919
"intelligent";0.00865063200534952;0.642828522993511
"interesting";0.513395344316639;0.608145721657514
"liberal";0.027769478905179;0.621806845537418
"married";0.65603791672231;0.385082790552644
"mature";0.570961173930851;-0.0214580093902052
"modest";0.273981668899779;0.21440093987183
"moral";0.131951739245775;0.262450165782287
"natural";0.728613096947239;0.265306966418438
"neat";0.102849131012915;0.588548691362003
"newest";-0.123064268495136;0.530887371733648
"official";0.442716540081001;0.0341763216995131
"original";0.306115329113346;-0.0215099033206461
"playful";0.306115329113347;-0.0215099033206461
"pleasant";0.538304184287769;0.637297771484152
"pleasing";0.539032931099989;0.426082347575282
"polite";0.463433476341442;0.162513429915039
"popular";-0.0725458270914217;0.320212215595834
"powerful";0.643723689831322;0.302998840502763
"profitable";-0.123064268495136;0.530887371733648
"proud";0.618943577922248;0.270729042232577
"prudent";0.661348825024762;-0.0320523732914358
"qualified";0.188991277120373;0.215825479192215
"quiet";0.541380159235265;0.480132541416489
"reasonable";0.359226892461695;0.563264834140973
"religious";0.119474395468828;0.275229179230884
"responsible";0.155473255692633;0.32169580551085
"rich";0.62522781715332;0.191472447634236
"safe";0.227031654016286;0.65409554564739
"safer";0.144411712686465;-0.0938810971837487
"secure";0.111255397683725;0.363110435608178
"selfish";0.699763394732535;0.00830577806242881
"shocked";0.188991277120373;0.215825479192215
"sincere";0.260664627442411;0.508732090016754
"smart";-0.0363046979824442;0.0687593673668064
"social";0.358502426028746;0.328858535094759
"spontaneous";0.406594797229613;0.301414217725684
"strong";0.601143622992396;0.523100125239206
"superior";0.330475406078262;0.694484697531306
"sympathetic";0.432647312677087;0.270760179651585
"thoughtful";0.447331607035684;0.229958597061618
"uncertain";0.594722352804265;0.138449652728629
"unpleasant";0.305754224781719;0.467365970360453
"weak";0.374826668592823;0.175969786737633
"wealthy";-0.0518870854031767;0.375576327592315
"welcome";0.541938301127986;0.404835967601864
"worth";0.479870448123217;0.621427284284722
"special";0.0879401562210682;0.572670090371368
"wise";0.473245951548578;0.357194270802257
"universal";0.285596000363283;-0.158511554919169
"stable";-0.0363046979824442;0.0687593673668064
