"MR1";"MR2";"MR3"
"#-accustomed";0.10722022296028;0.125240664294001;0.240092760567347
"#-delicate";0.240774380631725;-0.192671610441654;0.117482144569166
"#-honest";0.240774380631726;-0.192671610441652;0.117482144569167
"#-married";0.159176893831974;0.277289790284986;0.516109900095337
"#-smart";0.19800394625305;-0.152162163184413;0.0414214993163752
"#-welcome";0.374809983942583;0.345928106585275;0.112305796378028
"#-worth";0.15525695853636;-0.189691674945509;0.452464856940411
"accomplished";0.0646814608812845;0.128437043393333;0.521559601220347
"accustomed";0.505919988024833;0.454416776112767;0.417056455664682
"afraid";0.687327661036816;0.351491184621136;0.37900372050124
"appetite";0.0848142776144709;0.550896194347979;0.00527438279906105
"appropriate";0.419203302035293;0.22929751765303;0.576940719869461
"beautiful";0.64027334972035;0.38815813134582;0.441002954113098
"best";0.687640260514085;0.180361830807228;0.47016474184704
"blessed";0.282036381041029;0.38902992428928;0.178416569270237
"brave";0.442622412590318;-0.230029766701224;0.388705437871349
"bustle";0.338810102852543;-0.00142018080702903;0.0866012318799107
"calm";0.532756239329351;0.384000785326576;0.247231024567668
"capable";0.100714516496342;0.640749045060364;0.372224620667378
"capital";-0.0265809882207008;0.342303297798754;0.444490083588026
"careful";0.499904670782202;0.0629798245439632;0.557507657754081
"cautious";0.499965782951512;-0.120782372800691;0.167791917042391
"charitable";0.274449867427521;0.207016187268066;0.408656917612317
"cheerful";0.689498609795608;0.434801481787997;0.306753402003745
"clean";0.611064052327082;0.355769172482178;0.298324950504744
"clever";0.433813361195534;0.191226518836679;0.445384362365856
"comfortable";0.704020116320884;0.133715276519518;0.48988935594801
"compassionate";0.48547949906067;-0.0101096545375913;0.0636895314963992
"competent";0.427129001339031;0.35075597545148;0.183810991549536
"complex";0.215420119951347;0.0273575943219751;-0.0241952414045331
"confident";0.45980347352841;0.469193038162916;0.350902198531362
"conventional";0.608719257710725;0.252487300646579;0.277348077242072
"cruel";0.589924200404873;0.416179363526464;0.366042190823933
"curious";0.206628122168562;0.216498276436701;0.620760529295146
"dangerous";0.398247810557781;0.506573630735191;0.250700346247696
"delicate";0.701607286917256;0.45025497961159;0.247309429169242
