"MR1";"MR2";"MR3"
"#-clever";-0.107970666036386;0.56100601704126;0.090214938318356
"#-united";0.00291649866905505;0.432856657922619;-0.0997660835824381
"#-worth";0.100566620535472;0.409548543846621;-0.00077460044830353
"accomplished";-0.051060704369577;0.643858710927287;0.0906019826350907
"accustomed";0.0343644516921539;0.0527929206388821;-0.00405141051550737
"afraid";0.721008192329104;0.357186777063531;0.0524017653368368
"amusing";0.476797940346033;0.0973485048531911;0.117768993020024
"beautiful";0.505983109826402;0.508101456165395;0.101646291968978
"best";0.723503729996517;0.362217551911133;0.0997891069469386
"calm";0.391846204131851;0.175936110399889;0.368343106022375
"capable";0.628642373905124;0.446681248906748;-0.0428843567051488
"careful";0.124350013028102;0.701152193257321;0.0807600992615475
"cautious";0.527138645178968;0.347289859502002;-0.1841298801363
"cheerful";0.429268308811718;0.385462063402883;-0.00494835556179741
"clever";0.660731686179242;0.0845682800433116;-0.355010198609598
"comfortable";0.766846560386608;0.228325242082111;-0.199056608114063
"compassionate";0.197241373777766;0.0262986730150495;-0.0500655719689748
"confident";0.157500722636517;0.300947259750844;0.0490452287388013
"creative";-0.134163386480302;0.310754731417115;0.117310723484132
"cruel";0.368456318381553;0.617830493016305;-0.111653576345441
"curious";0.457943607639288;0.372581229527706;0.182572871687252
"dangerous";0.197430675078634;0.0233929712072292;0.440640517707092
"daring";0.352914281194886;0.0660788421231978;0.130801087492908
"delicate";0.730836792760764;0.262615115940298;0.042320391036386
"delicious";0.187180767263148;0.109334232180201;-0.195829370443187
"delight";0.589101741073513;0.0251965235699039;0.303392547782968
"delighted";0.55136550703404;0.512697488647104;0.161410033187909
"delightful";0.679157937217052;0.255361180104345;0.191597304161446
"determined";0.49790160173347;0.347852227788811;0.380402009611995
"different";0.346723415604994;0.575603520059181;0.0785261111380986
"direct";0.609033215074474;-0.169629487144156;-0.0995843689532522
"encouraged";-0.0682389435733455;0.442423677046821;0.0488631115024212
"encouraging";0.455786558769498;-0.192944361993941;-0.28972389190053
"energetic";0.19877670023837;0.288286682809412;0.0565145773411749
"exciting";-0.00114946139006312;0.0329519763187289;0.522154741820685
"extraordinary";0.587616880611947;0.35496539989466;0.376216820126152
"extreme";0.20510175113151;0.172784697169404;0.422686899011159
"fair";0.797771558998296;0.227967798312078;0.03371392452147
"faithful";0.346574063760807;0.0513979566450103;-0.0452286300983395
"familiar";0.431462144270823;0.323546807150455;0.173507106091209
"fancy";0.624715350071873;0.183627973524046;-0.00617616436528114
"free";0.720276680942551;0.129624179674883;-0.012950472435063
"friendly";0.339524134356585;0.603151411422853;0.0992281795717777
"generous";0.75565128053305;0.315127419388587;0.0391515122133921
"gentle";0.194179255646063;0.505922622300897;-0.000136614605279735
"genuine";0.356015590093646;-0.0999732339211634;-0.00555534784803417
"graceful";-0.0629602263228596;0.525327882780158;-0.104414145749947
"greatest";0.526455050270709;0.559879562606874;0.0292929068829935
"happier";0.316281484153259;0.41055045943423;-0.0646422664713693
"happy";0.508830674502331;0.412401476206124;0.104545480433513
"honest";0.192453961251467;0.0964457334459703;-0.0391271010686429
"humble";0.477784573105656;0.321801326253195;-0.224704833110873
"improper";0.238214581379889;0.393973576249803;0.209624148239564
"independent";0.406304289873755;0.395274375976891;-0.349008699513571
"intelligent";0.133973918843958;0.64654303036072;-0.0743680480666094
