"MR1";"MR2"
"#-fancy";0.216245150082065;0.449606548111422
"#-free";-0.0752325729447882;-0.0623830497801618
"#-safe";0.232236304855327;0.0362372052560074
"#-weak";0.0155881995286999;0.106134911946629
"#-wise";0.0731307790984983;0.386514176116936
"accomplished";0.282601651787144;0.00696052034555905
"accustomed";-0.10189304671234;0.758204027530062
"afraid";0.720310051782054;0.0575197127402628
"amusing";0.177450290856898;0.174599505425599
"appropriate";-0.0579275677856185;0.735392461546728
"beautiful";0.308156938343201;0.441400223713271
"best";0.526445821730891;0.428506924054611
"blessed";0.543062489147712;0.278603214371608
"bored";0.3705100572165;-0.0863196067202739
"brave";0.504981024255684;0.0840443430912011
"calm";0.293555937102643;0.482188550613888
"capable";0.240283711256906;0.311190813029313
"careful";0.203457320508409;0.459098886679214
"cautious";0.368430841746515;0.0936409784186012
"cheerful";0.368390707915204;0.537991909775145
"clean";0.313619493853816;0.256662864048414
"clever";0.117977367154389;0.00464860896491171
"comfortable";0.563779281256016;0.253035588753121
"compassionate";-0.0513531077629337;0.599045008835767
"competent";0.143954388609228;0.403732202594196
"confident";0.0340464860693187;0.276264294043334
"controversial";0.109157624449457;0.0573255220222969
"conventional";0.354422924137957;-0.0136104673006096
"cruel";0.242496346831602;0.347222966000289
"curious";0.432919368284582;0.540009942503108
"dangerous";0.219146337700678;0.524054392545882
"delicate";0.087628508321806;0.729719260315843
"delighted";0.456227015770086;0.403462092863303
"delightful";-0.0752325729447858;-0.0623830497801588
"determined";0.0700647339325608;0.0550101018092411
"different";0.723170900083121;0.239816503260328
"direct";0.436363266836202;-0.0511109282841688
"educational";0.170945261458356;0.048572160418536
"effective";-0.190799127412584;0.453606011153304
"energetic";-0.168855958624092;0.478852413831801
"enthusiastic";0.100963308596346;-0.110293698589004
"expensive";0.331402878791582;0.00872242425660741
"extraordinary";0.455550466430956;0.255473474602797
"extreme";0.374527410508156;0.0969302623839728
"fair";0.485712121205739;0.0440025932176826
"faithful";0.594343940545309;0.245297664410743
"familiar";0.393313541122227;0.407888404400035
"famous";0.230025406236884;-0.0322038207420637
"fancy";0.0886472703761793;0.228740363949255
"forgiving";-0.0101209170682699;0.119672672195985
"free";0.531735303341362;0.408192179181363
"friendly";0.191267609770163;0.314073485058134
"generous";0.00611025621238512;-0.0753290553007561
"gentle";0.638796977249741;0.251285285363324
"genuine";0.407664120976013;0.162082276238216
"graceful";0.285592258597596;0.346663622469743
"greatest";0.674157063975019;0.250195514687554
"greedy";0.189299039758294;-0.0269074854254088
"happier";0.540617920344973;0.0438537100285226
"happy";0.372487205094632;0.569070460337709
"heavenly";0.0886472703761793;0.228740363949255
"holy";0.0225169416127229;0.656888837235366
"honest";0.428386723222084;0.459259262022274
"humble";0.654322514250637;0.31009992744834
"improper";0.27900187716085;0.0759393808262831
"independent";0.125938181136541;0.608641822233213
"individual";0.218688721486783;-0.0420610163273799
"intellectual";-0.0728765391114396;0.735000495899931
"intelligent";0.223186604931189;0.085378762692006
"interesting";0.449323450853656;0.319175783311278
"legitimate";0.235206948185347;-0.114943366733702
"liberal";0.0363295947707364;0.503721898168563
"loose";0.316140721202116;0.461919191878973
"married";0.33098481291085;0.131042807299736
"mature";0.504874749564935;0.288488892956686
"mighty";0.279830045475126;0.00133482945460382
"minded";0.396376271869459;0.504779392482492
"modest";0.670371709116937;0.0619207848893657
"moral";0.558502389362211;0.301123885788613
"mysterious";0.482989466013003;0.121670519772302
"natural";0.534278065628051;0.335282852623865
"neat";0.366226158393339;0.0690066580674513
"novel";0.100963308596346;-0.110293698589004
"official";0.366502044828211;-0.0802698639510673
"original";-0.0040510420390211;0.0783041736439625
"pleasant";0.641763906488056;0.295391642720077
"polite";-0.154277654886654;0.636560788849102
"popular";0.121461495395545;0.600173361111567
"powerful";0.195252128515523;0.200676953482697
"progress";0.321651059235661;-0.0124034916637307
"proud";0.619139132520147;0.322388138658074
"prudent";0.401298937509391;0.000454647201508444
"qualified";0.666908774048388;-0.0436011256524383
"quiet";0.59396720632349;0.421114491265184
"reasonable";0.144536707441342;0.170263958410132
"religious";0.0340464860693187;0.276264294043334
"respected";0.539587044733577;0.0518858408573283
"rich";0.50048185037144;0.367652529651955
"sacred";0.271998613503233;0.262070988912011
"safe";0.392995003838934;0.410197027272205
"scared";0.434699630770084;0.030552897278753
"selfish";0.356137672758293;0.548415368371993
"social";0.129543362176831;0.296723582442571
"special";0.320923194158325;0.170780078192643
"spiritual";-0.0230784417821408;0.341362179188381
"strong";0.597033562206123;0.418407482221749
"superior";0.49292675327002;0.0529467136300028
"surprising";0.318729852966382;0.27180885762085
"sympathetic";0.439466293677836;0.0184787666033772
"thoughtful";0.384164368148655;0.319626929706241
"trustworthy";0.366502044828211;-0.0802698639510673
"uncertain";0.520109155813933;0.245300082766377
"united";0.342636559384613;0.215550391677913
"weak";0.611731551426665;0.186531779770608
"weaker";0.232236304855327;0.0362372052560074
"worth";0.450831552222352;0.103082663524763
"sincere";-0.233488541261532;0.72244899631221
"welcome";-0.111597078162838;0.433459647466846
"tidy";0.379875794951639;-0.0924979571518418
"top";0.0340464860693187;0.276264294043334
"universal";0.342801423769694;0.570606719754846
"unprecedented";0.384590980499879;0.425066187853312
"wise";0.0520966375473437;0.43794703249179
"stable";0.303800257701125;0.159336432964949
"wealthy";0.366502044828211;-0.0802698639510673
"threatening";-0.0787391353726151;0.14841979772702
"professional";0.0556429520947299;-0.00350309692888312
"peaceful";0.235206948185347;-0.114943366733702
