"MR1";"MR2";"MR3";"MR4"
"#-happy";-0.0127350098644655;0.425792539122059;-0.118676425295234;-0.0725694639243714
"#-interesting";0.0916862181069959;0.0972738821221469;0.310031344774925;-0.0521171548781364
"#-weak";0.00432771624827452;0.33081408510522;0.164100926196694;0.223316646328039
"#-worth";-0.0223731824884898;0.0826358118018812;-0.0573975105450187;0.255789031508883
"accomplished";0.432411232668025;-0.0181939937503144;0.144098198313108;0.0723705498765396
"accustomed";0.466491518659342;0.473074174902127;0.269671846391182;0.342723856289851
"afraid";0.413159777857721;0.207779181729493;0.410500314742759;0.463196627565998
"amusing";0.382204302760461;-0.0850866290093451;0.341022304331547;0.0267742501994178
"appetite";0.385844546122495;0.0991549842927111;0.305153496653264;0.0231971929805344
"appropriate";0.480188751355134;0.455081589764279;0.112878928601985;-0.124381645270396
"beautiful";0.617836780876732;0.139765442136497;0.38344368759442;0.450952341624232
"best";0.21569029437698;0.547072634271998;0.501469631566314;0.420797495195135
"blessed";0.535270045640451;0.388135564796668;0.215026208589087;0.251139866593646
"brave";0.623495101961435;0.557615169366023;0.171055731126077;0.0976561880786106
"bustle";0.542245410324343;0.0557639172181511;0.0704544639477655;0.0297592770145168
"calm";0.497508151089023;0.161111116594095;0.39880916741527;0.316971006542165
"capable";0.360307599632111;0.138173182101471;0.117052661754863;0.275659525230703
"careful";0.539160932909929;0.394415052736895;0.213474516879122;0.398683411746001
"catholic";0.279663973977526;0.36818663681505;0.0435432804633123;0.473268781784176
"cautious";0.246388296370385;0.370991057332796;0.234637892933536;0.152066795560296
"charitable";0.761393323283731;-0.00231172838225045;0.0129183513476748;0.109222080292792
"cheerful";0.440682240771969;0.433599914069009;0.548033254361712;0.277552570550313
"clean";0.150372671858917;0.436370123220745;0.157097739198071;0.32108933274296
"clever";0.276539161287583;0.265631441397929;0.045423029663483;0.198459020185184
"comfortable";0.510142876826377;0.387933829982709;0.331526059083357;0.34227676143418
"compassionate";0.0660548584089334;-0.00267347374250196;0.329916703831281;0.417237652460776
"complex";-0.0412370729730318;0.568166677198687;-0.0309079161771419;0.312333284215196
"confident";0.499158642727315;0.213769465335439;0.0932000674144394;0.303724404532601
"conventional";0.10905533047204;0.350690122667833;0.278744933095683;0.199488137644182
"cruel";0.593161953565921;0.340194956645785;0.240263993013446;0.448565920019969
"curious";0.461086666390046;0.148514103888626;0.511688976169821;0.252345589310534
"dangerous";0.559911248694925;0.310965628654083;0.2280101744329;0.35688409068857
"daring";0.270034368824894;0.346580469337119;-0.029444150992509;0.399836174586949
"defensive";0.074089151559307;-0.0658482938958273;0.383404887467786;0.334414361531624
"delicate";0.545458853509879;0.147798593835941;0.14342658533678;0.491993072570193
"delicious";0.485963340412766;0.239871154240225;0.376259843386264;0.387870093240261
"delighted";0.441135794078168;0.478787094627404;0.243655483974842;-0.10373065227452
