"terms";"clusters"
"#-ashamed";88
"#-eager";29
"#-warm";93
"#-weak";53
"#-wise";70
"abusive";99
"accomplished";10
"active";28
"admirable";83
"affectionate";118
"afraid";39
"aggravating";116
"agreeable";89
"alone";77
"amazing";49
"amusing";8
"angry";12
"anxious";55
"argumentative";9
"arrogant";104
"artificial";97
"ashamed";47
"attentive";108
"attractive";32
"average";23
"awake";69
"awful";36
"awkward";99
"bad";45
"beautiful";75
"big";34
"bitter";88
"blind";111
"bold";87
"bored";26
"brave";22
"bright";55
"busy";98
"calm";6
"capable";24
"careful";105
"careless";11
"cautious";80
"certain";51
"charming";59
"cheap";88
"cheerful";85
"childish";115
"clean";40
"clever";52
"cold";2
"comfortable";12
"comical";53
"compassionate";66
"competent";28
"complicated";101
"confident";116
"confused";73
"considerate";101
"consistent";114
"controversial";28
"cool";68
"courageous";99
"crazy";49
"cruel";72
"curious";77
"dangerous";34
"decent";4
"delighted";40
"delightful";97
"dependent";35
"depressed";28
"desirable";10
"determined";107
"devoted";109
"difficult";39
"direct";58
"disabled";88
"disappointed";38
"disgusting";83
"dishonest";29
"dumb";3
"eager";26
"effective";114
"elderly";61
"energetic";31
"enthusiastic";110
"evil";4
"excellent";63
"excited";71
"exhausted";24
"experienced";116
"expressive";90
"extraordinary";37
"fair";92
"faithful";12
"familiar";30
"famous";22
"fat";61
"feminine";67
"fine";65
"foolish";33
"forgiving";46
"fortunate";59
"friendly";40
"furious";88
"generous";67
"gentle";78
"genuine";95
"giving";67
"glad";2
"graceful";86
"gracious";24
"grateful";47
"great";48
"greedy";22
"handsome";30
"happy";65
"hard";65
"healthy";109
"helpless";36
"honest";5
"hopeful";21
"hostile";71
"humorous";117
"ignorant";15
"imaginative";112
"impatient";103
"important";110
"impressive";119
"impulsive";56
"inconsiderate";26
"independent";98
"inexperienced";104
"innocent";85
"insane";71
"intellectual";33
"intelligent";60
"interested";106
"interesting";92
"involved";18
"irrational";28
"kind";74
"lazy";54
"liberal";32
"logical";9
"lonely";112
"loud";103
"loving";57
"mature";110
"mean";74
"modest";44
"natural";77
"neat";69
"nervous";95
"nice";83
"noisy";14
"observant";102
"offensive";110
"old";25
"open";42
"ordinary";19
"original";38
"outspoken";8
"pathetic";41
"patient";17
"peaceful";8
"persistent";69
"plain";51
"pleasant";78
"pleased";118
"polite";21
"poor";43
"popular";21
"powerful";102
"practical";7
"pretty";68
"private";64
"professional";52
"prominent";61
"prompt";46
"proper";64
"prosperous";46
"proud";85
"punctual";23
"quiet";45
"reasonable";56
"religious";116
"remarkable";77
"respectable";23
"respected";14
"respectful";24
"rich";79
"ridiculous";62
"romantic";101
"rough";62
"rude";80
"sad";88
"satisfied";62
"scared";84
"selfish";70
"sensible";59
"sentimental";15
"serious";100
"short";45
"sincere";16
"sleepy";49
"slender";61
"slim";61
"social";96
"stable";19
"straightforward";70
"strange";85
"strict";81
"strong";13
"stubborn";81
"stupid";76
"successful";38
"surprised";1
"suspicious";91
"sweet";112
"sympathetic";104
"tall";113
"terrible";84
"thankful";19
"thin";37
"thoughtful";50
"tired";103
"troubled";1
"trustworthy";80
"uncomfortable";94
"unhappy";57
"unlucky";103
"unreasonable";82
"unusual";54
"useful";20
"valuable";18
"violent";90
"warm";40
"weak";78
"wealthy";80
"well";72
"wise";18
"wonderful";27
"worthy";89
"young";25
"tough";99
"terrific";110
"youthful";87
"thorough";117
