"","Words","count.present","Emma","Mansfield Park","Northanger Abbey","Persuasion","Pride and Prejudice","Sense and Sensibility"
"165","animated",6,1,2,0,1,1,1
"166","assured",6,1,2,2,0,0,1
"167","coarse",6,2,1,2,0,1,0
"168","conscientious",6,0,2,1,0,1,2
"169","contented",6,1,3,1,0,0,1
"170","deceitful",6,0,0,0,0,2,4
"171","eloquent",6,0,1,0,3,2,0
"172","hospitable",6,1,0,0,4,0,1
"173","ingenious",6,2,0,0,1,2,1
"174","literary",6,1,1,3,1,0,0
"175","placid",6,0,3,2,1,0,0
"176","productive",6,1,0,1,0,1,3
"177","reserved",6,4,0,0,1,1,0
"178","sympathetic",6,0,3,1,2,0,0
"179","unguarded",6,0,1,1,0,4,0
"180","chatty",5,2,1,0,0,1,1
"181","complimentary",5,2,2,1,0,0,0
"182","disrespectful",5,0,2,1,1,1,0
"183","dissatisfied",5,0,1,2,0,1,1
"184","dutiful",5,1,1,1,2,0,0
"185","explicit",5,0,1,1,1,2,0
"186","fastidious",5,0,0,0,1,2,2
"187","fearless",5,1,3,0,1,0,0
"188","feminine",5,1,3,0,0,0,1
"189","frank",5,0,1,0,0,0,4
"190","frivolous",5,0,0,1,0,3,1
"191","hardened",5,1,0,0,2,0,2
"192","illiterate",5,2,0,0,0,1,2
"193","intellectual",5,3,1,1,0,0,0
"194","irrational",5,1,2,0,1,0,1
"195","patient",5,2,0,2,1,0,0
"196","polished",5,0,0,0,3,1,1
"197","prompt",5,3,0,0,1,1,0
"198","spontaneous",5,1,1,0,2,0,1
"199","stubborn",5,0,0,2,0,0,3
"200","submissive",5,2,1,0,1,0,1
"201","timid",5,1,4,0,0,0,0
"202","unfair",5,4,0,0,0,0,1
"203","unpretending",5,2,0,2,0,1,0
"204","vague",5,0,0,0,2,2,1
"205","vigorous",5,1,0,1,1,0,2
"206","zealous",5,0,1,0,2,0,2
"207","abrupt",4,2,1,0,0,1,0
"208","ambitious",4,0,3,0,1,0,0
"209","conceited",4,2,0,0,0,2,0
"210","discreet",4,3,0,0,0,0,1
"211","durable",4,1,1,0,2,0,0
"212","fanciful",4,2,1,0,0,0,1
"213","fraternal",4,0,2,1,1,0,0
"214","haughty",4,0,0,0,0,3,1
"215","heroic",4,0,0,4,0,0,0
"216","impetuous",4,0,0,1,0,1,2
"217","impudent",4,2,1,0,0,1,0
"218","inconsistent",4,1,1,1,1,0,0
"219","inconstant",4,0,1,1,1,0,1
"220","indefatigable",4,1,2,0,0,0,1
"221","lazy",4,1,2,1,0,0,0
"222","manly",4,0,1,0,0,0,3
"223","mercenary",4,0,2,0,0,2,0
"224","merciful",4,0,3,0,1,0,0
"225","mischievous",4,1,0,1,1,0,1
"226","pensive",4,1,0,1,2,0,0
"227","pert",4,3,1,0,0,0,0
"228","pompous",4,0,1,0,0,3,0
"229","precise",4,2,1,0,0,0,1
"230","sly",4,1,1,1,0,1,0
"231","spiritless",4,0,1,0,0,1,2
"232","talkative",4,2,2,0,0,0,0
"233","tidy",4,1,1,1,0,0,1
"234","unpersuadable",4,3,0,0,1,0,0
"235","unprincipled",4,0,0,1,0,0,3
"236","unvarying",4,1,1,0,1,1,0
"237","witty",4,2,0,0,0,1,1
"238","affable",3,1,0,0,0,1,1
"239","authoritative",3,0,1,0,0,2,0
"240","blunt",3,1,1,0,0,0,1
"241","contradictory",3,0,1,0,1,0,1
"242","economical",3,0,2,0,0,0,1
"243","headstrong",3,0,0,0,1,1,1
"244","heedless",3,0,1,1,1,0,0
"245","immovable",3,0,0,1,0,0,2
"246","inconsiderate",3,2,1,0,0,0,0
"247","indefinite",3,0,2,0,0,1,0
"248","inexperienced",3,0,1,0,0,0,2
"249","injudicious",3,0,3,0,0,0,0
"250","insincere",3,1,0,0,0,1,1
"251","irresolute",3,1,0,0,2,0,0
"252","malicious",3,0,0,1,0,2,0
"253","mature",3,0,0,1,1,1,0
"254","obstinate",3,0,0,1,0,2,0
"255","orderly",3,1,1,0,0,1,0
"256","overbearing",3,0,1,0,1,1,0
"257","passive",3,1,2,0,0,0,0
"258","prejudiced",3,1,1,0,0,0,1
"259","religious",3,0,1,1,1,0,0
"260","sarcastic",3,1,1,0,0,1,0
"261","shrewd",3,0,0,0,2,0,1
"262","steadfast",3,0,0,0,1,1,1
"263","stormy",3,1,0,1,0,0,1
"264","straightforward",3,3,0,0,0,0,0
"265","treacherous",3,0,2,1,0,0,0
"266","unbending",3,0,1,0,1,1,0
"267","uncheerful",3,0,0,1,0,0,2
"268","unforgiving",3,0,0,0,1,2,0
"269","unfriendly",3,1,1,1,0,0,0
"270","uninformed",3,0,1,1,0,0,1
"271","unobtrusive",3,0,0,0,0,0,3
"272","abusive",2,0,0,0,0,2,0
"273","accurate",2,0,1,0,0,1,0
"274","alert",2,1,1,0,0,0,0
"275","bashful",2,0,0,0,0,1,1
"276","bountiful",2,2,0,0,0,0,0
"277","boyish",2,1,0,0,0,0,1
"278","brisk",2,1,1,0,0,0,0
"279","clownish",2,2,0,0,0,0,0
"280","complaisant",2,1,0,0,0,1,0
"281","conciliatory",2,0,0,1,0,1,0
"282","concise",2,1,1,0,0,0,0
"283","cunning",2,0,0,0,0,0,2
"284","daring",2,0,1,0,0,1,0
"285","devilish",2,0,0,2,0,0,0
"286","dictatorial",2,0,1,0,0,1,0
"287","doleful",2,1,0,0,0,1,0
"288","energetic",2,1,0,0,0,1,0
"289","enthusiastic",2,0,0,0,0,0,2
"290","envious",2,2,0,0,0,0,0
"291","fickle",2,0,0,1,0,0,1
"292","forgetful",2,0,1,0,1,0,0
"293","forward",2,0,1,0,1,0,0
"294","greedy",2,0,0,2,0,0,0
"295","harsh",2,1,1,0,0,0,0
"296","hypocritical",2,0,0,0,0,2,0
"297","inarticulate",2,0,1,0,0,0,1
"298","indelicate",2,1,0,0,0,1,0
"299","indiscreet",2,0,0,0,1,1,0
"300","industrious",2,0,1,1,0,0,0
"301","inexhaustible",2,0,0,0,1,1,0
"302","informed",2,1,0,0,0,1,0
"303","intense",2,0,1,1,0,0,0
"304","irrepressible",2,0,0,0,0,0,2
"305","leisurely",2,0,0,0,0,1,1
"306","methodical",2,0,2,0,0,0,0
"307","miserly",2,0,0,1,0,1,0
"308","peevish",2,0,0,0,0,2,0
"309","persuadable",2,1,0,0,1,0,0
"310","petty",2,0,0,0,1,0,1
"311","philanthropic",2,0,1,0,0,0,1
"312","quarrelsome",2,0,1,0,0,1,0
"313","refined",2,1,0,1,0,0,0
"314","reproachful",2,1,1,0,0,0,0
"315","responsible",2,0,0,0,2,0,0
"316","rugged",2,0,0,0,1,0,1
"317","sedate",2,1,0,0,0,1,0
"318","sentimental",2,0,0,1,1,0,0
"319","slovenly",2,0,2,0,0,0,0
"320","sociable",2,0,1,0,0,0,1
"321","sour",2,1,0,0,0,1,0
"322","studious",2,0,1,0,0,1,0
"323","tame",2,0,1,0,0,0,1
"324","tenacious",2,0,1,0,1,0,0
"325","unalterable",2,0,1,0,1,0,0
"326","unassuming",2,0,0,0,0,2,0
"327","unbiased",2,1,0,0,0,0,1
"328","unchanging",2,0,1,0,0,0,1
"329","undiscerning",2,0,0,0,0,0,2
"330","ungenteel",2,0,0,0,1,0,1
"331","unobservant",2,0,1,0,1,0,0
"332","unpolished",2,1,0,0,1,0,0
"333","unrestrained",2,0,0,0,0,1,1
"334","untaught",2,0,1,0,1,0,0
"335","unwise",2,0,1,0,1,0,0
"336","verbal",2,1,0,0,0,0,1
"337","whimsical",2,0,0,1,0,1,0
"338","womanly",2,1,1,0,0,0,0
"339","adventurous",1,1,0,0,0,0,0
"340","amicable",1,0,0,0,1,0,0
"341","angelic",1,0,0,0,0,1,0
"342","approachable",1,0,0,0,1,0,0
"343","arbitrary",1,0,1,0,0,0,0
"344","argumentative",1,1,0,0,0,0,0
"345","aristocratic",1,0,0,0,1,0,0
"346","arrogant",1,0,0,0,0,1,0
"347","audacious",1,0,1,0,0,0,0
"348","biased",1,0,1,0,0,0,0
"349","boastful",1,1,0,0,0,0,0
"350","boisterous",1,0,0,0,0,0,1
"351","brave",1,0,0,0,1,0,0
"352","brutal",1,1,0,0,0,0,0
"353","capricious",1,1,0,0,0,0,0
"354","casual",1,0,0,0,0,1,0
"355","changeable",1,0,0,1,0,0,0
"356","circumspect",1,0,0,0,0,1,0
"357","civilized",1,0,0,1,0,0,0
"358","clumsy",1,0,0,0,1,0,0
"359","coherent",1,0,0,0,0,1,0
"360","compliant",1,0,0,0,0,0,1
"361","complicated",1,0,0,0,0,0,1
"362","congenial",1,0,0,0,0,1,0
"363","corrective",1,0,0,0,1,0,0
"364","courageous",1,1,0,0,0,0,0
"365","creative",1,0,0,0,0,1,0
"366","credulous",1,0,0,0,0,0,1
"367","demure",1,0,1,0,0,0,0
"368","derogatory",1,0,0,1,0,0,0
"369","destructive",1,0,0,0,0,1,0
"370","detached",1,0,1,0,0,0,0
"371","discerning",1,0,1,0,0,0,0
"372","disdainful",1,0,0,0,1,0,0
"373","docile",1,1,0,0,0,0,0
"374","emphatic",1,0,0,0,0,1,0
"375","enlightened",1,0,1,0,0,0,0
"376","forbearing",1,0,0,0,0,1,0
"377","forgiving",1,1,0,0,0,0,0
"378","fretful",1,0,0,0,0,0,1
"379","genial",1,0,0,0,0,0,1
"380","girlish",1,0,1,0,0,0,0
"381","guileless",1,1,0,0,0,0,0
"382","heartless",1,0,0,0,1,0,0
"383","hectic",1,0,1,0,0,0,0
"384","hostile",1,0,0,0,0,0,1
"385","humane",1,1,0,0,0,0,0
"386","humorous",1,0,1,0,0,0,0
"387","impolite",1,1,0,0,0,0,0
"388","incurious",1,0,0,0,1,0,0
"389","indecisive",1,0,0,0,1,0,0
"390","indirect",1,0,0,0,0,1,0
"391","inelegant",1,0,0,0,0,0,1
"392","ingratiating",1,0,0,0,0,0,1
"393","inquisitive",1,0,0,0,0,0,1
"394","intricate",1,0,0,0,0,1,0
"395","inventive",1,0,0,0,0,0,1
"396","inward",1,1,0,0,0,0,0
"397","irreligious",1,0,0,0,0,1,0
"398","juvenile",1,0,0,0,0,0,1
"399","ladylike",1,1,0,0,0,0,0
"400","lavish",1,0,0,0,1,0,0
"401","lenient",1,0,0,1,0,0,0
"402","loyal",1,0,1,0,0,0,0
"403","malevolent",1,0,0,1,0,0,0
"404","moralizing",1,0,0,1,0,0,0
"405","ostentatious",1,0,0,0,0,1,0
"406","overcareful",1,1,0,0,0,0,0
"407","passionate",1,0,0,0,0,0,1
"408","persuasive",1,0,1,0,0,0,0
"409","pitiless",1,0,0,1,0,0,0
"410","political",1,0,0,0,0,0,1
"411","practical",1,0,1,0,0,0,0
"412","presumptuous",1,1,0,0,0,0,0
"413","principled",1,0,1,0,0,0,0
"414","profound",1,0,0,0,1,0,0
"415","rash",1,0,0,0,0,0,1
"416","rigid",1,0,0,0,1,0,0
"417","scornful",1,1,0,0,0,0,0
"418","sensitive",1,0,0,0,0,0,1
"419","servile",1,0,0,1,0,0,0
"420","shallow",1,0,0,1,0,0,0
"421","shrewish",1,0,0,0,0,1,0
"422","sluggish",1,1,0,0,0,0,0
"423","sparkling",1,0,0,0,0,0,1
"424","spiteful",1,0,0,0,0,1,0
"425","squeamish",1,0,0,0,0,1,0
"426","stern",1,0,0,0,1,0,0
"427","stuffy",1,0,0,0,0,1,0
"428","sullen",1,0,0,1,0,0,0
"429","sunny",1,0,0,0,1,0,0
"430","taciturn",1,0,0,0,0,1,0
"431","tasteful",1,0,0,1,0,0,0
"432","temperate",1,0,0,1,0,0,0
"433","tight",1,0,0,0,1,0,0
"434","tough",1,0,1,0,0,0,0
"435","traditional",1,0,0,1,0,0,0
"436","tyrannical",1,0,1,0,0,0,0
"437","unagreeable",1,0,1,0,0,0,0
"438","unamiable",1,0,0,0,0,0,1
"439","unapproachable",1,0,1,0,0,0,0
"440","uncandid",1,0,0,1,0,0,0
"441","unceremonious",1,0,1,0,0,0,0
"442","uncompanionable",1,0,0,0,0,1,0
"443","uncordial",1,0,0,0,0,0,1
"444","uncritical",1,0,0,1,0,0,0
"445","undeviating",1,0,0,0,1,0,0
"446","undutiful",1,0,0,0,0,1,0
"447","ungallant",1,1,0,0,0,0,0
"448","ungovernable",1,0,0,0,0,1,0
"449","ungraceful",1,0,0,1,0,0,0
"450","unmirthful",1,1,0,0,0,0,0
"451","unostentatious",1,1,0,0,0,0,0
"452","unproductive",1,0,1,0,0,0,0
"453","unselfish",1,1,0,0,0,0,0
"454","unsentimental",1,1,0,0,0,0,0
"455","unsocial",1,0,0,0,0,1,0
"456","unsolicitous",1,0,0,0,1,0,0
"457","unsophisticated",1,0,1,0,0,0,0
"458","untidy",1,0,0,0,0,1,0
"459","vocal",1,1,0,0,0,0,0
"460","wary",1,0,0,0,1,0,0
"461","wasteful",1,0,1,0,0,0,0
"462","worrying",1,0,1,0,0,0,0
"463","abrasive",0,0,0,0,0,0,0
"464","absent-minded",0,0,0,0,0,0,0
"465","abstinent",0,0,0,0,0,0,0
"466","abstract",0,0,0,0,0,0,0
"467","acceptant",0,0,0,0,0,0,0
"468","accessible",0,0,0,0,0,0,0
"469","accommodating",0,0,0,0,0,0,0
"470","acid",0,0,0,0,0,0,0
"471","acquiescent",0,0,0,0,0,0,0
"472","acquisitive",0,0,0,0,0,0,0
"473","adaptable",0,0,0,0,0,0,0
"474","adaptive",0,0,0,0,0,0,0
"475","adjustable",0,0,0,0,0,0,0
"476","adulterous",0,0,0,0,0,0,0
"477","affirmative",0,0,0,0,0,0,0
"478","aggressive",0,0,0,0,0,0,0
"479","agitable",0,0,0,0,0,0,0
"480","agitative",0,0,0,0,0,0,0
"481","aimful",0,0,0,0,0,0,0
"482","aimless",0,0,0,0,0,0,0
"483","alarmable",0,0,0,0,0,0,0
"484","aloof",0,0,0,0,0,0,0
"485","altruistic",0,0,0,0,0,0,0
"486","amorous",0,0,0,0,0,0,0
"487","analytical",0,0,0,0,0,0,0
"488","antagonistic",0,0,0,0,0,0,0
"489","anticipative",0,0,0,0,0,0,0
"490","antisocial",0,0,0,0,0,0,0
"491","apathetic",0,0,0,0,0,0,0
"492","appreciative",0,0,0,0,0,0,0
"493","arbitrative",0,0,0,0,0,0,0
"494","articulate",0,0,0,0,0,0,0
"495","artistic",0,0,0,0,0,0,0
"496","ascendant",0,0,0,0,0,0,0
"497","asocial",0,0,0,0,0,0,0
"498","assertive",0,0,0,0,0,0,0
"499","astute",0,0,0,0,0,0,0
"500","austere",0,0,0,0,0,0,0
"501","autocratic",0,0,0,0,0,0,0
"502","autonomous",0,0,0,0,0,0,0
"503","aweless",0,0,0,0,0,0,0
"504","balky",0,0,0,0,0,0,0
"505","belligerent",0,0,0,0,0,0,0
"506","bendable",0,0,0,0,0,0,0
"507","beneficent",0,0,0,0,0,0,0
"508","big-mouthed",0,0,0,0,0,0,0
"509","bigheaded",0,0,0,0,0,0,0
"510","bighearted",0,0,0,0,0,0,0
"511","bigoted",0,0,0,0,0,0,0
"512","bland",0,0,0,0,0,0,0
"513","blase",0,0,0,0,0,0,0
"514","blasphemous",0,0,0,0,0,0,0
"515","blunt-witted",0,0,0,0,0,0,0
"516","blustery",0,0,0,0,0,0,0
"517","boastless",0,0,0,0,0,0,0
"518","bookish",0,0,0,0,0,0,0
"519","boorish",0,0,0,0,0,0,0
"520","bossy",0,0,0,0,0,0,0
"521","brainy",0,0,0,0,0,0,0
"522","brash",0,0,0,0,0,0,0
"523","brawlsome",0,0,0,0,0,0,0
"524","brazen",0,0,0,0,0,0,0
"525","breezy",0,0,0,0,0,0,0
"526","bristly",0,0,0,0,0,0,0
"527","broad-minded",0,0,0,0,0,0,0
"528","broad-spoken",0,0,0,0,0,0,0
"529","broody",0,0,0,0,0,0,0
"530","brusque",0,0,0,0,0,0,0
"531","bubbly",0,0,0,0,0,0,0
"532","bullheaded",0,0,0,0,0,0,0
"533","bullish",0,0,0,0,0,0,0
"534","bullying",0,0,0,0,0,0,0
"535","buoyant",0,0,0,0,0,0,0
"536","businesslike",0,0,0,0,0,0,0
"537","busyish",0,0,0,0,0,0,0
"538","cagy",0,0,0,0,0,0,0
"539","calculable",0,0,0,0,0,0,0
"540","calculating",0,0,0,0,0,0,0
"541","callous",0,0,0,0,0,0,0
"542","canny",0,0,0,0,0,0,0
"543","cantankerous",0,0,0,0,0,0,0
"544","carefree",0,0,0,0,0,0,0
"545","careworn",0,0,0,0,0,0,0
"546","catty",0,0,0,0,0,0,0
"547","caustic",0,0,0,0,0,0,0
"548","cavalier",0,0,0,0,0,0,0
"549","censorial",0,0,0,0,0,0,0
"550","cerebral",0,0,0,0,0,0,0
"551","changeless",0,0,0,0,0,0,0
"552","chaste",0,0,0,0,0,0,0
"553","cherubic",0,0,0,0,0,0,0
"554","chic",0,0,0,0,0,0,0
"555","childish",0,0,0,0,0,0,0
"556","childlike",0,0,0,0,0,0,0
"557","chipper",0,0,0,0,0,0,0
"558","chitchatty",0,0,0,0,0,0,0
"559","chivalrous",0,0,0,0,0,0,0
"560","choosy",0,0,0,0,0,0,0
"561","clairvoyant",0,0,0,0,0,0,0
"562","clannish",0,0,0,0,0,0,0
"563","clear-cut",0,0,0,0,0,0,0
"564","clear-headed",0,0,0,0,0,0,0
"565","clear-sighted",0,0,0,0,0,0,0
"566","clear-thinking",0,0,0,0,0,0,0
"567","clingy",0,0,0,0,0,0,0
"568","cliquish",0,0,0,0,0,0,0
"569","close-mouthed",0,0,0,0,0,0,0
"570","closed-minded",0,0,0,0,0,0,0
"571","closefisted",0,0,0,0,0,0,0
"572","cocky",0,0,0,0,0,0,0
"573","coercive",0,0,0,0,0,0,0
"574","coldhearted",0,0,0,0,0,0,0
"575","combative",0,0,0,0,0,0,0
"576","companionable",0,0,0,0,0,0,0
"577","compassionless",0,0,0,0,0,0,0
"578","competitory",0,0,0,0,0,0,0
"579","complacent",0,0,0,0,0,0,0
"580","complaining",0,0,0,0,0,0,0
"581","complex",0,0,0,0,0,0,0
"582","compulsive",0,0,0,0,0,0,0
"583","comradely",0,0,0,0,0,0,0
"584","conceitless",0,0,0,0,0,0,0
"585","condescending",0,0,0,0,0,0,0
"586","confusable",0,0,0,0,0,0,0
"587","conscienceless",0,0,0,0,0,0,0
"588","conservative",0,0,0,0,0,0,0
"589","consolatory",0,0,0,0,0,0,0
"590","constrained",0,0,0,0,0,0,0
"591","constructive",0,0,0,0,0,0,0
"592","contemplative",0,0,0,0,0,0,0
"593","contradictious",0,0,0,0,0,0,0
"594","contrary-minded",0,0,0,0,0,0,0
"595","controlled",0,0,0,0,0,0,0
"596","conventional",0,0,0,0,0,0,0
"597","conversational",0,0,0,0,0,0,0
"598","coolheaded",0,0,0,0,0,0,0
"599","cooperative",0,0,0,0,0,0,0
"600","cosmopolitan",0,0,0,0,0,0,0
"601","counselable",0,0,0,0,0,0,0
"602","courtly",0,0,0,0,0,0,0
"603","covetous",0,0,0,0,0,0,0
"604","cowardly",0,0,0,0,0,0,0
"605","coy",0,0,0,0,0,0,0
"606","crabby",0,0,0,0,0,0,0
"607","crafty",0,0,0,0,0,0,0
"608","cranky",0,0,0,0,0,0,0
"609","crotchety",0,0,0,0,0,0,0
"610","crusading",0,0,0,0,0,0,0
"611","cultivated",0,0,0,0,0,0,0
"612","cultured",0,0,0,0,0,0,0
"613","curt",0,0,0,0,0,0,0
"614","cynical",0,0,0,0,0,0,0
"615","dainty",0,0,0,0,0,0,0
"616","dapper",0,0,0,0,0,0,0
"617","dauntless",0,0,0,0,0,0,0
"618","debonair",0,0,0,0,0,0,0
"619","deceivable",0,0,0,0,0,0,0
"620","deceptive",0,0,0,0,0,0,0
"621","dedicated",0,0,0,0,0,0,0
"622","defensive",0,0,0,0,0,0,0
"623","defiant",0,0,0,0,0,0,0
"624","definite",0,0,0,0,0,0,0
"625","deliberate",0,0,0,0,0,0,0
"626","deliberative",0,0,0,0,0,0,0
"627","demanding",0,0,0,0,0,0,0
"628","democratic",0,0,0,0,0,0,0
"629","demonstrative",0,0,0,0,0,0,0
"630","dependable",0,0,0,0,0,0,0
"631","derisive",0,0,0,0,0,0,0
"632","designful",0,0,0,0,0,0,0
"633","despondent",0,0,0,0,0,0,0
"634","devil-may-care",0,0,0,0,0,0,0
"635","devious",0,0,0,0,0,0,0
"636","devout",0,0,0,0,0,0,0
"637","digressive",0,0,0,0,0,0,0
"638","diligent",0,0,0,0,0,0,0
"639","diplomatic",0,0,0,0,0,0,0
"640","discourageable",0,0,0,0,0,0,0
"641","discourteous",0,0,0,0,0,0,0
"642","discriminative",0,0,0,0,0,0,0
"643","disguiseless",0,0,0,0,0,0,0
"644","dishonest",0,0,0,0,0,0,0
"645","disobliging",0,0,0,0,0,0,0
"646","disorderly",0,0,0,0,0,0,0
"647","disorganized",0,0,0,0,0,0,0
"648","dispassionate",0,0,0,0,0,0,0
"649","disregardful",0,0,0,0,0,0,0
"650","disruptive",0,0,0,0,0,0,0
