"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","Crusoe","David Copperfield","Dombey and Son","Emma","Evelina","Frankenstein","Great Expectations","Hard Times","Little Dorrit","Mansfield Park","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Northanger Abbey","Oliver Twist","Our Mutual Friend","Persuasion","Pickwick","Pride and Prejudice","Sense and Sensibility","The Old Curiosity Shop","The unfortunate traveler"
"18","proper",375,4,13,14,25,7,15,36,18,2,3,6,26,24,19,1,33,8,12,8,16,27,16,20,18,4
"19","warm",367,5,19,25,4,18,25,25,5,7,10,3,15,20,23,8,33,6,13,16,14,29,6,10,28,0
"20","dull",366,9,36,27,5,29,30,6,8,2,14,3,28,3,29,7,33,4,9,20,2,9,4,8,39,2
"21","serious",362,3,17,19,9,23,16,23,16,3,13,4,12,28,30,4,31,4,6,19,15,16,19,21,10,1
"22","honest",354,13,35,18,12,21,25,5,2,1,14,10,21,6,31,4,34,7,8,38,1,11,1,6,25,5
"23","distant",349,10,35,32,2,29,33,8,10,9,13,6,24,7,30,4,12,2,10,7,6,17,5,8,30,0
"24","curious",339,11,14,51,3,24,21,3,5,1,20,11,35,3,27,10,13,1,11,20,3,28,5,1,15,3
"25","loud",331,14,27,15,4,7,13,2,18,6,6,6,17,6,27,2,52,4,22,4,0,60,0,4,15,0
"26","violent",324,5,14,13,10,13,22,2,22,7,13,6,16,1,16,5,51,6,26,8,2,28,10,14,12,2
"27","friendly",309,7,18,26,3,32,22,18,2,0,10,4,23,12,21,11,11,2,5,22,7,17,7,6,22,1
"28","earnest",305,7,20,20,4,26,30,8,8,3,1,6,15,7,17,7,21,3,15,10,5,11,12,20,26,3
"29","amiable",300,2,8,21,0,17,15,28,16,11,4,2,17,15,17,4,19,7,8,9,7,20,28,14,10,1
"30","slow",287,8,18,16,1,20,21,5,5,7,11,11,23,7,23,8,23,0,10,20,2,13,1,3,31,0
"31","solemn",284,8,25,12,3,15,38,5,5,8,6,2,10,7,28,9,18,4,13,9,0,33,4,2,20,0
"32","affectionate",273,5,4,23,1,26,15,7,7,5,4,6,18,13,14,10,22,10,6,13,3,12,16,19,14,0
"33","constant",258,1,20,13,11,12,22,6,2,5,10,1,15,10,17,4,21,7,3,3,10,14,12,19,19,1
"34","cruel",258,15,19,11,2,25,20,4,29,2,6,4,27,3,20,4,15,2,7,12,4,7,4,8,8,0
"35","original",249,8,28,9,2,14,18,5,0,2,2,2,25,3,7,6,29,1,3,34,1,8,5,1,36,0
"36","rough",247,13,25,20,4,27,26,1,0,2,7,5,17,4,14,4,17,0,12,16,4,7,1,0,17,4
"37","gloomy",246,10,18,21,0,12,15,1,1,7,10,1,26,3,18,8,18,4,15,18,1,14,1,3,21,0
"38","simple",246,4,7,17,3,17,22,15,9,7,5,8,15,11,26,0,10,10,7,7,2,4,1,16,18,5
"39","lively",234,2,8,8,3,14,18,9,7,7,8,0,14,18,30,3,12,6,8,11,6,18,14,7,3,0
"40","eager",233,7,9,10,7,7,8,18,17,4,5,2,6,18,10,1,12,12,10,8,10,8,13,18,9,4
"41","narrow",232,9,18,22,2,14,8,2,1,3,5,8,28,3,17,5,11,4,16,14,1,20,2,5,13,1
"42","humble",230,1,17,9,3,9,17,9,13,0,8,6,16,4,21,2,19,4,7,12,2,16,4,2,28,1
"43","gracious",226,8,15,19,0,16,23,2,3,0,5,3,24,1,27,5,14,2,5,25,0,10,7,3,6,3
"44","steady",225,12,16,20,1,14,22,11,1,2,10,7,15,14,6,8,9,5,4,10,7,10,11,5,5,0
"45","calm",221,6,9,8,13,26,19,4,1,15,4,2,16,7,13,2,11,3,9,8,3,14,3,13,12,0
"46","vain",220,6,13,5,5,18,10,17,19,10,6,4,11,10,13,1,13,8,2,11,7,10,11,5,4,1
"47","bold",218,4,34,10,4,20,29,0,12,2,4,4,9,2,27,2,14,4,4,11,1,7,1,3,9,1
"48","indifferent",212,5,12,14,1,14,21,12,15,1,8,6,12,9,14,2,8,3,0,10,7,3,13,12,7,3
"49","careful",209,4,14,20,4,12,10,5,4,0,8,3,16,2,15,2,17,0,7,14,5,20,4,6,17,0
"50","thoughtful",204,3,13,14,0,18,25,4,5,1,7,5,11,6,21,2,10,0,5,14,3,11,1,4,21,0
"51","moral",201,6,18,8,0,3,18,1,0,2,3,12,15,6,32,5,17,0,4,15,2,15,2,0,17,0
"52","expressive",200,6,8,11,0,12,21,2,4,5,8,5,21,4,11,6,15,0,9,27,1,16,2,3,3,0
"53","determined",198,5,5,13,2,9,10,13,13,1,9,4,10,21,7,2,7,7,5,12,12,8,9,13,0,1
"54","profound",198,5,21,11,0,14,16,0,7,4,8,3,9,0,12,2,24,0,10,5,1,33,0,0,13,0
"55","faithful",197,7,10,22,8,11,14,2,3,1,6,5,23,1,11,3,16,4,5,14,1,18,3,1,8,0
"56","foolish",196,2,13,11,6,21,7,8,14,1,5,3,10,8,12,3,22,5,4,8,2,10,6,4,11,0
"57","impatient",192,4,9,6,6,7,7,11,5,4,8,6,17,12,10,3,16,8,7,8,6,2,8,9,12,1
"58","capable",190,6,2,13,4,11,11,6,9,13,5,3,6,21,9,2,7,5,3,9,8,1,14,16,4,2
"59","generous",187,3,6,14,2,10,15,4,19,6,3,1,21,6,14,7,7,5,3,19,2,1,9,5,5,0
"60","cool",185,7,17,17,2,8,11,4,3,2,4,5,13,4,20,7,10,2,3,17,5,8,2,1,13,0
"61","severe",176,1,6,11,2,10,17,17,5,5,5,1,12,6,12,1,16,5,1,10,11,7,8,6,1,0
"62","wise",173,4,19,7,7,11,10,4,0,1,3,1,16,1,12,5,8,3,6,15,4,14,5,3,7,7
"63","ignorant",167,6,8,2,5,8,5,9,21,10,10,4,12,3,5,3,9,4,2,8,2,4,14,5,1,7
"64","reasonable",166,2,7,9,4,7,4,18,1,1,4,5,8,12,12,3,7,4,4,7,5,13,12,12,2,3
"65","active",162,4,18,19,0,7,9,7,0,3,1,1,11,10,10,2,12,2,8,7,5,6,4,8,8,0
"66","fearful",162,6,10,8,1,7,7,5,5,8,6,1,7,5,9,3,9,11,8,6,3,11,5,6,15,0
"67","clever",160,0,3,10,0,11,5,17,1,1,2,1,25,13,6,1,12,5,13,7,7,5,6,5,4,0
"68","mild",157,0,14,9,0,15,21,4,1,6,3,3,8,6,22,3,6,3,3,7,1,3,1,1,15,2
"69","confused",149,7,5,19,5,12,12,3,9,4,7,2,6,2,10,7,9,0,4,8,2,9,2,2,3,0
"70","bitter",147,5,10,7,3,8,13,2,2,14,5,1,6,5,13,3,18,2,8,8,0,3,2,2,6,1
"71","fierce",146,7,18,6,4,8,17,0,0,2,8,1,7,0,9,6,8,0,11,9,0,19,0,0,6,0
"72","modest",146,1,4,6,0,14,13,3,9,1,4,4,10,15,8,6,5,1,3,16,3,4,2,2,10,2
"73","hasty",145,1,12,13,0,7,6,3,9,2,1,2,6,8,13,3,21,0,8,3,2,8,3,4,10,0
"74","timid",144,6,14,10,0,14,20,1,3,1,2,3,15,4,11,2,8,0,2,9,0,2,0,0,17,0
"75","elegant",142,3,6,11,0,4,9,21,6,0,4,1,5,10,3,1,16,1,1,5,10,5,12,6,2,0
"76","polite",142,6,3,13,0,9,13,2,9,0,8,4,14,1,9,6,7,3,3,11,4,3,5,4,5,0
"77","hearty",140,0,19,6,4,11,4,1,5,0,1,1,6,3,9,1,20,2,9,4,4,19,2,1,8,0
"78","tender",139,3,7,8,0,11,16,3,0,0,5,3,15,7,14,2,6,1,3,8,0,5,2,3,17,0
"79","tight",136,4,5,15,0,7,16,0,2,0,2,5,11,0,18,2,12,0,6,10,1,9,0,0,11,0
"80","nervous",134,2,4,6,0,12,7,10,1,5,7,2,4,3,9,3,17,0,5,8,3,15,4,5,2,0
"81","awkward",132,1,6,5,4,6,5,11,8,0,1,1,5,5,11,4,18,1,2,7,3,12,10,3,3,0
"82","restless",132,7,14,12,0,12,8,2,1,2,3,3,4,3,7,4,10,1,1,6,1,12,1,5,13,0
"83","genteel",129,1,5,11,0,18,16,2,5,0,2,3,9,3,10,3,15,1,3,4,1,3,3,3,8,0
"84","selfish",128,2,1,9,0,12,5,4,0,4,0,2,6,10,16,1,13,3,2,11,4,2,6,11,4,0
"85","careless",127,8,10,8,1,4,8,3,4,0,3,3,8,7,12,2,10,4,3,10,5,4,2,2,6,0
"86","intimate",127,4,5,3,0,6,8,9,5,3,2,1,7,9,3,0,5,4,2,9,7,9,9,12,5,0
"87","jealous",126,1,2,8,1,9,14,3,0,0,4,0,12,3,9,1,18,4,1,11,5,5,3,5,7,0
"88","smart",121,0,7,3,0,2,9,0,6,0,4,0,4,1,13,2,14,3,6,4,1,22,2,9,9,0
"89","vague",119,3,10,7,0,8,17,0,0,0,5,3,10,0,6,3,9,0,2,11,2,6,2,1,14,0
"90","coarse",118,9,8,4,0,3,8,2,0,4,19,3,6,1,12,1,14,2,4,5,0,6,1,0,6,0
"91","graceful",118,1,8,9,0,3,14,4,1,1,3,6,13,2,8,3,12,2,1,6,1,8,1,4,7,0
"92","exact",116,2,5,8,4,5,11,4,1,0,6,5,6,2,8,3,5,0,6,13,4,4,3,2,9,0
"93","social",115,3,6,6,0,5,17,5,2,1,4,6,15,2,13,4,3,1,0,11,1,4,1,0,5,0
"94","stern",115,3,9,9,1,11,14,0,0,0,3,5,14,0,7,3,12,0,3,6,1,10,0,0,4,0
"95","patient",113,2,10,7,0,11,14,2,1,2,3,7,12,0,2,2,10,2,1,13,1,2,0,0,7,2
"96","civil",110,1,6,3,3,5,2,12,7,0,0,1,5,9,6,2,5,4,3,2,5,2,15,10,2,0
"97","childish",109,0,4,13,0,24,18,0,0,3,4,3,5,0,4,6,5,0,2,9,0,3,0,0,5,1
"98","independent",109,1,3,3,0,4,5,9,1,0,2,4,6,11,15,1,4,4,3,12,2,8,2,7,2,0
"99","practical",107,3,4,15,0,14,7,0,0,2,3,10,20,1,9,0,1,0,2,6,0,4,0,0,6,0
"100","merry",104,1,10,9,4,9,5,1,1,0,0,0,0,2,13,0,11,0,8,2,1,13,1,2,11,0
"101","suspicious",102,1,4,6,0,5,6,2,1,1,11,4,5,2,5,1,6,0,3,17,3,8,1,2,8,0
"102","worldly",102,4,3,12,0,11,10,1,0,0,3,0,9,5,10,0,9,2,2,4,5,6,2,2,1,1
"103","stable",100,4,20,8,0,7,5,2,0,0,2,2,2,4,7,2,6,2,1,8,1,10,0,1,6,0
"104","firm",99,3,9,4,7,8,5,2,2,3,5,0,7,0,9,5,6,1,4,3,1,9,3,2,1,0
"105","direct",94,6,5,4,0,3,7,6,2,1,5,2,10,4,8,2,3,2,2,6,3,3,3,4,2,1
"106","gallant",94,1,10,4,0,7,9,10,0,2,1,1,6,1,8,1,8,2,2,8,2,5,1,0,4,1
"107","noisy",94,0,9,2,0,0,3,2,1,1,2,3,4,5,10,3,9,1,5,2,1,6,3,4,18,0
"108","unreasonable",93,2,1,12,0,5,6,8,1,0,6,3,8,10,7,3,2,1,1,3,1,3,7,2,1,0
"109","brave",92,8,20,6,1,8,9,0,0,1,2,3,9,0,8,2,1,0,1,6,1,4,0,0,2,0
"110","strict",91,3,5,7,2,3,2,3,3,0,5,1,5,4,6,2,10,2,4,8,4,6,0,2,4,0
"111","peaceful",90,4,5,8,0,3,7,0,3,6,2,1,8,0,8,2,8,0,4,8,0,6,0,0,7,0
"112","ingenious",88,1,3,1,0,7,6,2,2,0,3,1,11,0,5,1,8,0,8,3,1,16,2,1,4,2
"113","intense",87,1,7,7,0,2,5,0,1,7,0,1,3,1,7,1,8,1,8,5,0,21,0,0,1,0
"114","prudent",87,0,8,6,0,4,4,3,4,1,2,2,6,2,7,2,5,0,5,0,3,3,4,8,8,0
"115","respectful",85,0,2,4,0,10,6,2,6,0,3,3,2,2,6,4,11,1,5,5,0,7,1,2,3,0
"116","sincere",84,1,5,1,5,5,7,5,3,2,1,1,3,3,2,1,4,5,0,0,4,1,9,10,5,1
"117","excessive",83,0,6,1,3,2,8,3,2,3,2,2,2,6,4,0,4,2,5,1,1,12,4,5,5,0
"118","rational",82,1,2,2,6,2,4,16,2,2,0,1,1,5,7,0,2,4,1,1,7,2,9,5,0,0
"119","confident",81,4,3,5,0,10,5,3,2,1,2,1,5,2,5,5,7,2,1,4,2,4,3,3,2,0
"120","rude",80,2,8,2,1,4,3,6,8,5,3,1,1,1,6,0,1,3,2,3,0,6,3,4,7,0
"121","cordial",79,1,2,7,3,9,5,4,2,1,4,1,6,5,9,2,5,1,0,2,2,3,3,1,1,0
"122","considerate",77,1,2,10,0,6,6,2,2,1,2,2,10,4,8,1,6,0,1,4,0,4,0,3,2,0
"123","spirited",77,0,2,7,0,7,3,2,5,0,1,2,10,2,2,0,12,0,2,2,1,8,1,4,3,1
"124","passionate",76,5,1,3,2,9,7,0,4,2,2,0,11,0,3,5,3,0,3,8,0,5,0,1,1,1
"125","haughty",74,1,4,7,0,3,26,0,1,1,3,0,6,0,3,1,2,0,4,3,0,5,3,1,0,0
"126","cautious",73,3,6,0,4,0,6,6,0,0,1,2,4,2,4,0,4,0,2,4,4,7,4,2,8,0
"127","benevolent",72,1,1,5,0,4,3,1,3,12,2,0,9,3,1,2,5,0,4,3,2,10,1,0,0,0
"128","placid",72,1,7,6,0,10,4,0,0,5,5,0,5,3,5,0,2,2,1,3,1,7,0,0,5,0
"129","immovable",71,2,1,9,0,10,5,0,1,0,3,1,11,0,6,1,11,1,0,0,0,7,0,2,0,0
"130","musical",71,2,5,13,0,3,5,8,0,1,2,0,4,1,2,5,4,0,2,3,1,2,1,4,3,0
"131","sensitive",71,2,4,4,0,11,9,0,0,3,4,0,9,0,5,2,3,0,2,6,0,3,0,1,3,0
"132","formal",70,3,1,5,2,5,6,2,3,0,3,2,3,2,3,2,1,0,1,4,3,5,8,2,4,0
"133","affected",69,0,6,0,0,8,3,1,5,1,0,1,1,5,2,0,8,3,3,0,2,11,4,2,3,0
"134","harsh",69,3,6,3,0,5,4,1,1,7,0,0,2,1,6,0,14,0,3,1,0,7,0,0,5,0
"135","impertinent",69,0,2,0,0,1,1,2,23,1,1,2,2,1,4,1,2,3,2,9,0,2,5,5,0,0
"136","devilish",68,1,2,2,0,3,20,0,1,1,1,5,2,0,5,2,5,2,1,4,0,6,0,0,5,0
"137","emphatic",68,2,1,7,0,1,11,0,0,0,3,0,6,0,3,0,6,0,2,12,0,11,1,0,2,0
"138","brisk",67,3,6,2,0,4,5,1,0,0,2,1,4,1,12,4,7,0,1,6,0,5,0,0,3,0
"139","responsible",67,4,1,12,0,3,3,0,1,0,5,0,10,0,2,4,7,0,1,7,2,1,0,0,4,0
"140","compassionate",66,7,2,6,0,8,2,4,3,0,3,5,2,1,4,0,1,0,0,3,1,3,2,5,4,0
"141","serene",65,2,2,6,2,5,11,0,1,7,2,4,5,0,4,3,1,0,1,3,0,3,0,0,3,0
"142","shy",65,1,1,9,2,8,3,0,2,0,1,0,7,3,6,3,0,1,0,8,2,0,2,3,3,0
"143","obliging",64,0,1,2,0,3,2,19,6,0,3,0,6,1,1,1,3,1,1,1,3,3,2,2,3,0
"144","punctual",64,0,1,6,0,5,5,1,0,0,2,2,2,3,7,1,9,1,1,8,0,5,3,1,1,0
"145","dignified",62,0,3,5,0,2,6,2,1,0,1,0,3,4,1,0,3,1,4,7,1,10,3,3,2,0
"146","moderate",62,2,2,3,0,3,2,5,1,4,5,0,2,2,8,3,2,3,1,2,2,3,2,2,2,1
"147","rigid",62,0,5,4,0,5,7,0,0,0,0,3,10,0,5,1,8,0,5,5,1,2,0,0,1,0
"148","thorough",61,2,6,2,1,1,3,12,0,0,0,1,3,4,2,0,4,1,1,4,2,1,3,5,0,3
"149","frank",60,0,8,4,0,2,11,0,0,0,3,1,6,1,8,3,1,0,2,1,0,2,0,4,3,0
"150","dependent",59,0,3,6,0,1,3,3,4,2,3,2,7,2,3,0,6,0,2,0,2,3,1,4,2,0
"151","observant",59,4,1,7,0,6,9,2,0,0,2,1,5,0,2,1,0,0,2,10,3,1,0,2,1,0
"152","precise",59,1,4,2,0,1,3,2,0,0,2,0,7,1,5,3,4,0,6,3,0,12,0,1,1,1
"153","vigorous",59,2,2,4,0,5,5,1,0,1,2,0,5,0,8,1,5,1,5,1,1,3,0,2,5,0
"154","fiery",58,0,5,6,1,5,5,0,0,0,2,2,3,0,10,2,4,0,0,4,0,3,0,0,5,1
"155","hospitable",58,0,3,7,0,2,7,1,3,0,0,2,3,0,6,1,1,0,0,7,4,8,0,1,2,0
"156","playful",58,0,1,5,0,2,1,2,0,0,3,0,3,5,9,0,6,1,2,8,1,4,2,1,2,0
"157","complimentary",57,1,5,3,0,2,5,2,1,0,3,3,3,2,6,1,6,1,1,5,0,3,0,0,4,0
"158","abrupt",55,3,3,2,0,5,2,2,8,1,1,1,2,1,2,3,3,0,2,3,0,3,1,0,7,0
"159","cunning",55,0,4,2,1,1,1,0,2,0,3,1,1,0,3,0,8,0,2,3,0,8,0,2,11,2
"160","fervent",55,5,1,2,0,6,5,0,2,2,1,0,2,1,3,1,4,1,2,3,3,3,0,3,5,0
"161","unkind",54,1,3,3,0,2,5,1,1,0,1,3,5,7,2,1,2,3,2,1,3,2,0,5,1,0
"162","consistent",53,0,3,2,1,4,3,1,0,1,5,1,2,5,5,1,0,1,2,5,2,1,3,1,4,0
"163","loving",53,2,3,10,2,12,6,0,0,0,0,4,4,0,3,0,0,0,0,5,0,0,0,0,2,0
"164","boisterous",52,0,12,1,0,2,2,0,0,0,0,2,1,0,7,2,2,0,5,0,0,9,0,1,6,0
"165","languid",52,0,3,8,0,2,3,1,1,2,0,2,1,3,6,0,6,1,1,5,0,1,0,4,2,0
"166","religious",52,2,10,2,9,5,4,0,0,0,1,1,2,1,3,0,4,1,2,1,1,2,0,0,1,0
"167","just",51,3,2,1,8,2,3,4,0,2,0,0,4,2,3,5,1,2,1,2,2,1,1,0,2,0
"168","lazy",51,1,6,0,0,11,1,1,0,0,1,1,1,2,4,1,5,1,3,2,0,6,0,0,4,0
"169","sullen",51,2,11,1,0,4,8,0,2,1,0,1,5,0,1,0,4,1,2,5,0,1,0,0,2,0
"170","submissive",50,6,1,0,0,4,4,2,0,0,1,4,9,1,3,2,0,0,0,5,1,1,0,1,5,0
"171","sunny",50,4,4,5,0,6,6,0,0,1,1,3,3,0,1,2,2,0,2,4,1,2,0,0,3,0
"172","accomplished",49,0,1,6,0,1,10,4,1,0,0,1,5,2,1,1,6,0,3,0,2,1,3,1,0,0
"173","thoughtless",49,0,1,1,1,7,2,4,2,0,0,0,0,3,6,0,8,1,1,2,1,1,1,1,6,0
"174","dutiful",48,2,0,6,0,2,6,1,3,0,0,1,4,1,7,1,1,1,2,4,2,2,0,0,2,0
"175","reproachful",47,4,1,4,0,10,5,1,0,0,3,1,4,1,3,1,0,0,0,4,0,3,0,0,2,0
"176","shrewd",47,4,1,4,0,1,5,0,0,0,0,2,4,0,10,1,1,0,2,3,2,1,0,1,4,1
"177","contrary",46,0,0,5,7,7,1,2,4,2,0,1,2,3,1,1,0,1,1,2,2,3,0,1,0,0
"178","intelligent",46,1,0,7,0,0,1,4,1,0,2,2,1,1,5,0,1,2,2,3,3,4,4,1,1,0
"179","affable",45,0,3,7,0,2,5,1,1,0,1,0,9,0,3,1,1,0,0,4,0,4,1,1,1,0
"180","insolent",45,2,0,1,0,0,2,4,3,0,1,0,7,0,2,1,4,0,2,7,0,1,4,1,2,1
"181","malicious",45,0,4,2,0,1,2,0,3,1,1,0,2,0,5,1,6,1,3,1,0,4,2,0,5,1
"182","merciful",45,4,3,0,3,2,2,0,0,0,2,1,3,3,4,0,2,0,2,5,1,3,0,0,3,2
"183","contented",44,0,2,0,1,3,5,1,0,2,3,3,1,3,4,2,2,1,1,3,0,3,0,1,3,0
"184","industrious",44,1,0,9,0,4,2,0,0,1,2,2,3,1,2,1,1,1,1,9,0,2,0,0,2,0
"185","manly",44,0,8,2,0,3,3,0,1,1,1,0,2,1,6,0,4,0,0,5,0,1,0,3,3,0
"186","mercenary",44,3,1,5,0,6,3,0,0,1,0,1,4,2,1,0,1,0,0,13,0,0,2,0,1,0
"187","pious",44,0,4,2,0,5,2,0,0,0,1,2,5,0,11,1,3,0,0,4,0,3,0,0,1,0
"188","greedy",43,3,2,4,0,2,2,0,0,0,4,3,1,0,4,1,4,2,1,7,0,2,0,0,1,0
"189","negative",43,1,2,1,1,1,5,1,1,0,2,0,5,3,4,1,0,0,2,3,2,2,1,1,4,0
"190","reckless",43,2,10,0,0,0,7,0,0,0,4,0,3,0,2,0,3,0,1,7,0,3,0,0,1,0
"191","tough",43,0,2,3,1,1,18,0,0,0,1,1,4,1,4,0,2,0,0,2,0,1,0,0,1,1
"192","complicated",42,1,2,2,1,3,1,0,0,0,1,1,2,0,3,2,6,0,1,3,0,11,0,1,1,0
"193","enthusiastic",42,0,2,1,0,1,3,0,0,4,1,1,1,0,2,1,3,0,1,3,0,16,0,2,0,0
"194","gruff",42,3,5,3,0,3,8,0,0,1,2,1,1,0,2,1,5,0,1,1,0,2,0,0,3,0
"195","intellectual",42,0,1,5,0,2,6,3,0,1,3,2,2,1,5,0,2,1,2,3,0,3,0,0,0,0
"196","literary",42,0,0,0,0,0,1,1,0,1,1,0,0,1,6,0,6,3,1,16,1,3,0,0,1,0
"197","live",42,3,3,2,1,3,2,0,0,2,2,0,0,0,2,4,3,0,3,5,0,6,0,0,1,0
"198","unaffected",42,0,0,2,0,5,2,4,2,0,1,0,1,2,2,0,3,4,0,1,3,3,5,1,1,0
"199","zealous",42,2,2,6,0,1,5,0,0,0,1,1,1,1,6,0,5,0,2,1,2,3,0,2,0,1
"200","rugged",41,3,1,3,0,4,4,0,0,4,0,3,5,0,1,1,3,0,0,1,1,1,0,1,5,0
"201","sentimental",41,1,3,1,0,3,1,0,1,0,0,5,4,0,3,0,3,1,1,4,1,6,0,0,3,0
"202","eloquent",40,0,0,10,0,2,2,0,0,1,0,0,1,1,4,1,1,0,0,1,3,7,2,0,2,2
"203","polished",40,2,5,1,0,3,6,0,0,0,0,1,9,0,3,1,0,0,0,1,3,2,1,1,1,0
"204","political",40,1,3,2,0,1,1,0,0,0,1,6,9,0,4,0,2,0,2,3,0,4,0,1,0,0
"205","speedy",40,1,2,3,0,1,0,1,2,1,0,0,2,2,2,0,3,4,2,0,1,3,2,5,3,0
"206","clumsy",39,3,6,2,3,1,1,0,0,0,4,0,5,0,3,0,2,0,0,7,1,1,0,0,0,0
"207","critical",39,0,2,1,0,1,1,2,1,1,2,0,0,3,1,2,2,1,3,3,1,6,1,2,3,0
"208","scornful",39,0,4,3,0,1,5,1,0,0,4,1,3,0,4,0,3,0,1,7,0,1,0,0,1,0
"209","inquisitive",38,2,3,5,0,1,0,0,2,2,1,0,1,0,2,2,0,0,1,8,0,5,0,1,2,0
"210","maternal",38,1,0,2,0,0,1,1,2,1,0,1,4,5,0,1,4,2,0,6,0,3,2,2,0,0
"211","orderly",38,2,2,5,0,8,3,1,0,0,1,1,1,1,1,4,0,0,1,6,0,0,1,0,0,0
"212","stormy",38,2,2,1,0,8,7,1,2,0,3,1,1,0,2,1,1,1,0,3,0,1,0,1,0,0
"213","transparent",38,3,2,3,0,3,4,0,0,1,0,0,5,0,5,4,1,0,0,4,0,2,0,0,1,0
"214","verbal",38,1,2,3,0,2,3,1,0,0,2,0,4,0,5,0,4,0,0,2,0,6,0,1,2,0
"215","charitable",37,0,3,4,3,2,0,4,0,0,0,0,2,1,2,0,6,0,2,3,2,3,0,0,0,0
"216","courteous",37,0,6,1,0,0,3,0,1,0,0,0,4,5,3,0,3,0,0,4,3,3,1,0,0,0
"217","dainty",37,3,2,3,0,0,9,0,1,0,0,0,4,0,3,1,5,0,1,1,0,1,0,0,3,0
"218","genial",37,1,3,8,0,3,4,0,0,2,1,1,2,0,4,1,1,0,0,4,0,0,0,1,1,0
"219","impetuous",37,1,1,3,0,3,4,0,3,1,0,0,2,0,1,0,3,1,3,3,0,1,1,2,4,0
"220","philosophical",37,0,3,3,0,1,3,0,0,1,1,2,2,0,4,0,4,0,2,1,0,8,0,0,2,0
"221","bashful",36,0,0,3,0,6,1,0,1,0,1,0,6,0,5,0,4,0,1,1,0,3,1,1,2,0
"222","feminine",36,2,2,2,0,1,1,1,1,2,1,1,1,3,1,3,3,0,1,4,0,3,0,1,2,0
"223","surly",36,0,5,1,1,1,0,0,0,0,1,0,2,0,6,0,0,0,5,4,0,8,0,0,2,0
"224","sympathetic",36,0,0,1,0,1,2,0,0,0,3,1,2,3,2,5,1,1,0,10,2,1,0,0,1,0
"225","talkative",36,0,5,1,0,3,1,2,2,0,2,0,0,2,6,0,3,0,0,1,0,6,0,0,2,0
"226","candid",35,0,4,6,0,0,2,0,1,0,1,1,1,2,4,2,1,0,0,3,1,1,1,3,1,0
"227","capricious",35,1,4,4,0,3,4,1,1,0,3,0,2,0,3,3,0,0,0,5,0,0,0,0,1,0
"228","complacent",35,1,1,6,0,5,5,0,0,0,1,2,0,0,2,0,3,0,1,2,0,4,0,0,2,0
"229","conversational",35,0,2,4,0,3,4,0,0,0,2,2,4,0,4,4,1,0,0,3,0,2,0,0,0,0
"230","forgetful",35,2,7,4,0,1,5,0,2,0,1,0,1,1,6,0,0,0,0,3,1,0,0,0,1,0
