"terms";"clusters"
"#-cold";213
"#-considerate";33
"#-curious";162
"#-honest";112
"abrupt";65
"abusive";7
"accessible";1
"accomplished";211
"accurate";85
"active";186
"adventurous";144
"affable";3
"affectionate";74
"agreeable";198
"aloof";14
"ambitious";185
"amiable";40
"amicable";116
"animated";69
"anxious";56
"argumentative";219
"aristocratic";213
"arrogant";65
"artistic";28
"assured";81
"audacious";181
"austere";143
"awkward";155
"bashful";215
"beneficent";111
"benevolent";14
"bitter";151
"bland";188
"blunt";148
"boastful";95
"boisterous";162
"bold";73
"bountiful";204
"boyish";29
"brave";227
"brazen";165
"breezy";203
"bright";4
"brisk";216
"brutal";131
"calculating";13
"callous";148
"calm";39
"candid";92
"capable";202
"capricious";225
"careful";74
"careless";142
"careworn";90
"casual";95
"ceremonious";220
"certain";4
"changeable";199
"charitable";94
"chaste";41
"chatty";75
"cheerful";78
"childish";24
"chivalrous";169
"circumspect";15
"civil";71
"civilized";102
"clever";186
"clumsy";2
"coarse";36
"coercive";148
"coherent";219
"cold";198
"combative";90
"compassionate";106
"complacent";45
"complex";189
"complicated";2
"complimentary";181
"conceited";183
"conciliatory";147
"concise";99
"condescending";132
"confident";226
"confused";167
"congenial";137
"considerate";20
"consistent";121
"constant";186
"contemplative";196
"contradictory";213
"contrary";8
"conversational";86
"cool";30
"cordial";142
"cosmopolitan";118
"courageous";88
"courteous";192
"courtly";213
"critical";182
"cruel";62
"cunning";93
"curious";198
"dainty";100
"deceitful";13
"decisive";162
"dedicated";123
"deep";9
"defiant";178
"definite";2
"deliberate";218
"demonstrative";37
"demure";13
"dependent";79
"derogatory";190
"despondent";162
"destructive";16
"determined";113
"devilish";82
"devious";146
"dignified";210
"diligent";120
"direct";10
"discourteous";131
"discreet";116
"disdainful";39
"disorderly";85
"dispassionate";161
"dissatisfied";224
"distant";117
"distrustful";108
"doleful";184
"dreamy";104
"dull";195
"dutiful";110
"eager";139
"earnest";9
"earthy";53
"elegant";208
"eloquent";32
"emphatic";218
"energetic";181
"enthusiastic";200
"envious";205
"exact";105
"excessive";104
"excitable";214
"exclusive";176
"expansive";214
"explicit";179
"expressive";170
"faithful";70
"fastidious";196
"fearful";11
"feminine";66
"fervent";138
"fickle";31
"fierce";107
"fiery";89
"firm";26
"flighty";229
"foolish";62
"forcible";114
"forgetful";50
"forgiving";109
"formal";168
"forward";54
"frank";22
"fretful";7
"friendly";24
"frivolous";51
"frolicsome";131
"frugal";134
"gallant";103
"generous";30
"genial";119
"genteel";208
"gentle";136
"girlish";59
"glib";91
"gloomy";21
"graceful";52
"graceless";27
"gracious";24
"greedy";13
"gruff";188
"haphazard";112
"hardened";48
"harsh";35
"hasty";137
"haughty";212
"headstrong";228
"hearty";107
"honest";139
"hospitable";108
"hostile";169
"humane";65
"humble";101
"icy";91
"ignorant";88
"immovable";62
"impatient";158
"impersonal";47
"imperturbable";197
"impetuous";206
"impressible";15
"inarticulate";28
"inconsistent";126
"inconstant";176
"incurious";72
"indefatigable";125
"indefinite";221
"indelicate";192
"independent";124
"indifferent";43
"indiscreet";8
"indomitable";197
"indulgent";171
"industrious";110
"inexhaustible";192
"inexperienced";7
"inexpressive";81
"inflexible";5
"ingenious";146
"ingenuous";149
"inharmonious";37
"inquisitive";155
"insolent";29
"intellectual";187
"intelligent";130
"intemperate";222
"intense";87
"intimate";34
"intricate";72
"intrusive";38
"intuitive";209
"inward";86
"irrational";57
"irritable";90
"jealous";129
"jocular";156
"just";133
"juvenile";230
"kind";56
"lackadaisical";118
"languid";62
"lavish";214
"lax";55
"learned";196
"leisurely";66
"lenient";177
"lifeless";50
"literal";207
"live";153
"lively";3
"loud";113
"loving";63
"loyal";229
"magnanimous";15
"malicious";29
"manly";171
"maternal";172
"mature";204
"meditative";160
"meek";227
"mercenary";42
"merry";108
"methodical";26
"mild";173
"mirthful";132
"mischievous";100
"mistrustful";29
"moderate";209
"modest";77
"moody";134
"moral";119
"murderous";159
"musical";115
"narrow";40
"natural";4
"negative";148
"neglectful";47
"negligent";112
"nervous";106
"noisy";189
"obliging";135
"observant";101
"obstinate";203
"obtrusive";157
"orderly";140
"original";145
"painstaking";199
"particular";198
"passionate";223
"passionless";41
"patient";23
"peaceful";212
"persevering";25
"persistent";85
"persuadable";132
"persuasive";206
"petty";169
"philosophical";13
"pious";84
"placid";58
"playful";92
"pleasant";17
"polished";104
"polite";210
"political";112
"possessive";68
"practical";163
"precise";160
"prejudiced";133
"presumptuous";86
"productive";27
"profound";61
"proper";24
"proud";9
"prudent";226
"punctual";96
"quarrelsome";64
"quick";9
"quiet";141
"rash";179
"rational";18
"reasonable";144
"rebellious";150
