"terms";"clusters"
"#-distant";84
"#-fastidious";98
"#-foolish";42
"#-formal";87
"#-shy";75
"#-talkative";35
"#-wise";42
"abrupt";107
"accomplished";99
"active";33
"adventurous";69
"affable";76
"affected";73
"affectionate";70
"agreeable";64
"alert";48
"amiable";7
"animated";48
"anxious";17
"argumentative";39
"assured";15
"awkward";88
"benevolent";98
"bitter";97
"blunt";81
"boastful";78
"bountiful";83
"boyish";94
"bright";3
"brisk";30
"brutal";22
"calm";14
"capable";55
"capricious";96
"careful";47
"careless";43
"cautious";92
"ceremonious";86
"certain";102
"charitable";111
"chatty";39
"cheerful";102
"civil";37
"clever";24
"clownish";95
"coarse";9
"cold";17
"communicative";25
"compassionate";71
"complaisant";30
"complimentary";34
"conceited";87
"concise";6
"confident";58
"confused";2
"considerate";69
"consistent";66
"constant";33
"contented";79
"contrary";25
"cool";50
"cordial";108
"courageous";103
"critical";72
"cruel";93
"curious";1
"decisive";13
"deep";52
"dependent";108
"determined";37
"dignified";74
"direct";5
"discreet";46
"distant";4
"docile";26
"doleful";116
"dull";85
"durable";8
"dutiful";97
"eager";21
"earnest";67
"elegant";112
"energetic";25
"envious";110
"exact";27
"excessive";28
"expressive";28
"extravagant";15
"faithful";82
"fanciful";101
"fearful";16
"fearless";108
"feminine";86
"firm";6
"foolish";106
"forgiving";35
"formal";8
"friendly";62
"gallant";118
"generous";31
"genteel";107
"gentle";19
"gentlemanlike";74
"gloomy";74
"graceful";10
"gracious";79
"guileless";76
"hardened";26
"hasty";38
"hearty";56
"honest";40
"hospitable";73
"humane";26
"humble";85
"ignorant";89
"illiterate";95
"impartial";94
"impatient";61
"impertinent";68
"impolite";41
"imprudent";36
"impudent";23
"inconsiderate";12
"inconsistent";78
"indefatigable";94
"indelicate";12
"independent";21
"indifferent";85
"indulgent";45
"informed";78
"ingenious";113
"insincere";73
"insolent";38
"intellectual";51
"intelligent";45
"intimate";109
"inward";12
"irrational";12
"irresolute";101
"irritable";25
"jealous";83
"judicious";92
"just";43
"kind";64
"ladylike";32
"languid";48
"lazy";84
"literary";22
"lively";60
"loud";74
"maternal";51
"merry";39
"mild";54
"mischievous";91
"moderate";99
"modest";11
"moral";108
"musical";55
"narrow";6
"natural";64
"negative";53
"negligent";54
"nervous";4
"noisy";81
"obliging";37
"observant";66
"orderly";8
"original";77
"overcareful";113
"particular";7
"patient";53
"pensive";103
"persuadable";84
"pert";11
"playful";45
"pleasant";17
"polite";63
"precise";117
"presumptuous";114
"productive";29
"prompt";104
"proper";17
"proud";44
"prudent";90
"punctual";103
"quick";112
"quiet";112
"rational";19
"reasonable";24
"refined";79
"reserved";115
"respectful";51
"restless";115
"rude";36
"sarcastic";100
"scornful";105
"scrupulous";92
"selfish";106
"serious";37
"severe";24
"silent";18
"simple";67
"sincere";58
"slow";50
"sluggish";113
"sly";117
"social";77
"solemn";65
"solicitous";15
"speedy";30
"stable";59
"steady";21
"straightforward";34
"submissive";20
"suspicious";14
"talkative";9
"tender";111
"thorough";61
"thoughtful";93
"thoughtless";36
"unaffected";104
"unfair";108
"unfeeling";12
"unfriendly";80
"ungracious";70
"unkind";48
"unmirthful";80
"unpersuadable";65
"unpretending";41
"unreasonable";92
"unselfish";96
"unsentimental";8
"unsuspicious";61
"vain";19
"vigorous";6
"vocal";29
"warm";102
"witty";57
"womanly";87
"unpolished";75
"reproachful";76
"rough";103
"sour";48
"violent";69
"wise";71
"prejudiced";56
"spirited";9
"strict";11
"tidy";72
"timid";32
"ungenerous";94
"unvarying";86
"sedate";49
"stormy";105
"unbiased";114
"wild";3
"spontaneous";78
"ungallant";22
"passive";114
"unreserved";97
"unostentatious";26
"verbal";110
"invariable";78
"worldly";78
"uncivil";78
