"terms";"clusters"
"#-constant";92
"#-shrewd";33
"abrupt";14
"accurate";109
"active";148
"adventurous";3
"affectionate";132
"agreeable";104
"alert";152
"amiable";134
"anxious";39
"appreciative";140
"argumentative";62
"aristocratic";70
"articulate";25
"assured";115
"authoritative";26
"awkward";7
"benevolent";152
"bitter";100
"blasphemous";25
"blunt";155
"boastful";129
"bold";41
"brave";22
"bright";6
"brisk";61
"calm";125
"capable";149
"capricious";64
"careful";122
"careless";42
"casual";154
"cautious";13
"certain";39
"chaste";135
"cheerful";130
"chivalrous";30
"civil";135
"clumsy";35
"coarse";119
"cold";73
"compassionate";145
"complacent";33
"complicated";69
"complimentary";59
"confident";81
"confused";103
"congenial";89
"considerate";69
"constant";55
"contradictory";98
"cool";43
"cordial";98
"courageous";102
"courtly";135
"cruel";22
"curious";137
"dainty";111
"deep";6
"definite";10
"deliberate";7
"demonstrative";63
"despondent";118
"destructive";34
"determined";49
"devilish";33
"direct";66
"discreet";154
"disdainful";90
"disorderly";83
"disrespectful";7
"dissatisfied";48
"distant";108
"docile";121
"dogged";62
"doleful";99
"dominant";156
"dull";103
"dutiful";144
"eager";107
"earnest";75
"elegant";130
"emotional";48
"emphatic";4
"energetic";15
"exact";136
"exclusive";30
"explicit";12
"explosive";64
"expressive";89
"extravagant";53
"faithful";101
"fanciful";153
"fearful";68
"fearless";140
"feminine";31
"fervent";114
"fierce";123
"firm";95
"foolish";110
"forcible";154
"forgetful";117
"formal";2
"fraternal";63
"friendly";40
"frolicsome";133
"frugal";46
"gallant";38
"generous";124
"genial";4
"genteel";67
"gentle";66
"girlish";109
"glib";134
"gloomy";100
"graceful";118
"gracious";81
"greedy";126
"gregarious";113
"gruff";17
"harsh";71
"hasty";1
"haughty";38
"headlong";127
"heartless";146
"heedful";46
"heedless";121
"helpful";118
"honest";36
"hostile";141
"humane";55
"humble";134
"ignorant";20
"immature";26
"immovable";13
"impatient";32
"imperturbable";151
"impetuous";150
"impressible";135
"inconsistent";61
"independent";33
"indifferent";42
"industrious";87
"inexperienced";83
"informed";152
"ingenious";153
"inhuman";156
"inquisitive";11
"insolent";28
"intelligent";7
"intense";69
"intimate";96
"intricate";69
"ironical";83
"irreligious";61
"irrepressible";158
"irresolute";24
"jealous";146
"judicious";155
"just";34
"kind";23
"kindly";70
"knavish";98
"lazy";62
"learned";120
"lenient";67
"lethargic";76
"lifeless";56
"live";143
"lively";61
"loud";138
"loving";116
"loyal";131
"magnanimous";58
"malevolent";48
"maternal";106
"mature";134
"meddlesome";113
"meditative";63
"mercenary";146
"merciful";142
"merry";135
"methodical";12
"mistrustful";90
"moderate";91
"modest";115
"moody";127
"moral";149
"murderous";147
"musical";28
"mutinous";4
"narrow";41
"natural";75
"negative";4
"negligent";78
"nervous";4
"observant";74
"orderly";144
"original";57
"ostentatious";139
"outspoken";92
"particular";60
"passionate";37
"passive";85
"patient";52
"peaceful";20
"peevish";9
"pensive";9
"persevering";105
"persistent";15
"placid";98
"pleasant";137
"polished";151
"polite";88
"practical";68
"precise";120
"profound";77
"proper";143
"prophetic";79
"proud";80
"provincial";90
"quick";57
"quiet";18
"rational";97
"reasonable";102
"reckless";53
"refined";129
"religious";61
"reproachful";117
"resentful";139
"reserved";99
"responsible";51
"restless";32
"retaliative";8
"revengeful";93
"rough";103
"rude";45
"rugged";13
"ruthless";140
"sarcastic";87
"selfish";10
"sensitive";47
"sensual";135
"sentimental";90
"serene";3
"serious";146
"shallow";151
"shrewd";137
"shy";4
"silent";65
"simple";43
"slow";27
"social";135
"solemn";5
"sour";16
"speedy";92
"stable";19
"stalwart";92
"steady";112
"stern";77
"stormy";72
"strict";17
"studious";86
"submissive";123
"sullen";135
"sunny";157
"superstitious";106
"tame";156
"tender";2
"thorough";113
"thoughtful";12
"tight";93
"timid";50
"transparent";128
"treacherous";152
"unchangeable";83
"uncompromising";102
"unenlightened";69
"unfailing";38
"unfeeling";136
"unkind";113
"unreasonable";9
"unscrupulous";134
"unselfish";146
"unsuspicious";44
"vain";60
"verbal";26
"vigorous";153
"violent";29
"warm";147
"wild";6
"wary";113
"wise";148
"undisguised";152
"unreserved";78
"sultry";38
"worldly";94
"sparkling";54
"vivid";31
"womanly";21
"zealous";82
"overbearing";7
"unhardened";154
"voluptuous";97
"uncomplaining";79
"sincere";67
"political";105
"unblushing";120
"straightforward";67
"vague";84
"spiritual";55
"timorous";76
"untiring";72
"vivacious";16
"responsive";136
"saintly";133
"suspicious";118
"trustworthy";67
"unfair";63
"unruly";78
"undutiful";87
"ungenerous";64
"severe";127
"unrelenting";1
