"terms";"clusters"
"#-accomplished";82
"#-certain";96
"#-curious";111
"abrupt";169
"abusive";174
"accomplished";4
"accurate";105
"active";162
"adventurous";81
"affable";11
"affected";63
"affectionate";172
"agreeable";15
"aloof";168
"amiable";2
"amorous";91
"animated";133
"anxious";101
"apathetic";54
"argumentative";145
"aristocratic";3
"articulate";83
"audacious";30
"awkward";26
"bashful";132
"belligerent";152
"benevolent";62
"bitter";159
"bland";5
"boastful";12
"boisterous";6
"bold";49
"boyish";92
"brave";130
"bright";15
"brisk";80
"brutal";103
"buoyant";54
"callous";152
"calm";36
"candid";72
"canny";166
"capable";106
"careful";138
"careless";51
"careworn";130
"casual";22
"cautious";31
"ceremonious";67
"certain";10
"charitable";111
"chaste";54
"cheerful";8
"childish";157
"chivalrous";58
"civil";139
"clever";79
"clumsy";92
"coarse";107
"coherent";174
"cold";164
"communicative";42
"companionable";178
"compassionate";146
"complacent";151
"complex";168
"complicated";64
"complimentary";112
"conciliatory";145
"condescending";65
"confident";33
"confused";77
"congenial";176
"conscientious";169
"considerate";140
"consistent";160
"constant";14
"contemplative";171
"contented";130
"contradictory";150
"contrary";179
"conversational";32
"cool";123
"cordial";52
"courteous";124
"covetous";139
"critical";26
"cruel";61
"cunning";97
"curious";90
"dainty";147
"daring";130
"decisive";29
"deep";10
"defensive";163
"definite";122
"deliberate";140
"dependent";104
"destructive";170
"determined";136
"devilish";102
"dictatorial";91
"dignified";154
"direct";55
"discreet";23
"dishonest";173
"dispassionate";116
"distant";101
"distrustful";150
"dull";171
"dutiful";155
"eager";56
"earnest";43
"earthy";108
"efficient";48
"egotistical";37
"elegant";11
"eloquent";172
"emphatic";177
"energetic";98
"enthusiastic";123
"envious";179
"exact";127
"excessive";60
"excitable";113
"exclusive";69
"explicit";29
"expressive";177
"extravagant";140
"facetious";85
"faithful";88
"fearful";156
"feminine";121
"fervent";53
"fickle";165
"fierce";101
"fiery";46
"firm";62
"foolish";61
"forcible";127
"forgiving";110
"formal";33
"frank";66
"fraudulent";4
"friendly";88
"frivolous";82
"frugal";4
"gallant";80
"generous";152
"genteel";94
"gentle";8
"gentlemanlike";94
"girlish";152
"gloomy";36
"graceful";26
"gracious";31
"greedy";7
"gruff";112
"hardened";116
"harsh";57
"hasty";102
"haughty";48
"headlong";130
"headstrong";9
"heartless";72
"hearty";123
"heedless";141
"heroic";78
"honest";97
"hospitable";77
"hostile";135
"humane";99
"humble";64
"humorous";57
"hypocritical";18
"ignorant";158
"immovable";115
"impartial";173
"impatient";105
"impertinent";16
"imperturbable";161
"impetuous";58
"imprudent";135
"impudent";41
"inarticulate";40
"inconsistent";19
"inconstant";165
"indefatigable";43
"indefinite";70
"indelicate";112
"independent";28
"indifferent";121
"indirect";38
"industrious";42
"inefficient";116
"inexhaustible";46
"inexperienced";45
"inexpressive";106
"inflexible";3
"informed";54
"ingenious";123
"ingenuous";133
"inhuman";127
"inquisitive";161
"insolent";110
"intellectual";182
"intelligent";51
"intense";125
"intimate";62
"intricate";178
"intuitive";139
"invariable";165
"inventive";143
"invincible";70
"inward";131
"irrepressible";99
"irritable";131
"jaunty";170
"jealous";149
"jolly";159
"jovial";181
"judicious";19
"just";139
"juvenile";150
"kind";13
"kindly";65
"languid";67
"lavish";35
"lazy";77
"learned";53
"lethargic";47
"lifeless";111
"literary";100
"live";87
"lively";13
"loud";164
"loyal";54
"magisterial";119
"magnanimous";24
"malicious";179
"manly";21
"maternal";140
"meditative";55
"melodramatic";9
"merciful";40
"merry";68
"methodical";155
"mild";165
"mischievous";32
"moderate";21
"modest";165
"moody";130
"moral";86
"musical";119
"narrow";14
"natural";90
"negative";109
"negligent";174
"nervous";86
"noisy";48
"obliging";178
"original";77
"ostentatious";65
"overbearing";89
"particular";164
"passionate";175
"passive";71
"patient";95
"peaceful";76
"persuasive";110
"pert";168
"philanthropic";149
"philosophical";117
"pious";127
"placid";131
"playful";114
"pleasant";10
"pliable";4
"pliant";134
"poetic";31
"polished";120
"polite";59
"political";39
"pompous";3
"practical";144
"precise";171
"prejudiced";152
"prim";132
"productive";38
"profound";15
"prompt";77
"proper";125
"prophetic";149
"proud";2
"prudent";142
"punctual";79
"quick";181
"quiet";164
"rash";35
"rational";137
"reasonable";156
"rebellious";5
"reckless";130
"reflective";111
"relaxed";169
"religious";157
"reproachful";12
"reserved";143
"respectful";27
"responsive";126
"restless";138
"rigid";89
"roguish";44
"rough";85
"rude";75
"rugged";108
"ruthless";72
"sarcastic";38
"scornful";110
"scrupulous";1
"sedate";96
"selfish";47
"sensitive";53
"sentimental";115
"serene";51
"serious";153
"servile";82
"severe";93
"shallow";167
"silent";101
"simple";1
"sincere";67
"slanderous";82
"sloppy";146
"slovenly";120
"slow";84
"sly";83
"smart";125
"social";132
"solemn";128
"solicitous";40
"sour";82
"sparkling";160
"speedy";59
"spirited";28
"spiteful";122
"spontaneous";66
"sprightly";9
"stable";162
"steadfast";30
"steady";33
"stern";102
"stormy";166
"straightforward";129
"strict";162
"sullen";130
"sultry";52
"sunny";113
"superficial";168
"superstitious";165
"surly";17
"suspicious";31
"sympathetic";176
"systematic";53
"taciturn";178
"talkative";136
"tender";151
"testy";44
"thoughtful";98
"thoughtless";120
"tidy";50
"tight";63
"timid";94
"timorous";1
"transparent";34
"treacherous";165
"unaffected";99
"unalterable";181
"unblushing";165
"unbusinesslike";20
"unceremonious";4
"uncomplaining";54
"uncouth";50
"underhanded";167
"undisguised";100
"unerring";170
"unfeeling";12
"ungenteel";106
"ungentlemanly";169
"ungraceful";30
"unkind";73
"unmanly";53
"unpolite";25
"unprincipled";126
"unrelenting";54
"vague";53
"vain";62
"valorous";121
"verbal";87
"vigorous";7
"vindictive";94
"violent";8
"visionary";146
"volatile";118
"warm";15
"wily";65
"wild";68
"shrewd";67
"wise";123
"unreasonable";16
"worldly";11
"submissive";180
"tame";54
"unsuspicious";169
"worrying";141
"worshipful";70
"zealous";47
"unsportsmanlike";143
"uncharitable";147
"unsophisticated";109
"vivid";52
"warlike";163
"womanly";72
"wary";74
"versatile";29
"studious";168
