"" "--_emma::#-advantage" "--_emma::#-enough" "--_emma::catch" "--_emma::mere" "--_emma::picture" "--_harriet::able" "--_harriet::coldness" "--_harriet::friend" "--_isabella::appeared" "--_jane::matter" "--_john::marriage" "--_miss_smith::girl" "--_tea::biscuits" "alderneys::family" "anne_cox::family" "anne_cox::night" "astley::rather" "barnes::family" "bates::#-able" "bates::#-determine" "bates::#-night" "bates::able" "bates::another" "bates::ate" "bates::attentions" "bates::candles" "bates::companion" "bates::conscience" "bates::daughter" "bates::days" "bates::detaining" "bates::dreams" "bates::even" "bates::exactly" "bates::fairly" "bates::far" "bates::flow" "bates::friend" "bates::girl" "bates::happily" "bates::hesitating" "bates::matter" "bates::mere" "bates::natured" "bates::persons" "bates::pianoforte" "bates::practise" "bates::rather" "bates::roused" "bates::slight" "bates::spend" "bates::swelled" "bates::touching" "bates::try" "bates::unhappy" "bickerton::slight" "box_hill::agony" "box_hill::daughter" "box_hill::distress" "box_hill::exactly" "box_hill::though" "bragge::another" "bragge::family" "bragge::spend" "brown::cordial" "campbell::#-able" "campbell::daughter" "campbell::deaf" "campbell::even" "campbell::exactly" "campbell::family" "campbell::far" "campbell::friend" "campbell::girl" "campbell::joy" "campbell::persons" "campbell::spend" "campbell::trouble" "campbell::try" "churchill::#-able" "churchill::able" "churchill::days" "churchill::driving" "churchill::enough" "churchill::even" "churchill::exactly" "churchill::fair" "churchill::family" "churchill::girl" "churchill::grief" "churchill::interposed" "churchill::matter" "churchill::pace" "churchill::pianoforte" "churchill::roused" "churchill::sleeping" "cole::compliance" "cole::cordial" "cole::enough" "cole::exactly" "cole::friend" "cole::hair" "cole::introduction" "cole::rather" "cole::rousing" "coles::able" "coles::days" "coles::dreams" "cowper::spend" "cox::family" "dixon::appeared" "dixon::brain" "dixon::fortitude" "dixon::friend" "dixon::happily" "dixon::marriage" "dixon::rather" "elizabeth_martin::days" "elizabeth_martin::dissipate" "elizabeth_martin::distress" "elizabeth_martin::endured" "elizabeth_martin::enough" "elizabeth_martin::even" "elizabeth_martin::wonders" "elton::#-determine" "elton::#-even" "elton::#-family" "elton::able" "elton::action" "elton::advantage" "elton::alliances" "elton::amusing" "elton::another" "elton::appeared" "elton::attentions" "elton::catch" "elton::convinced" "elton::daughter" "elton::depressed" "elton::displeasure" "elton::doors" "elton::driving" "elton::employments" "elton::enjoyable" "elton::enough" "elton::especially" "elton::even" "elton::exactly" "elton::fairly" "elton::family" "elton::far" "elton::fearful" "elton::friend" "elton::girl" "elton::happily" "elton::hill" "elton::incommoding" "elton::inconsiderable" "elton::introduction" "elton::night" "elton::observation" "elton::ordinary" "elton::pace" "elton::pardoned" "elton::persisting" "elton::persons" "elton::praises" "elton::probability" "elton::rather" "elton::sight" "elton::slight" "elton::slowly" "elton::sorry" "elton::sound" "elton::surpass" "elton::swelled" "elton::though" "elton::unaffected" "elton::unhappy" "elton::vanity" "elton::ventured" "elton::vigorously" "elton::visibly" "eltons::#-able" "eltons::able" "eltons::far" "eltons::inevitable" "eltons::rather" "emma_woodhouse::though" "emma::#-able" "emma::#-companion" "emma::#-determine" "emma::#-enough" "emma::#-forgive" "emma::#-friend" "emma::#-slight" "emma::#-sorry" "emma::#-stomach" "emma::able" "emma::absolute" "emma::accepted" "emma::action" "emma::advantage" "emma::agreeably" "emma::another" "emma::appeared" "emma::art" "emma::artifice" "emma::attentions" "emma::blindness" "emma::brain" "emma::breaking" "emma::catch" "emma::cheap" "emma::chose" "emma::coldness" "emma::communicated" "emma::companion" "emma::completion" "emma::compliance" "emma::conjectures" "emma::contained" "emma::convinced" "emma::cordial" "emma::daughter" "emma::days" "emma::decorated" "emma::depressed" "emma::detaining" "emma::displeasure" "emma::dissipate" "emma::distress" "emma::doors" "emma::driving" "emma::endured" "emma::enjoyable" "emma::enough" "emma::even" "emma::exactly" "emma::exciting" "emma::fair" "emma::fairly" "emma::family" "emma::far" "emma::fathers" "emma::fearful" "emma::forwarded" "emma::friend" "emma::girl" "emma::grief" "emma::hair" "emma::happily" "emma::humiliation" "emma::ideas" "emma::inevitable" "emma::instead" "emma::interrupted" "emma::introduction" "emma::joy" "emma::line" "emma::loser" "emma::marriage" "emma::matter" "emma::mere" "emma::mile" "emma::night" "emma::observation" "emma::pianoforte" "emma::possessed" "emma::praises" "emma::promoting" "emma::proofs" "emma::prosperity" "emma::rather" "emma::reason" "emma::regards" "emma::reserve" "emma::sentiments" "emma::sight" "emma::slight" "emma::sorry" "emma::sound" "emma::spare" "emma::spend" "emma::though" "emma::trouble" "emma::try" "emma::unhappy" "emma::unjust" "emma::vanity" "emma::vigorously" "frank_churchill::#-friend" "frank_churchill::able" "frank_churchill::adapt" "frank_churchill::agreeably" "frank_churchill::another" "frank_churchill::appeared" "frank_churchill::betraying" "frank_churchill::completion" "frank_churchill::compliance" "frank_churchill::days" "frank_churchill::distress" "frank_churchill::dreams" "frank_churchill::driving" "frank_churchill::enough" "frank_churchill::even" "frank_churchill::exactly" "frank_churchill::fair" "frank_churchill::fastening" "frank_churchill::friend" "frank_churchill::joy" "frank_churchill::pace" "frank_churchill::rather" "frank_churchill::reason" "frank_churchill::sentiments" "frank_churchill::spend" "frank_churchill::though" "frank_churchill::vigorously" "frank_churchill::worse" "frank::another" "frank::appeared" "frank::far" "frank::marriage" "frank::observation" "frank::praises" "frank::spend" "goddard::#-worse" "goddard::able" "goddard::another" "goddard::candles" "goddard::catch" "goddard::chose" "goddard::cordial" "goddard::days" "goddard::even" "goddard::exactly" "goddard::family" "goddard::girl" "goddard::goose" "goddard::ideas" "goddard::night" "goddard::rather" "goddard::reason" "goddard::slowly" "goddard::sorry" "goddard::though" "goddard::try" "grandmama::biscuits" "harriet_smith::#-friend" "harriet_smith::#-girl" "harriet_smith::#-reason" "harriet_smith::accepted" "harriet_smith::advantage" "harriet_smith::blindness" "harriet_smith::catch" "harriet_smith::daughter" "harriet_smith::enough" "harriet_smith::even" "harriet_smith::girl" "harriet_smith::introduction" "harriet_smith::sentiments" "harriet_woodhouse::friend" "harriet::#-able" "harriet::#-dared" "harriet::#-family" "harriet::#-friend" "harriet::able" "harriet::accepted" "harriet::amusing" "harriet::another" "harriet::appeared" "harriet::brain" "harriet::catch" "harriet::coldness" "harriet::companion" "harriet::contained" "harriet::convinced" "harriet::days" "harriet::employments" "harriet::enough" "harriet::even" "harriet::exactly" "harriet::fair" "harriet::far" "harriet::friend" "harriet::girl" "harriet::horrible" "harriet::ideas" "harriet::inevitable" "harriet::instead" "harriet::introduction" "harriet::matter" "harriet::persisting" "harriet::persons" "harriet::practise" "harriet::rather" "harriet::reinstate" "harriet::sentiments" "harriet::sight" "harriet::sound" "harriet::spend" "harriet::though" "harriet::unhappy" "harriet::worse" "hartfield::#-fair" "hartfield::alliances" "hartfield::another" "hartfield::appeared" "hartfield::attentions" "hartfield::days" "hartfield::dissipation" "hartfield::endured" "hartfield::enough" "hartfield::even" "hartfield::existed" "hartfield::far" "hartfield::friend" "hartfield::happily" "hartfield::joy" "hartfield::matter" "hartfield::night" "hartfield::ones" "hartfield::persons" "hartfield::reinstate" "hartfield::sleeping" "hartfield::slowly" "hartfield::try" "hawkins::daughter" "hawkins::line" "hawkins::spend" "henry::chose" "henry::matter" "henry::rather" "henry::refrain" "henry::spend" "hodges::#-able" "hodges::another" "hodges::ate" "hodges::cheap" "isabella::#-enough" "isabella::another" "isabella::blindness" "isabella::daughter" "isabella::enough" "isabella::fill" "isabella::friend" "isabella::marriage" "isabella::mile" "isabella::ones" "isabella::sorry" "isabella::trouble" "isabella::try" "james::matter" "james::mere" "james::separating" "james::spend" "jane_fairfax::able" "jane_fairfax::action" "jane_fairfax::communicated" "jane_fairfax::companion" "jane_fairfax::enough" "jane_fairfax::even" "jane_fairfax::exactly" "jane_fairfax::fortitude" "jane_fairfax::friend" "jane_fairfax::governess" "jane_fairfax::happily" "jane_fairfax::marriage" "jane_fairfax::night" "jane_fairfax::pianoforte" "jane_fairfax::rather" "jane_fairfax::recantation" "jane_fairfax::slight" "jane_fairfax::sorry" "jane_fairfax::unexpected" "jane::#-night" "jane::able" "jane::another" "jane::ate" "jane::completion" "jane::distress" "jane::enough" "jane::even" "jane::family" "jane::far" "jane::friend" "jane::gets" "jane::instead" "jane::observation" "jane::precisely" "jane::regularity" "jane::though" "jane::vanity" "jane::ventured" "john_knightley::able" "john_knightley::chose" "john_knightley::days" "john_knightley::endured" "john_knightley::even" "john_knightley::instead" "john_knightley::joy" "john_knightley::marriage" "john_knightley::ones" "john_knightley::rather" "john_knightley::though" "john::matter" "john::rather" "knightley::#-able" "knightley::#-fair" "knightley::#-forgive" "knightley::able" "knightley::action" "knightley::advantage" "knightley::another" "knightley::appeared" "knightley::catch" "knightley::coldness" "knightley::daughter" "knightley::days" "knightley::enough" "knightley::even" "knightley::fair" "knightley::family" "knightley::far" "knightley::friend" "knightley::girl" "knightley::governess" "knightley::ideas" "knightley::inevitable" "knightley::instead" "knightley::joy" "knightley::manage" "knightley::matter" "knightley::persons" "knightley::probability" "knightley::rather" "knightley::sight" "knightley::sorry" "knightley::sound" "knightley::spare" "knightley::swelled" "knightley::though" "knightleys::daughter" "martin::appeared" "martin::commonplace" "martin::convinced" "martin::daughter" "martin::dissipate" "martin::distress" "martin::endured" "martin::enough" "martin::even" "martin::family" "martin::forever" "martin::rather" "martin::wonders" "miss_campbell::happily" "miss_campbell::marriage" "miss_nash::night" "miss_nash::though" "miss_smith::exactly" "miss_smith::pianoforte" "miss_smith::though" "miss_smith::unhappy" "miss_woodhouse::another" "miss_woodhouse::attentions" "miss_woodhouse::even" "miss_woodhouse::fastening" "miss_woodhouse::friend" "nash::night" "nash::though" "partridge::attentions" "partridge::friend" "perry::#-enough" "perry::#-sorry" "perry::another" "perry::appeared" "perry::candles" "perry::convinced" "perry::days" "perry::night" "perry::rather" "perry::reason" "perry::refrain" "perry::though" "perry::try" "robert_martin::catch" "robert_martin::dissipate" "robert_martin::girl" "robert_martin::rather" "robert_martin::spare" "smallridge::#-enough" "smallridge::appeared" "smallridge::family" "smith::#-even" "smith::#-worse" "smith::attentions" "stokes::mere" "suckling::even" "suckling::flies" "suckling::sound" "taylor::#-companion" "taylor::able" "taylor::advantage" "taylor::even" "taylor::existed" "taylor::friend" "taylor::marriage" "taylor::mile" "taylor::rather" "taylor::stomach" "taylor::unfit" "tom::driving" "viii_frank_churchill::#-reason" "viii_frank_churchill::hair" "weston::#-denial" "weston::#-reason" "weston::advantage" "weston::agreeably" "weston::another" "weston::appeared" "weston::attentions" "weston::daughter" "weston::distress" "weston::embarrassment" "weston::enjoyable" "weston::enough" "weston::even" "weston::exactly" "weston::family" "weston::far" "weston::friend" "weston::hair" "weston::happily" "weston::hesitating" "weston::inevitable" "weston::marriage" "weston::matters" "weston::mere" "weston::persons" "weston::rather" "weston::reason" "weston::slowly" "weston::strongly" "weston::unhappy" "william::#-able" "woodhouse_miss_taylor::rather" "woodhouse::#-forgive" "woodhouse::#-reason" "woodhouse::another" "woodhouse::biscuits" "woodhouse::coldness" "woodhouse::daughter" "woodhouse::enough" "woodhouse::even" "woodhouse::exactly" "woodhouse::family" "woodhouse::far" "woodhouse::fearful" "woodhouse::friend" "woodhouse::girl" "woodhouse::humiliation" "woodhouse::rather" "--_emma::pace" "harriet::#-enough" "jane::mere" "harriet::picture" "--_harriet::days" "jane_fairfax::coldness" "isabella::appeared" "smith::girl" "welch::family" "cox::night" "smith::rather" "bates::family" "weston::#-able" "frank_churchill::#-determine" "knightley::#-night" "goddard::practise" "perrys::able" "jane::exactly" "jane::attentions" "perry::exactly" "bates::night" "emma::conscience" "jane_fairfax::daughter" "perry::dreams" "goddard::detaining" "bates::spare" "perry::even" "smith::fairly" "emma::flow" "frank::friend" "bates::prone" "patty::happily" "frank::matter" "john::spend" "bates::though" "woodhouse::persons" "jane_fairfax::roused" "jane::rather" "woodhouse::swelled" "jane::touching" "dixon::try" "jane::unhappy" "harriet::slight" "jane_fairfax::agony" "donwell::exactly" "suckling::though" "suckling::another" "suckling::family" "jane::spend" "green::cordial" "jane::daughter" "jane::deaf" "campbell::instead" "jane::girl" "dixon::joy" "dixon::persons" "campbell::spent" "jane::trouble" "enscombe::able" "churchill::spend" "weston::days" "tom::pace" "selina::enough" "weston::matter" "frank::girl" "frank::grief" "elton::interposed" "selina::sleeping" "weston::compliance" "patty::enough" "frank_churchill::hair" "frank_churchill::rousing" "jane_fairfax::brain" "miss_campbell::fortitude" "miss_campbell::rather" "robert_martin::distress" "robert_martin::endured" "robert_martin::enough" "robert_martin::even" "robert_martin::wonders" "emma::#-even" "harriet::fairly" "jane_fairfax::vanity" "martin::advantage" "hartfield::inconsiderable" "harriet::sorry" "frank::vigorously" "elton::worse" "jane_fairfax::attentions" "smith::friend" "goddard::depressed" "weston::displeasure" "smith::doors" "harriet::driving" "harriet::especially" "weston::sight" "emma::incommoding" "isabella::girl" "k.::even" "william_larkins::even" "isabella::far" "jane_fairfax::far" "woodhouse::though" "robert_martin::though" "harriet::happily" "weston::hill" "frank::introduction" "emma::ordinary" "hawkins::observation" "emma::pardoned" "william_larkins::probability" "john_knightley::slowly" "weston::though" "hawkins::surpass" "vicarage_lane::though" "john_knightley::unaffected" "martin::unhappy" "harriet::vanity" "weston::ventured" "harriet::visibly" "weston::#-companion" "john_knightley::#-enough" "knightley::#-friend" "robert_martin::#-sorry" "hartfield::#-stomach" "frank_churchill::absolute" "weston::able" "jane::action" "harriet::agreeably" "hawkins::another" "martin::another" "weston::try" "harriet::art" "harriet::artifice" "harriet::attentions" "woodhouse::blindness" "weston::breaking" "weston::cheap" "knightley::unhappy" "knightley::communicated" "knightley::completion" "harriet::proofs" "frank_churchill::convinced" "harriet::grief" "harriet::cordial" "knightley::cordial" "woodhouse::decorated" "harriet::displeasure" "woodhouse::distress" "woodhouse::doors" "emma::precisely" "isabella::rather" "frank::even" "isabella::even" "knightley::night" "hartfield::exactly" "taylor::exactly" "knightley::exciting" "weston::fair" "knightley::fairly" "weston::fairly" "frank_churchill::far" "knightley::fathers" "weston::forwarded" "graham::friend" "robert_martin::friend" "weston::mile" "weston::girl" "woodhouse::happily" "woodhouse::matter" "martin::ideas" "emma::unfortunately" "goddard::line" "harriet::loser" "woodhouse::marriage" "little_john::matter" "frank_churchill::mere" "knightley::observation" "weston::pianoforte" "knightley::possessed" "robert_martin::promoting" "harriet::prosperity" "knightley::reason" "woodhouse::regards" "weston::reserve" "knightley::sentiments" "emma::tranquil" "jane::sorry" "weston::sorry" "robert_martin::sound" "william_larkins::spare" "jane_fairfax::spend" "hartfield::though" "harriet::trouble" "woodhouse::unhappy" "knightley::unjust" "woodhouse::vanity" "jane_fairfax::vigorously" "frank_churchill::universally" "frank_churchill::correctly" "jane_fairfax::another" "jane_fairfax::betraying" "frank_churchill::sight" "frank_churchill::resorted" "woodhouse::fair" "woodhouse::fastening" "knightley::worse" "weston::spend" "goddard::friend" "smith::cordial" "martin::goose" "miss_woodhouse::night" "robert_martin::#-girl" "robert_martin::#-reason" "robert_martin::accepted" "robert_martin::advantage" "knightley::blindness" "robert_martin::daughter" "woodhouse::introduction" "woodhouse::#-able" "woodhouse::#-dared" "woodhouse::able" "martin::accepted" "hartfield::brain" "harriet::solace" "knightley::companion" "jane::days" "robert_martin::days" "woodhouse::days" "knightley::reinstate" "wingfield::though" "miss_woodhouse::#-fair" "john_knightleys::another" "knightley::dissipation" "john_knightley::sleeping" "weston::existed" "smith::far" "john_knightley::happily" "miss_woodhouse::try" "hawkins::though" "john::chose" "knightley::refrain" "william::another" "patty::ate" "wright::cheap" "westons::enough" "isabella::though" "knightley::mile" "perry::ones" "taylor::sorry" "weston::trouble" "john_knightley::mere" "john_knightley::separating" "jane_fairfax::though" "knightley::unexpected" "jane_fairfax::nights" "knightley::recantation" "jane::picture" "john::gets" "perry::precisely" "john_knightley::regularity" "knightley::marriage" "martin::#-fair" "knightley::unaffected" "knightley::pace" "knightley::vanity" "woodhouse::instead" "woodhouse::joy" "knightley::matters" "william::matter" "weston::spare" "smith::though" "martin::friend" "smith::commonplace" "martin::girl" "martin::though" "woodhouse::pianoforte" "partridge::line" "smallridge::though" "weston::#-sorry" "woodhouse::#-even" "weston::flies" "taylor::secure" "taylor::unhappy" "taylor::happily" "woodhouse::stomach" "woodhouse::unfit" "woodhouse::hair" "woodhouse::#-denial" "weston::line" "weston::naming" "weston::vanity" "weston::universally" "weston::private" "woodhouse::mere" "woodhouse::sweetbread" "woodhouse::shrinking" "woodhouse::flow" "woodhouse::grief" "woodhouse::sorry"
"--_emma::#-advantage" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"--_emma::#-enough" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
