"" "alicia::and" "alicia::easy" "alicia::was" "alicia::were" "anne_elliot::almost" "anne_elliot::and" "anne_elliot::few" "anne_elliot::short" "anne_elliot::started" "anne_elliot::surprise" "anne_elliot::them" "anne_elliot::usual" "anne_elliot::very" "anne_elliot::were" "anne_elliot::young" "anne_haggard::and" "anne::#-apology" "anne::#-courage" "anne::#-understood" "anne::#-wrote" "anne::accession" "anne::advantage" "anne::advantages" "anne::almost" "anne::and" "anne::anxiety" "anne::anything" "anne::are" "anne::attention" "anne::being" "anne::bewitched" "anne::burst" "anne::civility" "anne::continual" "anne::continually" "anne::cordiality" "anne::county" "anne::declare" "anne::desired" "anne::direction" "anne::distinguished" "anne::exertion" "anne::far" "anne::few" "anne::fitted" "anne::found" "anne::gay" "anne::girls" "anne::grounds" "anne::hasty" "anne::herself" "anne::hopelessness" "anne::indifferent" "anne::instantly" "anne::invalid" "anne::make" "anne::man" "anne::manly" "anne::manner" "anne::many" "anne::marked" "anne::married" "anne::morning" "anne::neither" "anne::noticed" "anne::owner" "anne::polite" "anne::possible" "anne::pretended" "anne::proceeding" "anne::quick" "anne::rare" "anne::ready" "anne::recover" "anne::remain" "anne::repeated" "anne::resume" "anne::run" "anne::short" "anne::side" "anne::since" "anne::slightest" "anne::son" "anne::spirits" "anne::startled" "anne::style" "anne::surprise" "anne::taken" "anne::them" "anne::therefore" "anne::these" "anne::this" "anne::use" "anne::useful" "anne::usual" "anne::very" "anne::walk" "anne::was" "anne::were" "anne::which" "anne::your" "bath::almost" "bath::and" "bath::are" "bath::side" "bath::this" "benwick::#-augur" "benwick::#-man" "benwick::#-represent" "benwick::advantage" "benwick::and" "benwick::being" "benwick::dullest" "benwick::herself" "benwick::man" "benwick::outward" "benwick::side" "benwick::stamped" "benwick::talked" "benwick::them" "benwick::very" "benwick::was" "benwick::which" "benwick::whom" "benwick::young" "carteret::very" "charles_hayter::and" "charles_hayter::angry" "charles_hayter::are" "charles_hayter::being" "charles_hayter::neither" "charles_hayter::them" "charles_hayter::very" "charles_hayter::was" "charles_hayter::were" "charles_musgrove::and" "charles_musgrove::anything" "charles_musgrove::being" "charles_musgrove::herself" "charles_musgrove::ready" "charles_musgrove::therefore" "charles_musgrove::usual" "charles_musgrove::was" "charles_musgrove::were" "charles::#-easy" "charles::#-use" "charles::and" "charles::anything" "charles::being" "charles::clamour" "charles::continually" "charles::conveyed" "charles::declare" "charles::far" "charles::herself" "charles::hint" "charles::manner" "charles::momentary" "charles::morning" "charles::named" "charles::purse" "charles::short" "charles::spirits" "charles::swears" "charles::taken" "charles::talked" "charles::talking" "charles::teaze" "charles::them" "charles::therefore" "charles::these" "charles::useful" "charles::very" "charles::was" "charles::were" "charles::which" "clay::herself" "clay::many" "clay::outer" "clay::was" "clifton::found" "clifton::herself" "clifton::was" "clifton::which" "croft::#-make" "croft::#-service" "croft::advantage" "croft::almost" "croft::and" "croft::anything" "croft::are" "croft::being" "croft::body" "croft::continual" "croft::hearty" "croft::herself" "croft::make" "croft::man" "croft::possible" "croft::taken" "croft::talked" "croft::them" "croft::these" "croft::this" "croft::very" "croft::was" "croft::were" "croft::which" "dalrymple::and" "dear_smith::and" "dear_smith::far" "dick_musgrove::and" "dick_musgrove::anything" "dick_musgrove::unprofitable" "dick_musgrove::were" "dick::captain" "dick::talked" "elizabeth_elliot::and" "elizabeth_elliot::therefore" "elizabeth_elliot::very" "elizabeth_elliot::was" "elizabeth::#-penetrated" "elizabeth::#-wrote" "elizabeth::and" "elizabeth::attention" "elizabeth::county" "elizabeth::deception" "elizabeth::disappeared" "elizabeth::ear" "elizabeth::herself" "elizabeth::married" "elizabeth::public" "elizabeth::rest" "elizabeth::side" "elizabeth::since" "elizabeth::son" "elizabeth::talking" "elizabeth::therefore" "elizabeth::these" "elizabeth::this" "elizabeth::very" "elizabeth::was" "elizabeth::were" "elizabeth::which" "elizabeth::young" "elliot::#-courage" "elliot::#-penetrated" "elliot::acquainted" "elliot::adverse" "elliot::almost" "elliot::and" "elliot::are" "elliot::attention" "elliot::being" "elliot::civility" "elliot::composedly" "elliot::courage" "elliot::discerning" "elliot::evidently" "elliot::hence" "elliot::herself" "elliot::make" "elliot::man" "elliot::many" "elliot::marked" "elliot::missing" "elliot::polite" "elliot::possible" "elliot::practices" "elliot::public" "elliot::rest" "elliot::scrawl" "elliot::short" "elliot::slightest" "elliot::story" "elliot::surprise" "elliot::them" "elliot::therefore" "elliot::this" "elliot::understood" "elliot::very" "elliot::walk" "elliot::was" "elliot::were" "elliot::which" "elliot::whom" "elliot::your" "emma::was" "fanny_harville::man" "frederick_wentworth::and" "frederick_wentworth::are" "frederick_wentworth::captain" "frederick_wentworth::composed" "frederick_wentworth::happier" "frederick_wentworth::make" "frederick_wentworth::removals" "frederick_wentworth::rest" "frederick::and" "frederick::are" "frederick::man" "frederick::this" "frederick::very" "frederick::was" "gowland::and" "gowland::are" "gowland::use" "harville::and" "harville::anxiety" "harville::are" "harville::attachment" "harville::attention" "harville::being" "harville::few" "harville::found" "harville::hitherto" "harville::holds" "harville::indifferent" "harville::instantly" "harville::man" "harville::neither" "harville::owner" "harville::possible" "harville::rare" "harville::selves" "harville::since" "harville::this" "harville::useful" "harville::very" "harville::was" "harville::were" "harville::which" "hayter::and" "henrietta::#-easy" "henrietta::#-remain" "henrietta::above" "henrietta::affection" "henrietta::almost" "henrietta::and" "henrietta::being" "henrietta::found" "henrietta::herself" "henrietta::loves" "henrietta::make" "henrietta::married" "henrietta::momentary" "henrietta::named" "henrietta::neither" "henrietta::selves" "henrietta::short" "henrietta::spirits" "henrietta::started" "henrietta::surprise" "henrietta::talked" "henrietta::them" "henrietta::useful" "henrietta::usual" "henrietta::very" "henrietta::was" "henrietta::were" "henrietta::which" "henrietta::young" "henry::was" "james_benwick::and" "james_benwick::are" "james_benwick::manner" "james_benwick::very" "james_stevenson::county" "james_stevenson::married" "james_stevenson::son" "james_stevenson::which" "jemima::and" "jemima::are" "jemima::spending" "jemima::walk" "john_shepherd::hint" "john_shepherd::jealous" "kellynch::and" "kellynch::being" "kellynch::conveniently" "kellynch::herself" "kellynch::manner" "kellynch::remain" "kellynch::resume" "kellynch::since" "kellynch::very" "kellynch::was" "kellynch::were" "kellynch::wrote" "lady_dalrymple::and" "lady_dalrymple::are" "lady_dalrymple::cousins" "lady_dalrymple::round" "lady_dalrymple::style" "lady_dalrymple::taken" "lady_dalrymple::was" "lady_dalrymple::were" "lady_elliot::and" "lady_elliot::matrimony" "lady_elliot::them" "lady_elliot::was" "lady_russell::#-courage" "lady_russell::#-found" "lady_russell::#-was" "lady_russell::almost" "lady_russell::and" "lady_russell::anxiety" "lady_russell::anything" "lady_russell::attachment" "lady_russell::attention" "lady_russell::attractive" "lady_russell::being" "lady_russell::clamour" "lady_russell::concern" "lady_russell::conveniently" "lady_russell::end" "lady_russell::fears" "lady_russell::few" "lady_russell::fitted" "lady_russell::happier" "lady_russell::herself" "lady_russell::hopelessness" "lady_russell::make" "lady_russell::man" "lady_russell::manner" "lady_russell::morning" "lady_russell::possible" "lady_russell::question" "lady_russell::reasonably" "lady_russell::remain" "lady_russell::resume" "lady_russell::taken" "lady_russell::talking" "lady_russell::them" "lady_russell::therefore" "lady_russell::these" "lady_russell::this" "lady_russell::usual" "lady_russell::very" "lady_russell::was" "lady_russell::were" "lady_russell::which" "louisa_musgrove::#-understood" "louisa_musgrove::and" "louisa_musgrove::angry" "louisa_musgrove::courage" "louisa_musgrove::end" "louisa_musgrove::man" "louisa_musgrove::which" "louisa::#-easy" "louisa::#-understood" "louisa::almost" "louisa::and" "louisa::angry" "louisa::anything" "louisa::being" "louisa::conveyed" "louisa::distinguished" "louisa::far" "louisa::herself" "louisa::loves" "louisa::make" "louisa::momentary" "louisa::named" "louisa::neither" "louisa::ready" "louisa::remain" "louisa::sensation" "louisa::short" "louisa::spirits" "louisa::started" "louisa::surprise" "louisa::talked" "louisa::them" "louisa::this" "louisa::useful" "louisa::usual" "louisa::very" "louisa::was" "louisa::were" "mary::#-easy" "mary::#-use" "mary::#-wrote" "mary::advantage" "mary::affection" "mary::almost" "mary::and" "mary::attention" "mary::being" "mary::clamour" "mary::continually" "mary::county" "mary::found" "mary::herself" "mary::loves" "mary::make" "mary::man" "mary::manner" "mary::married" "mary::momentary" "mary::morning" "mary::named" "mary::neither" "mary::polite" "mary::question" "mary::remain" "mary::rest" "mary::run" "mary::since" "mary::son" "mary::spirits" "mary::taken" "mary::talked" "mary::talking" "mary::teaze" "mary::these" "mary::this" "mary::very" "mary::was" "mary::which" "miss_elliot::make" "mr_elliot::and" "mr_smith::and" "mr_smith::careless" "mr_smith::discern" "mr_smith::easy" "mr_smith::man" "mrs_charles_musgrove::and" "mrs_charles_musgrove::attention" "mrs_charles_musgrove::was" "mrs_clay::#-found" "mrs_clay::acquainted" "mrs_clay::and" "mrs_clay::are" "mrs_clay::attention" "mrs_clay::being" "mrs_clay::body" "mrs_clay::civility" "mrs_clay::found" "mrs_clay::herself" "mrs_clay::holds" "mrs_clay::instantly" "mrs_clay::man" "mrs_clay::polite" "mrs_clay::short" "mrs_clay::them" "mrs_clay::therefore" "mrs_clay::this" "mrs_clay::very" "mrs_clay::walk" "mrs_clay::was" "mrs_clay::which" "mrs_clay::young" "mrs_clay::your" "mrs_croft::#-service" "mrs_croft::advantage" "mrs_croft::almost" "mrs_croft::and" "mrs_croft::are" "mrs_croft::being" "mrs_croft::continual" "mrs_croft::eldest" "mrs_croft::girls" "mrs_croft::hearty" "mrs_croft::herself" "mrs_croft::neither" "mrs_croft::pretended" "mrs_croft::them" "mrs_croft::these" "mrs_croft::this" "mrs_croft::very" "mrs_croft::was" "mrs_croft::were" "mrs_croft::which" "mrs_croft::whom" "mrs_croft::your" "mrs_harville::and" "mrs_harville::direction" "mrs_harville::found" "mrs_harville::girls" "mrs_harville::neither" "mrs_harville::them" "mrs_harville::walk" "mrs_harville::were" "mrs_hayter::and" "mrs_hayter::were" "mrs_musgrove::#-easy" "mrs_musgrove::affection" "mrs_musgrove::almost" "mrs_musgrove::and" "mrs_musgrove::anything" "mrs_musgrove::are" "mrs_musgrove::being" "mrs_musgrove::eldest" "mrs_musgrove::found" "mrs_musgrove::girls" "mrs_musgrove::hearty" "mrs_musgrove::herself" "mrs_musgrove::instantly" "mrs_musgrove::lose" "mrs_musgrove::momentary" "mrs_musgrove::named" "mrs_musgrove::pretended" "mrs_musgrove::remain" "mrs_musgrove::son" "mrs_musgrove::spirits" "mrs_musgrove::started" "mrs_musgrove::surprise" "mrs_musgrove::talked" "mrs_musgrove::them" "mrs_musgrove::this" "mrs_musgrove::useful" "mrs_musgrove::very" "mrs_musgrove::was" "mrs_musgrove::were" "mrs_musgrove::which" "mrs_rooke::and" "mrs_rooke::was" "mrs_shirley::and" "mrs_shirley::cousins" "mrs_shirley::make" "mrs_shirley::many" "mrs_smith::#-are" "mrs_smith::acquainted" "mrs_smith::almost" "mrs_smith::alteration" "mrs_smith::and" "mrs_smith::attention" "mrs_smith::composedly" "mrs_smith::conveyed" "mrs_smith::deeper" "mrs_smith::direction" "mrs_smith::few" "mrs_smith::found" "mrs_smith::herself" "mrs_smith::make" "mrs_smith::manner" "mrs_smith::neither" "mrs_smith::ready" "mrs_smith::short" "mrs_smith::spirits" "mrs_smith::surprise" "mrs_smith::talked" "mrs_smith::therefore" "mrs_smith::very" "mrs_smith::was" "mrs_smith::were" "mrs_wallis::and" "mrs_wallis::was" "musgrove::#-easy" "musgrove::and" "musgrove::are" "musgrove::being" "musgrove::clamour" "musgrove::girls" "musgrove::herself" "musgrove::lose" "musgrove::momentary" "musgrove::morning" "musgrove::named" "musgrove::son" "musgrove::spirits" "musgrove::talked" "musgrove::talking" "musgrove::them" "musgrove::this" "musgrove::useful" "musgrove::usual" "musgrove::very" "musgrove::was" "musgrove::your" "penelope::found" "richard::and" "richard::anything" "richard::are" "richard::spirits" "richard::unprofitable" "rooke::and" "russell::and" "russell::habit" "russell::herself" "russell::nine" "russell::scrawl" "russell::service" "russell::very" "sarah::and" "shepherd::#-service" "shepherd::advantage" "shepherd::and" "shepherd::are" "shepherd::being" "shepherd::hearty" "shepherd::make" "shepherd::man" "shepherd::possible" "shepherd::since" "shepherd::them" "shepherd::this" "shepherd::very" "shepherd::was" "shepherd::whom" "shirley::and" "sophy::and" "sophy::are" "sophy::make" "tattersall::and" "tattersall::man" "trent::since" "tunbridge_wells::and" "uppercross::almost" "uppercross::and" "uppercross::this" "wallis::acquainted" "wallis::and" "wallis::discerning" "wallis::story" "wallis::very" "wallis::which" "walter_elliot::#-service" "walter_elliot::advantage" "walter_elliot::and" "walter_elliot::attachment" "walter_elliot::being" "walter_elliot::county" "walter_elliot::end" "walter_elliot::hint" "walter_elliot::married" "walter_elliot::since" "walter_elliot::son" "walter_elliot::style" "walter_elliot::them" "walter_elliot::this" "walter::#-service" "walter::advantage" "walter::and" "walter::angry" "walter::are" "walter::attention" "walter::being" "walter::deception" "walter::decorum" "walter::disappeared" "walter::eldest" "walter::established" "walter::found" "walter::hearty" "walter::hint" "walter::make" "walter::man" "walter::manner" "walter::opposer" "walter::possible" "walter::rest" "walter::slightest" "walter::spurned" "walter::strenuous" "walter::talked" "walter::them" "walter::very" "walter::was" "wentworth::#-easy" "wentworth::almost" "wentworth::among" "wentworth::and" "wentworth::anxiety" "wentworth::attention" "wentworth::being" "wentworth::burst" "wentworth::entrance" "wentworth::evidently" "wentworth::exertion" "wentworth::far" "wentworth::few" "wentworth::found" "wentworth::herself" "wentworth::hitherto" "wentworth::instantly" "wentworth::invalid" "wentworth::make" "wentworth::man" "wentworth::manner" "wentworth::mischief" "wentworth::momentary" "wentworth::morning" "wentworth::named" "wentworth::neither" "wentworth::obtrusiveness" "wentworth::petty" "wentworth::sensation" "wentworth::separation" "wentworth::short" "wentworth::side" "wentworth::since" "wentworth::space" "wentworth::spirits" "wentworth::stamped" "wentworth::talked" "wentworth::talking" "wentworth::them" "wentworth::this" "wentworth::very" "wentworth::was" "wentworth::were" "wentworth::which" "wentworth::whom" "white_hart::and" "white_hart::herself" "white_hart::many" "winthrop::and" "winthrop::are" "winthrop::ascent" "winthrop::destination" "winthrop::indifferent" "winthrop::side" "winthrop::them" "winthrop::which" "alicia::which" "mrs_musgrove::easy" "mrs_musgrove::usual" "anne_elliot::was" "louisa::young" "lady_russell::your" "mrs_smith::which" "anne::courage" "anne::release" "anne::young" "hamilton::and" "harville::herself" "mary::many" "mary::walk" "mrs_clay::were" "mrs_smith::taken" "musgrove::these" "musgrove::which" "russell::was" "sarah::found" "walter::were" "white_hart::which" "elliot::use" "elliot::burst" "anne::welcome" "walter_elliot::which" "benwick::found" "russell::grounds" "charles_musgrove::recover" "charles_musgrove::remain" "charles::married" "elliot::repeated" "lady_russell::since" "elizabeth::surprise" "mrs_smith::this" "louisa::which" "walter::side" "benwick::are" "benwick::calculations" "kellynch::talked" "louisa_musgrove::them" "wentworth::young" "benwick::presence" "louisa_musgrove::was" "carteret::was" "musgrove::were" "charles::few" "mrs_harville::taken" "walter_anne::and" "charles::civility" "charles::this" "wentworth::anything" "elizabeth::many" "elliot::outer" "walter::this" "croft::manner" "croft::many" "mrs_croft::anything" "tunbridge_wells::far" "richard::were" "wentworth::captain" "elliot::young" "elizabeth::tiresome" "elizabeth::whispering" "laura_place::and" "mary::therefore" "russell::this" "elliot::question" "mrs_smith::courage" "wallis::understood" "elliot::found" "elliot::purchase" "henry_russell::and" "mrs_clay::rest" "wallis::whom" "walter::your" "kellynch::which" "mary::missing" "mrs_smith::your" "mrs_smith::story" "miss_elliot::surprise" "shirley::were" "frederick_wentworth::were" "frederick_wentworth::which" "lady_wentworth::and" "sophy::very" "gowland::was" "harville::ready" "mrs_harville::possible" "mrs_musgrove::selves" "wentworth::holds" "mrs_harville::was" "louisa::#-remain" "mary::above" "mary::useful" "mary::were" "shirley::was" "james_benwick::which" "jemima::was" "jemima::were" "walter_elliot::jealous" "lady_russell::wrote" "lady_dalrymple::very" "lady_dalrymple::your" "lady_elliot::which" "mrs_wallis::matrimony" "lady_russell::welcome" "lady_russell::calculations" "lady_russell::distinguished" "louisa::attachment" "mr_elliot::concern" "lady_russell::trust" "mr_elliot::them" "louisa_musgrove::surprise" "louisa_musgrove::very" "louisa_musgrove::thoroughly" "louisa::man" "mary::anything" "robinson::make" "robinson::man" "miss_elliot::sailors" "mr_smith::very" "mrs_clay::reprobates" "walter::young" "mrs_clay::since" "mrs_croft::young" "mrs_musgrove::your" "mrs_harville::round" "musgrove::remain" "rooke::was" "mrs_shirley::which" "mrs_smith::style" "mrs_smith::side" "mrs_smith::rest" "mrs_smith::understood" "mrs_smith::invalid" "wentworth::your" "penelope::was" "richard::this" "russell::thoroughly" "russell::mad" "trent::whom" "shepherd::which" "shirley::short" "sophy::them" "tattersall::young" "uppercross::was" "uppercross::very" "walter_elliot::dealings" "walter_elliot::very" "walter_elliot::was" "walter_elliot::your" "walter::since" "walter::which" "wentworth::lose" "wentworth::repeated" "wentworth::union" "winthrop::was" "winthrop::young"
"alicia::and" 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"alicia::easy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
