"MR1";"MR2";"MR8";"MR9";"MR4";"MR5";"MR3";"MR7";"MR6"
"#-beautiful";0.0573364600763157;-0.0802218894811165;0.0167614366139767;0.325041694314952;0.62313835566823;0.140448502698297;0.213136981184158;0.091885073378997;0.0741550821228981
"familiar";0.312209237058137;0.136495188919265;0.348897570798888;-0.0804972941238416;0.420153935851799;0.25623622222693;0.0522263211662692;0.204532061351272;0.0488310891993663
"fancy";0.145419715973341;0.21256330277566;0.0328529856586301;-0.250915955244442;0.572043555019736;-0.0734149070305006;0.196062194522535;-0.05652326706419;-0.124069133995966
"free";0.406159269047752;0.191212985454146;0.195061147927267;0.370035442603048;0.204803087102831;0.0988404213792041;0.0411941220906721;0.222677223786504;0.144119539255845
"generous";0.304074793787347;-0.0981404917256069;0.355288469798863;0.302125934743607;-0.0230391642444348;0.535371685522591;0.282416336283161;-0.0413610278687029;0.144806464811668
"gentle";0.760911481723816;0.0118026254355483;0.144699257388847;0.118527387364644;0.139271048800116;0.0761564792142744;-0.133564438421693;-0.0701428733962968;0.0280239951516248
"greatest";0.639521709650979;0.299676596250065;0.0545888804565047;0.213171097635572;0.128783431496592;0.104154594444609;0.0207416036419572;0.0614324000143977;0.119980332012815
"happier";0.0957056530925101;0.623025749077192;0.271446512700152;-0.12293535133955;0.103589130181269;0.0269492947182432;-0.0157769474844064;0.223395915920382;0.116596600015273
"harmless";0.231521720404722;-0.0732022361963383;-0.0564813022501861;0.158910954428461;0.179658346361398;0.530571636566486;-0.0267092646207255;0.0280748317333084;-0.0920154462886103
"heavenly";0.2083640081573;0.204654678917627;0.298240322120954;-0.129388649615944;0.239507918018593;0.0999164045073965;-0.187315098678927;0.517486909986866;-0.0598530323674223
"historical";0.137072615415917;0.230328139394604;-0.172700143141232;0.26603084140945;0.200016765890152;0.129754162686521;-0.154612108600499;-0.119305770507545;0.142471572932572
"holy";-0.0389804815201725;0.901704016459005;-0.0543091931923464;-0.0339098362457635;-0.0167750725473418;-0.026765707597473;0.0320523986588625;0.0575666119534337;-0.0449874096122527
"honest";-0.0347184557935109;0.01183798518887;0.0326856668305872;0.0422773317028861;0.356244288512925;0.504994507315541;-0.0630859466590402;-0.0924191557124231;0.0372032975906732
"intellectual";0.0648284846581044;0.109403777336976;0.579627142609876;0.0290349817557743;-0.115113549143232;-0.0891065026130764;-0.202928536727948;0.393419124679577;-0.137678732103138
"interesting";0.0696941777785074;-0.00294722990369478;0.0817882998443767;0.51043020467748;0.250078665791523;-0.0972609348700109;-0.0578024215235072;0.382709568432499;0.17356891514899
"irregular";0.478187635098296;0.0641812489130747;0.232446351683284;-0.0703608110106592;-0.134449113755908;-0.1368180986869;-0.146372556317229;-0.0628603495318899;0.610796122701894
"liberal";-0.0115800537627975;-0.0335286971310417;0.57946891083001;-0.0686286000541273;0.207582459281264;0.295244278613681;0.0591008563189585;-0.0874555882826179;0.0616662992524323
"loose";0.2059216480041;0.0906860399897765;0.323805028598497;0.190042947369842;0.152257892674077;0.102444177802038;-0.128643613747844;-0.0598860233785295;0.36320349174878
"married";0.110918689577469;0.0437308021547105;-0.0549147851785808;-0.0176115984924625;0.0564152452101804;-0.0938123121900202;0.750963815903238;0.0166896799598034;-0.117001482398906
"mighty";0.443928646948694;0.0062128590040077;0.0675817021246672;0.421447856409066;0.394396038345974;0.0357434472075922;-0.103267491367432;-0.0327196385456982;0.28188325948777
"modest";0.110918689577469;0.0437308021547106;-0.054914785178581;-0.0176115984924626;0.0564152452101804;-0.0938123121900205;0.750963815903238;0.0166896799598033;-0.117001482398906
"moral";0.0617213815350691;0.756687749181116;0.164824326795919;0.0203233595286988;0.0603157439600556;-0.101033252720598;-0.0171813160799042;0.0152158082914422;-0.0254421950461825
"mysterious";-0.0227235223579995;0.737144337689699;0.410696494518888;0.0308125285477912;-0.0483937466806618;-0.0531544680502781;0.000112566715574567;0.178969938229128;0.0293853072308251
"natural";0.467045833590141;0.42197208634817;0.396862887069512;0.00536678876616085;0.181664052484188;-0.0863001866742991;0.11360887226854;0.00594142058879541;0.0209572155904283
"neat";0.235985018134121;0.0926327488980964;0.0282734935805359;0.0586521854756432;0.138504127588872;0.461146774480697;-0.151527155954315;-0.0986283597720078;0.0598183651588584
"original";0.410234344794015;-0.114539810391177;0.222666226037897;0.593678282464855;-0.0127702514299195;0.0716203663218973;0.175569178188093;0.11542899478546;-0.0903557913263419
"passionate";0.1059889391026;0.0257386134184279;-0.131549931582912;-0.112867109612619;-0.11221108502968;0.00571203294436795;-0.13242025136144;0.019832786731713;0.577746459344934
"peaceful";0.264408859934686;0.569808520547025;0.126159634826329;0.0649647112553806;0.176696932269087;-0.00206123318299095;0.123088650755726;0.155596730506234;-0.0621760803083556
"pleasant";0.550716214654573;0.115349750173921;0.456228028240787;0.270238686795281;0.0104449155393834;0.121532904563243;0.0774277912834525;0.214240444643541;0.0739553219242838
"popular";0.240094468737265;-0.0153468657113125;0.472008135425845;0.0766895620820543;-0.132551330933246;0.144075562154177;0.0019522822831295;-0.182817833168117;0.130765752957669
"powerful";0.542126503280486;0.0360688124989531;0.142518332210509;0.0681050799493478;0.0466312147442607;0.111750487817539;0.0419176426328967;0.221227054025671;0.123042871135243
"proud";0.205607423594198;0.0456770110536558;0.62516630945203;0.0207909248166255;-0.117123676964805;-0.0711732111713749;-0.25189722849;0.311717317901457;-0.137976413209176
"prudent";-0.08101064097081;-0.114028100229312;-0.0302399774496213;-0.102983910934809;-0.0624423662618226;-0.101890841988241;-0.0385172614489228;0.0483860581936496;0.63640517424608
"quiet";0.341368850312077;-0.0478960948121933;0.0120732476481201;0.204497521559351;0.130621720368702;-0.0188398189608333;0.0247676694628469;0.426217312812437;0.0811986783315415
"safe";0.166973682148184;0.0723168241884369;0.237017843296296;0.0672317878442764;-0.0226079743106779;0.348588190736732;0.0344707515392478;0.228742355892585;0.474340374072119
"secure";-0.0794682262022764;-0.122482791311571;0.266993793431602;0.0555456899358262;0.0635947571605965;-0.149078723928994;-0.0607620631824934;0.0647539088780826;0.629064166825128
"selfish";0.405310435362018;-0.0137287052821721;-0.169062547156161;-0.040736237185709;0.352292788022787;0.00966218977381451;-0.189012424813927;0.359625319607785;0.00595142756608074
"sincere";0.0354185164342724;0.0429182184148516;0.0485839624960758;-0.100663745613862;0.107235216717472;0.685363599054297;-0.193550586923189;0.281009344150875;-0.118859597535331
"social";0.493743252058334;0.124065924241151;0.131058578170195;0.578391738486071;0.2276145132378;0.0582919296220211;0.010046695526574;-0.126789475427067;0.205780811720503
"surprising";0.312240237212543;0.22063491201613;0.0328371638202021;-0.0457314738349787;-0.141824286910171;0.306255357694344;0.230252278891887;0.19667190092583;0.35735011264261
"unfair";0.577955011896345;0.0260737943628852;0.281998097881894;0.211087677438903;-0.0830112682228805;-0.00420157928084383;-0.00786425402054053;0.0671516753666785;-0.16780482415932
"weak";0.109967287174303;-0.0544068518309907;0.0782125058327429;0.380735372034014;0.208819886189122;-0.0468113337853131;-0.0225076180894536;0.401423462849217;0.300951607332249
"professional";0.126454177576767;-0.0774175587491553;0.0938414550348728;0.341602892512746;-0.101296706899077;0.562083322883849;0.30381396108767;0.0234467579294584;-0.056791558115297
"suited";0.0535821650258388;-0.0919270148531854;-0.0965011725819337;0.374575200347182;-0.0802989226911358;-0.0933545472824022;-0.0797094136191414;0.0225800981993454;-0.107228094728748
"superior";0.472576287822383;0.152105979210483;0.23215315547285;0.47873574296332;0.296773597042617;0.0347740357130979;0.264741943460636;0.102525217587135;0.143382666487418
"universal";0.254408598924094;0.0969455450756863;0.407857055253592;0.445252518971123;-0.0904632138081743;-0.0391800859646378;0.129604636905225;0.02350653285903;-0.170951135349805
"thoughtful";-0.0389804815201725;0.901704016459005;-0.0543091931923463;-0.0339098362457637;-0.0167750725473416;-0.0267657075974731;0.0320523986588626;0.0575666119534338;-0.0449874096122527
"warmth";0.0705056101298944;-0.114607101344847;0.00592359297351745;-0.172352799457021;-0.0852153603500188;0.708294502321818;-0.113274303028551;0.0328159004425781;-0.109143370745004
"graceful";0.799111725614055;-0.122342414190812;-0.112537610600698;-0.0256154337112701;-0.0149977281713763;0.0549212875389118;0.0996023945590878;0.0583787025220254;-0.0346859159200801
"minded";0.222913694283185;-0.0533655393191575;0.420651436981341;0.0349924218360676;0.139763687774917;0.216954335219533;0.275279612366005;0.0528838764915648;0.0371481301772996
"rich";0.681703972293544;0.168722244135421;0.0713842894129508;-0.0684100817963245;0.0336312668637992;-0.0477549484715272;0.475043162364785;-0.0102695441943648;0.00400486344808556
"uncertain";0.247460576015545;0.466797313866035;0.251314103831572;-0.15893587973657;-0.0412458056628912;-0.0461413638515011;0.0751066555848369;0.211018264692161;0.152138535914883
"strong";0.177078426579716;0.0905161685227187;0.650773676931747;-0.0231465504839334;0.0135838436114252;0.161089675539696;0.014014703976538;-0.0173695745818502;0.286944406423346
"sacred";-0.0461433868555014;0.344856123860484;0.0856062525746307;-0.0627401678042187;-0.0676825242830518;0.082410111648869;-0.0274712392394213;0.744631843773952;-0.00540290480416002
"welcome";0.0241737267726597;-0.0512159757398107;-0.1024892451778;0.0574092974021354;0.10446164311299;-0.0381221674096079;-0.143196195905493;0.568763890299607;0.380732868626464
"wise";0.0410179688582094;0.0938300643173269;-0.0254859407081805;0.248271431522923;-0.0611188958182449;0.0948564875655943;0.296983340685017;0.605135692412812;0.0239592263031077
"curious";0.190837508841872;0.446947172168389;-0.186614501586224;0.123301740295791;-0.113834902958435;0.0994745739948139;-0.0964616006222505;-0.175703259345346;0.292341201872945
"pleasing";0.0252083898552163;0.115377691130529;0.0412464001357843;-0.15048080528985;0.68418360495053;-0.00527271540101392;0.124464587803858;-0.0492199773933325;-0.0861468047346976
"worth";0.504270228540161;0.0268680027606167;0.622399621803001;-0.0847603833319003;0.117664840549748;-0.0849170516351686;-0.064325624638908;-0.0247395354179387;-0.0239636415752061
"kindly";0.361779458067863;-0.00621365146075092;0.0738301892711125;-0.0413433340260874;-0.0891346607832132;0.0490727247514356;0.0908718782547645;-0.196929112550894;0.204938578143461
"reasonable";0.00536215684650054;0.196761581199678;-0.0547774566739118;0.125874949326901;0.350542714326205;0.212082159268033;-0.125663175490472;-0.0896326287536987;-0.118358263182767
