"MR3";"MR1";"MR2";"MR4"
"#-accustomed";0.169192938169161;0.153587394473492;0.0799041513930863;-0.19006058855205
"#-afraid";0.343104061980507;0.062757221178018;0.23228508279831;0.0835096786762769
"#-comfortable";-0.0684037343279505;0.064381857038261;0.0679825216621934;0.275836672211093
"#-curious";-0.0684037343279487;0.0643818570382621;0.0679825216621939;0.275836672211096
"#-free";-0.0425682034537239;0.670137939234688;-0.0375812211293498;0.0890403330180767
"#-honest";0.020311647858955;-0.0173610793533361;-0.0990114719919482;0.103860499345959
"#-married";0.194338642222342;0.102969484654719;0.102812174364763;-0.231049728433475
"#-minded";0.35490431683239;-0.0921755602551383;-0.0842483915076661;-0.0480088108368813
"#-neat";0.0486542761180792;0.0895467236694395;0.0334409295216704;0.398279225021929
"#-profitable";0.293278277171837;0.0315775581604891;0.273237725985294;0.0146099893642757
"accomplished";0.626962653877419;0.118690660485824;0.279248424929513;0.196109754408398
"accustomed";0.363659891740253;0.351969874310424;0.42080996953281;0.160406596301598
"afraid";0.46821691238314;0.540510028866185;0.404445274070274;0.190868189881415
"amusing";0.0602988723325945;0.477000572232814;0.0463026457778208;0.233034096597601
"appropriate";-0.00583851508873405;-0.00324136179843971;0.149902866419961;0.248274585113287
"artistic";0.0701817917725549;0.0430178757413867;0.0808002434304739;-0.0221881846543562
"beautiful";0.485986334319491;0.511838993437104;0.418886048474204;0.140180629929357
"blessed";0.178327699048572;0.656553566760572;0.0992165459476554;-0.0290931945031558
"bored";0.25054291385623;0.311282108303059;-0.0230282941336853;-0.0308709946701612
"brave";0.433456018690329;0.381249021907312;0.130374421731103;-0.0884908021102573
"calm";0.393040825859095;0.291118400770421;0.157248733873507;0.00426352159215612
"capable";0.398222003941239;0.358977360942365;0.116423556108904;-0.0283010255233146
"careful";0.263163077668362;0.59342585675236;0.253756307345177;0.32165280611841
"charitable";0.0748623339142459;0.39975019436802;0.0584617684987576;0.260033990564355
"cheerful";0.483769404326841;0.605519902223143;0.229150391480581;-0.0404480288322961
"clean";0.442906819248438;0.370410035104403;0.118040393445773;0.204660375665864
"clever";0.450732415282136;0.431531180704607;0.163382285123294;0.12594118651248
"comfortable";0.514275849343787;0.616518329526192;0.157082157760913;0.0951298096643513
"compassionate";0.122970517344657;0.654246327794794;0.216678356698298;-0.0768296631202469
"competent";0.220213656554969;0.0123375114523808;-0.0567966884230662;0.0281918152170518
