"MR1";"MR4";"MR2";"MR8";"MR5";"MR11";"MR3";"MR6";"MR10";"MR7";"MR9"
"#-afraid";0.0955494969164094;-0.00164934552281268;-0.0818039187278675;-0.0350852159116341;0.816957399372014;-0.105614845355613;-0.241144954755229;0.139321902356455;0.0267124475375719;0.092132209282769;-0.0111686592593192
"#-dangerous";0.0137331671830397;0.0155789233489802;0.0153048633216964;-0.103456941531339;0.0341928151156427;0.234444169984692;0.333776038649686;-0.0407444117402209;-0.15086943665862;0.206092290897214;0.0612989017604454
"#-fair";0.354073395338958;0.400581403601714;-0.0460769385583941;-0.00751452170722148;0.389279090139701;0.0668720256372144;-0.0708936395028717;0.381524114715548;-0.135121494536084;-0.0644746881291239;-0.0221348651862717
"#-pleasant";0.143020438286634;0.0487119912422743;0.28293985981731;0.340743944568574;-0.0646328813288042;-0.0984317040181537;-0.015782159230767;-0.128573242768414;0.186616371939447;0.112149579775089;-0.311077097383467
"#-strong";0.062566604170506;-0.0533885117504032;0.0128212519449642;0.118658898321921;0.0149390967766933;0.158109176630493;0.0531925383516038;0.162427475628752;0.715182042099728;-0.0649254674244012;0.023587562975999
"#-weak";0.0506084543506106;-0.0262863977487474;0.0162994886911766;-0.000490139497550483;-0.0621055827170698;-0.0883886906434903;0.0432648918598641;-0.072655494769141;0.000319426794991622;0.173419254892612;0.707236776720966
"#-worth";0.086033242584737;-0.0464400859612598;-0.0702597689435833;0.270075913571487;0.483186530288647;-0.199616807859854;-0.153938610790494;-0.0197520402105253;-0.0647918782259653;0.072219833664759;-0.0899954475179044
"accomplished";0.195890223201778;0.412837726922163;0.216105893314555;0.0488711533709814;-0.066939925991008;-0.0061677119208861;-0.0744116026040505;-0.063125148739344;0.282554658823732;-0.0684355849648702;-0.0703105864698305
"accustomed";0.613835095728867;-0.0850944209117126;0.138033809185296;0.203648682958935;0.0657427844214453;-0.0644185845643922;-0.0585029360128905;-0.0290387328134852;0.0678710585317453;-0.0259491800463283;0.0682395397808215
"afraid";0.394169448876778;0.127990140329638;0.20737955445694;0.28080942596781;0.0203360636189193;0.312495516440508;0.0225467923894554;0.029338453998915;0.114417531018176;-0.0269552038324143;0.0332695410377579
"amusing";-0.0523961207212279;0.50040178503103;-0.0555314426742011;0.153117973768089;-0.0142291166559972;0.0320819815306538;-0.143823730318517;-0.0351651605935931;0.0368829446408519;0.0368090048104156;-0.140668288529791
"appropriate";0.065417029794923;0.368600749643126;0.179813849221156;0.25656258771575;-0.0102969031880448;0.140777514534783;-0.142799088421922;0.0416837966097525;0.183251822632322;0.0821988492429456;-0.14036957615051
"beautiful";0.498341480574409;0.337131268087474;0.265295559296656;0.254470139452207;0.026407374627079;0.167004995883392;0.0559296372358382;-0.0172343144416915;0.171537451155398;-0.00738355922141489;0.142169801831135
"blessed";-0.00563524909889287;-0.0134531693559017;-0.0444422311560269;0.015749654901116;0.0601095842586751;0.584069314513669;0.0312854324478196;-0.00460030316315376;0.00334479190273055;0.00693139943383332;-0.0896884269231387
"brave";0.0563447966756901;-0.0694506616851382;0.0651568303073257;0.281027738270343;0.0290143042125834;-0.148568834963761;-0.0313901393754597;-0.0567641016428256;-0.000519746769998542;0.0273460598082627;0.137339256260833
"bustle";0.156201748512449;-0.0334513062054754;0.0685256727896449;0.00883706524629862;-0.0141003037821242;-0.0832701832803385;0.113971401535818;0.459028589281336;-0.128452753588511;-0.0681663998559527;-0.0881848526077679
"calm";0.374729515546566;0.310928541519221;0.588714927178856;0.204862837119854;-0.0201562650861563;0.286103953377773;-0.0197297505242293;0.0924143327722235;0.0225753067648506;-0.0889075232256117;0.0701529584695349
"capable";-0.0878977879606267;0.450422945651896;0.224149409441426;0.128618272767189;0.0159745279665793;-0.173509431144016;0.04347714433905;-0.114915392363639;-0.0326866846639607;-0.0361750662985959;-0.157728800334315
"capital";-0.103918319563747;-0.0704151386472341;-0.028916675341826;0.0198975197415295;-0.0566455709601632;0.406129029151258;-0.148426177524232;-0.0240906265288353;0.141151884671932;0.144378855568342;-0.0568010151188094
"careful";0.0125139961551548;0.194018304361415;0.253096487005701;0.361891193177349;0.349597706681594;0.29958745230969;0.327541549394993;-0.0154986018653871;0.0283493691321905;0.142585964662996;-0.103714850982563
"cautious";0.0565450534578395;0.838780800288616;-0.0551519662722172;0.124122287994303;0.0452491277266835;0.104877962072223;-0.090982794322354;0.0238717684516058;-0.103933158862953;0.0930094002072409;0.0537766898363171
"charitable";-0.131301109121898;-0.0528404161178327;0.117697431566263;-0.0376600889526569;0.682618448367405;0.173479136395317;0.29641775282093;-0.138444138940108;0.0577340514089573;-0.12894138544122;0.0284581758247471
"cheerful";0.43479013989238;0.146894648201297;0.418181319391403;0.0718467922435376;0.0553941008079344;0.34552892877216;-0.0583288730835437;0.0290566168022505;0.106326745599741;-0.0976521173665;0.21895871052386
"clean";0.393239417412178;0.398401814792358;0.141930022412154;0.302503137646132;-0.0457976202928251;0.352585204162545;-0.112788798126417;-0.0596729305585855;0.0805103220905361;0.0180262954277079;0.0553028201954031
"clever";0.429198050950791;0.0470620807658299;0.454065196996602;0.342971185412564;0.139135260376003;0.0902769359105938;0.0376590490855396;-0.00375083267727524;0.0401468688142677;-0.0257324175509741;-0.0371302774975507
"comfortable";0.491688094451047;0.1126904383218;0.161958376080404;0.15727310803143;0.0202153567400549;0.540881127743745;-0.000581467060060681;-0.0672391064178723;-0.0337421953658638;-0.0336209499906532;0.158037532097709
