"MR1";"MR2";"MR3"
"#-beautiful";0.418603928963069;-0.109047352728464;0.0448843314187914
"accustomed";0.686273892829987;0.226001794135369;0.182741702585286
"adventure";-0.104863395362743;0.777177120145889;-0.202495037275716
"afraid";0.0603689023852269;-0.140860118791153;0.23804206755947
"almighty";0.17005074242319;-0.0806702976080882;0.196772518331781
"beautiful";0.70136626961263;0.287907872245229;0.0364908807414087
"best";0.411183552737462;0.148467802182382;0.289079409288307
"blessed";0.120377517524462;0.117847992258085;0.122377986152041
"brave";0.268254044947475;-0.0772595966054665;0.169795575086298
"calm";0.332144590272265;0.430771870467586;0.290934904704204
"capable";0.718018265905635;0.319212772084856;0.250967540200061
"cheerful";0.781843350410342;0.164944397190782;0.0419727417157492
"clean";0.636251681979586;0.0149027821663669;0.0529813734474421
"clever";0.289967586101168;0.067185844166392;-0.600466864161012
"comfortable";0.430347810026486;0.072626875788354;0.102300285288452
"competent";0.125264604202206;-0.0110353325571713;0.181056977655127
"complex";0.0220201967539481;0.21794466917687;0.0192799873382677
"confident";0.0125890580717745;0.34256632951098;0.0369825863499352
"cruel";0.523639762250994;0.000817368103457385;-0.556641185249643
"dangerous";0.14301198509825;0.098466749487959;0.367109236193821
"delicate";0.400548838830908;-0.123167587134008;-0.0857269414801171
"delicious";0.40650275471333;-0.0291018505603041;-0.117382262359117
"delighted";0.755682838784823;-0.0435975132115883;-0.0645847716980928
"delightful";0.431832756388859;0.0426836877692165;-0.0520519069513387
"determined";0.0544366035719958;0.277995253163768;0.239187884226076
"different";0.794742278378413;0.159617569483707;0.130662055573597
"direct";0.724941272665232;-0.0943955885890689;-0.0241715614501679
"encouraging";0.050369142755225;0.384075736015283;0.342822386356786
"enthusiastic";0.605439202713811;-0.160588056895859;-0.0721044010916905
"exciting";0.698861882286843;0.0599819640642394;0.170044989956452
"extraordinary";0.241598202353214;0.174742938750252;-0.0630507993148332
"extreme";0.790057295434801;0.204661903626999;0.106724009115796
"fair";0.661515920641118;0.19514064897977;0.0298666430631362
"faithful";0.265654995863673;0.360458164195211;-0.216508602730866
"familiar";0.432727592406472;0.290341572915786;0.268550536481282
"fancy";0.17914606534798;0.232618366916002;-0.187835902994356
"free";0.584347790991805;0.250288647599481;0.202106963987285
"generous";0.591445334249174;-0.0555898836792413;0.228739169601266
"gentle";0.672152884821464;0.0818388592113215;0.185904626471448
"greatest";0.648314883453197;0.306769232154038;0.0768935861248997
"happier";0.0708625275649881;0.726658374781662;0.139191125685807
"harmless";0.362446173086162;-0.154299671251299;0.153243546660281
"heavenly";0.188178772478258;0.419365837907307;0.324503715581382
"historical";0.198582689916462;0.0538086744657804;0.0999149525773323
"holy";-0.104863395362742;0.77717712014589;-0.202495037275715
"honest";0.143478120898716;-0.0872377039830688;0.243410760015229
"intellectual";0.0503691427552249;0.384075736015283;0.342822386356786
"interesting";0.318115803379202;0.0508809941430012;0.225258949694221
"irregular";0.31607099614632;0.207117377158316;0.357568450411847
"liberal";0.168132308920324;0.111978800543863;0.347358756456826
"loose";0.314793454718847;0.14729301422645;0.425291914077933
"married";0.289967586101168;0.067185844166392;-0.600466864161012
"mighty";0.609132619114447;-0.0178352634672393;0.277003235030671
"modest";0.289967586101168;0.067185844166392;-0.600466864161012
"moral";0.0237099261750253;0.733999713413541;-0.0626515015935899
"mysterious";-0.00323378395538147;0.830178157456314;0.103585340543426
"natural";0.469753593323204;0.560894805543045;0.0389296964250134
"neat";0.274083542675054;0.00922305190121572;0.2656782670139
"original";0.654513275998677;-0.0631916249298028;0.0391445492367458
"passionate";-0.00498871057642469;0.0275671553483434;0.239750082402894
"peaceful";0.302834767193083;0.594732825807554;-0.0982955774544794
"pleasant";0.666295500222398;0.303017117809631;0.262436165004003
"popular";0.281807603204896;0.0954969333311186;0.280790672683096
"powerful";0.540797897239048;0.167085871305214;0.157285311864349
"proud";0.151523152595735;0.337931551588678;0.390737233753747
"prudent";-0.0982439271671864;-0.0525987769396551;0.247420098171932
"quiet";0.417437243941856;0.0715081560567097;0.111508228393603
"safe";0.297721650311812;0.169324684256688;0.423513824244824
"secure";0.0223331721808895;0.0188310152623328;0.402028314456165
"selfish";0.325966863894687;0.0589848440870113;0.126114978304431
"sincere";0.0894401660808834;0.0423302811865999;0.331937033206684
"social";0.698861882286843;0.0599819640642393;0.170044989956452
"surprising";0.343157175105546;0.261951039047863;0.0964654060263306
"unfair";0.547722760012246;0.153727155693162;0.0678973891146185
"weak";0.323224102407976;0.0350780789426258;0.270830055815245
"professional";0.407362582750035;-0.13714029516528;0.028004509849575
"suited";0.112957010870991;-0.156596919657321;-0.0338966924928702
"superior";0.758594819383291;0.198347087663334;0.0500634781623934
"universal";0.424824533497153;0.177818220871299;0.0269314629917951
"thoughtful";-0.104863395362742;0.777177120145889;-0.202495037275715
"warmth";0.0603689023852273;-0.140860118791153;0.23804206755947
"graceful";0.646263272231982;-0.0449289418229376;-0.0962429188317873
"minded";0.413310149141339;0.101102333066264;0.130766328268646
"rich";0.659857099711646;0.268587533858257;-0.333383363075994
"uncertain";0.168133739822243;0.613980024281288;0.0660404685497244
"strong";0.273631178532927;0.296903336633831;0.444804438789501
"sacred";-0.0338951292378755;0.487571178875459;0.137106950093577
"welcome";0.061201550526488;0.0670309798135886;0.289244400561197
"wise";0.241598202353214;0.174742938750252;-0.0630507993148332
"curious";0.116155062698101;0.261791505085551;0.0327590615611825
"pleasing";0.149240552697296;0.113663782704655;-0.0700935559857671
"worth";0.44353109958179;0.294396120976574;0.276212634794437
"kindly";0.300098500625881;0.0147979495598028;0.0336933621733173
"reasonable";0.103015336690965;0.0644238424556925;0.0639202221027961
