"MR1";"MR2";"MR3";"MR7";"MR4";"MR5";"MR10";"MR6";"MR9";"MR8"
"#-comfortable";0.0912174017841435;-0.0599579282485093;0.404330087155023;0.0782882890095847;0.0613466088707867;-0.0972368158369569;0.492641104071771;0.139079689660977;0.0577521101628435;0.0349417486521335
"#-dangerous";0.0215652178052486;-0.0115747042736903;-0.0283717726214044;-0.053467397375953;0.483183286947264;-0.0219499875826179;-0.0032640279352187;0.00555484456222979;0.0851823471999045;-0.0264030787640705
"#-direct";0.0215652178052477;-0.0115747042736903;-0.0283717726214021;-0.0534673973759526;0.483183286947264;-0.0219499875826172;-0.00326402793521925;0.00555484456222925;0.0851823471999039;-0.0264030787640673
"#-free";0.0241971189134062;0.27886520221208;-0.0216408505512041;0.00295496499565161;-0.0317111469161238;0.010249433247426;-0.0307621322619695;0.0414426111241779;0.0864463038559848;0.0311284422110426
"#-married";0.414240923654387;-0.187630978018492;-0.124656975491583;-0.0624657551812363;-0.116114741700897;0.114672710599673;0.413398541191735;-0.285905265784507;0.125063081223105;-0.0619888980636224
"#-polite";0.184672792927897;-0.0785405495717326;0.0331650666676617;0.538181443031052;-0.00306920384078197;-0.0860926611275313;0.396107553399718;0.16732951516319;0.0489221978383532;-0.0120992236617505
"#-worth";0.404620933928188;0.0459120483902285;-0.198562552855597;0.304324340054371;-0.000287569499694024;0.144674850071581;0.00631190392360456;-0.228266888715906;-0.100957966316372;0.137381142537845
"accomplished";0.573794633492421;0.335137222660818;0.0258811676887627;0.167123616438655;-0.181966078527463;0.155981384897129;-0.00502445375906816;0.219341344575563;0.105485399322772;0.192103289051035
"accustomed";0.680735939700222;0.220172302014271;0.310634928392918;0.0999393968735259;0.151155575318817;0.0453675954548001;0.143852914987103;0.0509224239940893;-0.0294148669274024;-0.176625016959444
"afraid";0.767321423546565;0.129714847865275;0.151142285963325;-0.0106897587901564;0.156896105417016;0.229109057335866;0.210168910733599;0.135054916024342;0.222128995809567;-0.100922855917734
"aggressive";0.0237382164853143;0.525212607455499;0.318384001142539;-0.047959709714903;-0.0276719433900873;0.0400414083012395;0.0355155788799557;-0.0317302052797742;0.0870337667297155;-0.069732960647049
"alert";0.207624403486237;-0.0350983451124838;0.028702405040366;-0.0868385533894434;-0.0991105224421785;0.446710490264906;-0.0521213358984973;0.0943545960587861;0.000136773383268463;0.227973671087721
"almighty";0.160845544114906;0.107014873342137;-0.00936116207127376;-0.00939968005645273;-0.053503212570677;0.0312277932456234;0.326566226265335;-0.0777489699252084;0.03271858099274;0.17010214720283
"appropriate";0.322600033500081;0.041630960436627;0.192215808075068;0.276990679620658;0.438063740669142;0.0827254668494161;0.116418367699176;-0.107266582567844;0.0754015650810258;-0.0705462353129917
"beautiful";0.727881484053699;0.155848441780151;0.195420534863327;0.266741408038245;0.21159510277721;0.0284362880002349;0.136118585619449;0.0232913494945309;0.0528152233803784;-0.00456620132883468
"best";0.610408957337725;0.206788551688701;0.250501777382574;0.221449879957413;0.260598159527918;0.349041241418866;0.172892610665724;0.0774323080139021;0.194783515447313;0.11677548401858
"blessed";0.578612128568891;-0.186814064070981;0.0158744595507547;-0.0674172381809912;0.00535396262778312;0.027550754566093;-0.112101226078496;-0.0458425555679456;0.160347332929215;0.153780209874447
"bored";0.130951735621054;0.0581609613405231;0.118119595873605;0.159566765246184;-0.0375718507894045;-0.031778912531775;-0.286437987035265;-0.0111964979047099;-0.0664047142030827;-0.0644806728642599
"brave";0.644136542000328;0.0926767866525033;-0.0647609053823224;0.00500902592419132;0.179220234050381;0.312016710320976;0.142611579521675;0.322850403267413;0.0399053430032945;-0.00342421503492723
"bustle";0.285120012610662;0.196522424981085;-0.144498867343087;-0.0678150914883123;-0.0481879241602125;-0.117300689980257;0.495014493078081;0.130378508349731;-0.175570380825681;-0.282066482454373
"calm";0.752601619350095;0.164330868708885;0.1587041657871;0.0472723473264982;-0.0358566549823336;0.134662283893939;0.00249189076306508;-0.0823419022226358;0.0354899374116528;0.138722730724818
"capable";0.480052291266476;0.138600211461684;0.303387004627194;-0.123298703163283;0.147864426949019;0.243165103321531;0.319413184983851;0.258604719865227;0.128608217638925;0.20479834008629
"careful";0.353189066166874;0.327892977665496;0.479481675759332;0.152699317606721;0.179163661688974;0.0406664054458149;0.13011015493831;-0.00794414695162412;0.0492946043950397;0.239184901538478
"cautious";0.325034506502046;-0.0199270838894865;0.227331453406205;0.289338900524399;-0.0332017709572503;0.140778789059616;0.191458697626142;0.497178345870165;0.0053223466441194;0.12715942236471
"cheerful";0.702510162127952;0.0336382522514849;0.126450596405694;0.365059646545799;0.22562704515982;0.239500561700727;0.163280612824084;0.10673298409623;0.0140294850752991;0.110449272503352
