"MR1";"MR3";"MR4";"MR9";"MR2";"MR5";"MR6";"MR7";"MR8"
"#-determined";-0.0612225464407683;0.0623580668931089;0.0801324397914793;-0.0620991180967311;0.0983476552053878;0.0448691971906169;0.293006041643281;-0.042796180143663;-0.0534655107749416
"#-free";-0.0976562718149405;0.254434323242667;-0.0673086095742469;0.736865266589461;0.00728438651172773;0.00227736894410373;-0.0739339741216221;0.0191607393757409;-0.114748900234915
"#-interesting";0.714265603494814;-0.0140716376959894;-0.118399820153861;0.0344645786206464;0.00450936019643374;0.132716879675116;0.0125789433764138;-0.0828736893321314;0.0559155456802981
"#-worth";0.00820552995538719;0.00255221127046414;0.692657262930669;-0.0237492318508117;-0.0744163574296723;-0.0186923599734129;-0.0576567378725777;0.0408365947709973;-0.0472380044003521
"accomplished";0.218174598478683;0.167140437199671;-0.0400849567531189;-0.0146245053492045;-0.116364134101362;0.0877405390591316;0.166845189474816;0.0441584781191366;0.397876977047759
"accustomed";0.707392084963701;-0.0073876587178485;0.000429105709139803;0.125922429154127;0.333286451212815;0.0413752963250029;-0.158353300596346;-0.0369600118653596;0.110604127986626
"afraid";-0.0600371631810067;0.0195951969753783;0.208594725528406;0.00835771352652843;0.236527885616558;0.485184923779624;0.0420273202768742;-0.0766652644778857;-0.0493493590926609
"aggressive";0.370661249018538;0.0779157956945451;-0.206902538400045;-0.148663526001549;-0.0232798524262307;0.0283896016405936;0.115391944749766;0.177613556791789;-0.180979676183921
"appropriate";0.168282494875484;0.634492433879622;-0.0037104498232959;0.343345399368494;-0.0706206358464025;0.0890506809927466;-0.0867658414060854;0.104872138123369;-0.106598098615949
"artistic";0.272485938120054;-0.0623102167076944;0.248926153743211;0.286979181500525;-0.088599881142887;-0.127336497541035;-0.269521177030981;0.164414962154299;-0.0668985674138505
"beautiful";0.0334223463638;0.0263931837236819;0.556991028014784;0.042539832362286;0.182089774282677;0.253884100282739;0.0445656177459261;0.0791985809554499;0.10857644444022
"blessed";0.0334006300130685;0.100013837601964;-0.0463530333748893;0.0000937905597869302;0.0549414109235178;0.598318549724891;0.00615223168345501;-0.120770154048452;0.0231885874731421
"brave";0.40134582833609;0.0654771690310306;-0.156906600447354;-0.0839832332834931;-0.156468977464534;0.0287629945561302;0.0515233822119622;0.062983735127382;-0.1183075569406
"calm";0.158503060609057;0.0123822663182908;0.0033820386051935;-0.0524869290308156;0.0267387461248756;-0.0349004982088734;0.711139767634351;-0.0265829786188807;-0.0548369064030087
"capable";0.20994527657389;0.2235180617876;-0.0852047255178154;0.00216224046236562;0.148399777858668;0.0592192833717302;-0.167609169514392;-0.0159065365427697;-0.128105024758845
"careful";0.059949238174523;0.0130027139034043;0.188669588582147;0.08875555452168;-0.14558241762196;0.247928318125847;0.054910459712222;0.0357372458158994;-0.00383457531193788
"cheerful";0.196091731771267;0.199484165287232;0.274097852155012;-0.160888519874931;0.261773101149794;0.170307140904001;0.486034941693245;-0.0556853266766813;-0.0662405032863553
"clean";0.26445837001705;0.626978848574572;0.062046317888805;-0.0117691339010753;-0.106246828542794;-0.0537375918616354;0.0999935440787941;0.0372884496965884;-0.0452182022442448
"clever";0.123198895749581;-0.207158795252563;-0.0270549162802876;0.588487300653396;0.148209235782504;-0.0109470368357295;0.0445274723855658;-0.102884047884669;0.0534359423321512
"comfortable";-0.0273740537832015;0.677090504969211;-0.102033108113049;0.134386258853075;-0.0925419049291023;0.0908567254314538;-0.018759803162335;-0.219770391008894;0.0804416076382089
"competent";0.210661966430461;-0.236032520356378;0.0553419185058755;0.182889458437593;-0.0844740789928084;0.0971525947966765;-0.119179445107036;-0.0638260984302379;0.0401047622664642
"confident";0.0733849523346168;0.0272677397432821;-0.00999091282253349;0.109664506265641;-0.204425348376683;-0.00801898881085978;0.371732446190522;0.447634071234033;0.0927860329372308
"conventional";0.440320441914891;0.386877196206753;0.127950791299048;-0.0416461145738516;-0.0712718502664624;-0.0549089015270803;-0.000677432891928045;0.412652149403273;0.185494713129318
"cruel";0.11888942061344;-0.119847919590637;0.228938949882327;0.0835489588609547;-0.0640490314947444;0.486583208424091;-0.0484089291603236;0.0903895388554439;-0.0712385642383462
"curious";0.191133272068846;-0.046888746939787;0.0868133294720072;0.0782865882296919;0.299637613826776;0.0745770540176534;0.15651235752004;0.389783390247733;0.106786923737821
"dangerous";-0.0889507767193404;0.156460107675791;0.284223178636879;0.00689546841404157;0.336997450001575;0.394858364542916;0.180422437808133;-0.0239639353400717;-0.124318829794379
"delicate";0.0961797379126167;0.0265892657260803;0.0230858037873073;0.52423844051327;0.211280673450057;0.155692609584407;-0.000159152797227474;-0.0363796038597418;-0.0405805622250158
"delicious";0.0967337494077603;0.150539149870122;-0.0799186567626654;0.0569531545615411;0.00217718142429579;0.30371025546363;-0.0796749668889378;0.345088847456993;0.00986084393207206
"delight";-0.072236327051505;0.0147696127101136;-0.00809332954057071;-0.0839644860204249;-0.00671167112156189;-0.0885179815767625;-0.0987747460473182;0.0228941101092315;0.717102736381771
"delightful";-0.0150608748470287;0.0103483341638812;0.60319349547389;-0.0878584996564642;0.370090079427895;0.0451661176024631;0.165373157547969;-0.170934909774178;-0.0358932268812731
"determined";0.0707011257881045;-0.0482150626436138;-0.139043646878149;-0.144728351815855;0.288901790297634;-0.0199631958608723;-0.00859696817709374;0.475267654486812;-0.0176889256424302
"different";0.0156372127110159;-0.173107754713485;-0.0416490224855484;-0.0565304753540585;0.00252708822079397;0.336251966627145;0.0201038318076277;0.52372604342015;-0.0599274631829318
"direct";0.0283744993331754;-0.262166304654681;0.0804054133840714;0.042866699304281;-0.0936003641153964;0.553155675411538;-0.130512835437421;0.0684953313139777;-0.0227806029512743
"effective";-0.0722363270515051;0.0147696127101137;-0.00809332954057072;-0.0839644860204248;-0.00671167112156171;-0.0885179815767625;-0.0987747460473183;0.0228941101092315;0.717102736381772
"encouraging";-0.0768164404183418;-0.0281824035460896;0.26932728922739;0.103651538249131;-0.0536667554525833;0.179492492968406;-0.0388727768224471;-0.022363842196531;-0.0371914540883662
"enthusiastic";0.512698948728774;0.0428608392876082;-0.198976976845185;-0.224045736694749;-0.0514916991904493;0.0197127978939278;0.0524601274313337;-0.0114833706705228;-0.165656041615989
