"MR1";"MR2";"MR4";"MR3"
"professional";0.408131582719115;-0.16255977861492;0.0505328596899011;0.00214058391578906
"suited";0.100837745043418;-0.161619556420045;0.0160968502821724;-0.0433956300904675
"superior";0.674662058733117;0.166865059511247;0.393050290961682;-0.055626102693655
"universal";0.478058254993999;0.145101618435138;-0.039373437587706;0.0276514585832546
"thoughtful";-0.111732603855266;0.795825851861814;0.0540723417951213;-0.207290733234654
"warmth";0.0784157932906623;-0.149671301457361;0.0110922118808691;0.234100187691803
"graceful";0.665981579936669;-0.0862945197910614;0.0185693814834439;-0.125753928808514
"minded";0.423450370999575;0.0739890871266442;0.0929054781459902;0.101243923213081
"rich";0.690270778662564;0.230528154095713;-0.033164478383513;-0.352786934548736
"uncertain";0.235702427660115;0.5967104563223;-0.0440676710781177;0.0812063803129079
"strong";0.360864135376804;0.264228174383929;-0.0123168667202981;0.45796897450669
"sacred";-0.0106346342861194;0.48700605830407;0.0452261963017696;0.139415615186629
"welcome";0.0164267912496449;0.0677596477268956;0.226468232179099;0.245933601503869
"wise";0.229616513331334;0.163492009518767;0.0769279018093224;-0.0848360984901666
"curious";0.122692076201057;0.255359241508677;0.0492442813482794;0.0213610237276318
"pleasing";-0.0401162134555696;0.142043180266555;0.535536637498336;-0.20255872005093
"worth";0.515704212162926;0.256445149316957;0.00553805594690246;0.274126967741367
"kindly";0.356877556108356;-0.0129731399623826;-0.0902717256730347;0.0457986517564884
"reasonable";-0.0307883068265002;0.0811590869406356;0.406568609651264;-0.0275347128143756
