"MR1";"MR2"
"#-beautiful";0.627088652494079;-0.110848641300775
"#-fancy";0.246095731054273;-0.0467415732803148
"#-humble";0.476655750779732;0.121706452395777
"#-worth";0.384924255240196;0.538479137080115
"accomplished";-0.108422778605536;0.301590161282682
"accustomed";0.576293373992869;0.208596645033108
"afraid";0.534736133589684;0.508677385115445
"amusing";0.104186125003966;0.0657206909378401
"beautiful";0.735409936625084;-0.0141902017725916
"calm";0.191771822447366;0.13202956050835
"capable";0.589452402343007;0.367730120995731
"capital";0.230726304673791;0.241631486727983
"careful";0.304331778471249;0.440098913628322
"cheerful";0.461098536358691;0.276195286210352
"clever";0.389225562285276;-0.138975121872935
"comfortable";0.286507225453899;0.51403163199964
"compassionate";0.137572032786036;-0.0146257448088852
"compliance";-0.09134278887257;0.000249252333770325
"confident";0.591893401186417;-0.0862357113953172
"creative";0.19209094963412;0.130599259205728
"cruel";0.531928472666363;0.484381551236341
"curious";0.374389394801101;0.0358652642102641
"dangerous";0.538689507852083;0.0238976105964132
"daring";0.0707916803120563;0.382448955051488
"delicate";0.541337240208421;0.382641884968987
"delighted";0.714363858960264;0.243416135337307
"delightful";0.719916532873019;0.0289483071681093
"determined";0.584698097235253;0.419078747445159
"different";0.444294259100096;0.663672163668834
"direct";0.00527934353620323;0.135798833886258
"entertaining";0.22771864175387;0.386174774941454
"entitled";0.269806265792652;-0.0477180493198367
"exciting";0.154924166331077;0.0161806330808741
"expensive";0.0882830854536252;0.329055518502995
"extraordinary";0.739834084526483;0.191234704565216
"extreme";0.250598586164201;0.658871758054402
"fair";0.417602500956471;0.446857139554234
"faithful";0.533255170681604;0.10718673934596
"familiar";0.02526916539448;0.43210450158828
"famous";-0.0841250332054174;0.654576402591673
"fancy";0.485106293927364;0.102934368978036
"fascinating";0.10157630002064;0.0308328429925265
"free";0.732382044667281;0.265963259209081
"friendly";0.394234428484712;0.499980621404851
"generous";0.685439719197729;0.358562893879291
"gentle";0.437528237505578;0.128882504318028
"genuine";0.191332774416974;0.211680816480216
"graceful";0.0171901482082074;0.0928565924417688
"greatest";0.54002109092646;0.48306827480231
"happier";0.243793146516334;-0.0750683040492489
"heavenly";0.383316321280003;-0.0896027802849246
"honest";0.0354013756750427;0.215876991589097
"humble";0.572345367187889;0.150414382071033
"improper";0.519082302875291;0.341844964380302
"independent";-0.0947469347599848;-0.00050610082437303
"individual";0.367584831647362;0.207007639628384
"intelligent";0.627088652494077;-0.110848641300773
"interesting";0.284397534808689;0.431878639818282
"jest";-0.0182990732637246;0.0639600847846344
"liberal";0.207543669760252;0.0655152963002842
"loose";-0.183100815762124;0.226170226331171
"married";-0.0355467284793422;0.426050911657356
"mature";-0.108422778605536;0.301590161282682
"mighty";0.203205614274316;0.174235151432901
"minded";0.0891413912582215;0.0249811081695729
"modest";0.650644830122344;0.141999504936141
"mysterious";0.515804066487853;0.175367876071236
"natural";0.532403663637954;0.294929721540137
"novel";0.0150079345711935;0.431948678119185
"obliged";0.138304196374634;0.420380993876806
"outrageous";0.0413204333597322;0.177773338532055
"passionate";0.0461096819204816;0.449686906667615
"peaceful";-0.00883866832288738;0.312573293405296
"pleasant";0.356060059491124;0.0684143278205648
"polite";0.381164148368495;0.468382209646276
"powerful";0.345238872004169;-0.088593540219177
"productive";0.465800692551684;0.32039537719281
"proud";0.223617235265996;0.693852374550232
"prudent";0.086353077085551;0.383095227079942
"quiet";0.41752706011061;0.407658259808339
"reasonable";0.294886812728669;-0.0349099773151398
"respected";0.203616861169098;0.244042268801656
"rich";0.0132059797465489;0.536277537449539
"sacred";-0.0427886978680032;0.572526848457281
"safe";0.285823153512134;0.678429515522505
"shocked";0.295248158258948;0.25947590268875
"sincere";0.428751727426744;0.189727437189164
"smart";0.193068757833635;0.456172759025113
"special";0.245142978338025;0.0557497779155857
"strong";0.59849747823183;0.536961769729699
"superior";0.371103569162054;0.576213520528586
"surprising";0.354171520125902;0.15031052013992
"thoughtful";0.272914845035609;0.307390592935766
"unpleasant";0.476331510550845;-0.0485674106699002
"weak";0.577991180651364;0.510134105886849
"welcome";0.402644767202493;0.441566665491505
"worth";0.497901102830951;0.277178945534614
"weaker";0.104541649969032;0.547311206166176
"vulnerable";0.36264859687715;0.00452674208646064
"pleasing";0.213381840513786;-0.0352692881585052
"secure";0.304268640396953;0.0768967723173275
"social";0.292367615974932;-0.0476424917807902
"united";-0.0607192898912282;0.12370197209324
"universal";-0.0626776794924178;0.211388231703079
"wealthy";0.348679905408607;0.000874097347814562
"uncertain";-0.147230477331591;0.340537217390378
"funny";-0.0713290068334181;0.229551039650411
"responsible";-0.0235409764004828;0.037912271673499
