"MR2";"MR1";"MR3";"MR4"
"#-cruel";0.0734840367487566;0.00148606715781013;0.186450113977213;-0.207346316187599
"#-determined";-0.0232025611550182;-0.0260025806898569;-0.0318973320747766;-0.0153830616790061
"#-rich";-0.215214232239292;0.721233032971499;0.252989839852449;0.0149461071573317
"accomplished";0.528638525394605;0.047767467988437;0.111867312023682;0.067234012839764
"accustomed";0.458706294177568;0.206111387278811;-0.0971422617236869;0.116669977490377
"afraid";0.597561612376767;0.408815396960637;0.470016033915093;0.177699377857484
"alert";0.427278800008291;-0.00951618342917564;-0.0943640708813079;0.0826165817609614
"amusing";0.113591710435954;0.112985978248025;0.624804821064439;-0.0191425535512083
"appropriate";0.0969052012339972;0.0540445683079426;0.140360722947608;0.545571759612035
"avoided";0.289803048102187;-0.0861045281405852;0.135530727907411;0.0670995307842741
"beautiful";0.495000179975688;0.357302663565902;0.311171375184646;0.187853400963121
"best";0.42719154582284;0.477000374539832;0.502709017300835;0.180799975606522
"bustle";0.369823066651773;0.055328885837356;0.14905317102313;0.505204353464302
"calm";0.36525964424558;0.327808284432168;0.341795758448427;0.128718051033901
"capable";0.47037821086772;0.567207179958183;0.392929401087388;0.23623327992155
"careful";0.255978626807441;0.308793266835285;0.347917699822879;0.190962062041325
"cautious";0.345140153302344;0.0669407504832322;0.137845347521562;0.152878485023185
"charitable";-0.023919814382218;0.102327619725146;0.512043001597011;0.367637932992621
"cheerful";0.593846443417132;0.347796166710992;0.267922452782175;0.25327128305817
"clever";0.65773363076746;0.353202723685063;0.242823918903581;0.052206398726543
"comfortable";0.571877159962286;0.516288468730015;0.366998002143934;0.232753543220125
"compassionate";0.0535682108331188;0.394237782522061;0.470425480622035;-0.230314841401269
"competent";0.106533980110265;-0.0531887262244828;0.0328562980193722;0.254065975213301
"confident";0.0101482348400094;0.0493845562334934;0.280595331910045;0.244597937641062
"conviction";-0.0103561097222001;-0.0202241410779902;0.37269671643353;-0.0193064592897951
"corrupted";0.568694357384576;0.0220304437342576;0.17341328399523;0.170973458005839
"cruel";0.455601633379862;0.274234841924548;-0.0184992989134628;0.299359668079593
"curious";0.146767042067696;0.483145332952665;0.357712194017037;0.418133931404518
"dangerous";0.537119217994956;0.146938116708974;0.392988801368048;0.010343346053907
"delicate";0.336588234047329;0.272237102208648;0.128852748921967;-0.091584308850908
"delicious";0.319425255512187;0.0164161312322322;0.124490812123158;0.402169705031216
"delight";-0.0411583067690447;-0.0345091250162111;-0.0253356392204053;-0.029284464779176
"delighted";0.638589687342276;0.410573763508795;0.206288725488054;0.0927218338545671
"delightful";0.355796963966144;0.546435943964648;0.270120247777435;0.487518182318772
"determined";0.389466516376097;0.587960757274157;0.397117170100126;0.327059973202871
"different";0.56030945798728;0.53676205041045;0.261436846408218;0.222374682199861
"direct";0.162400095955321;0.326085544329439;0.521413711049586;0.259641472031177
"dramatic";0.188397743664547;0.660388315646306;-0.0441245222601593;0.175204914819921
"encouraging";0.445110787669407;0.292655354916269;-0.0530976625765308;0.094988786785416
"entertaining";0.310750998286635;0.0279413760708261;0.389934581692039;0.160938306930691
"exciting";0.127916972990566;0.479076186021874;0.434894517180835;-0.156639627093703
"expensive";0.539313911500966;0.2776942621867;0.213206120418183;0.0305386298053491
"extraordinary";0.275015906007299;0.284292060141505;0.0470756084413973;0.47055528040654
"extreme";0.315888049466327;0.247431564259027;0.308970791532148;0.510450657102768
"fair";0.68789713300606;0.302654111301161;0.347597006748136;0.161536569222559
"faithful";-0.215214232239292;0.721233032971499;0.252989839852449;0.0149461071573317
"familiar";0.277165031653147;0.670419610810463;-0.0569524805406553;0.330063390921759
"famous";0.311610975746386;0.172458848708701;0.367481872395883;0.0916762946341102
"fancy";0.247933052018098;0.214657287091977;0.72360868204952;0.0719582842182841
"feeling";0.00192022753274863;0.0414282934722315;0.671152046953784;-0.161708499937593
"free";0.541836693959836;0.279506030561592;0.343949949908994;0.256879919060246
"friendly";0.440258302586987;0.463108868227821;0.5141841291211;0.251376144474914
"generous";-0.0280783519232808;0.454292918598069;0.0276958210955106;0.519725603336872
"gentle";0.586620282852296;0.455447867125928;0.452141352136772;0.0910095171589031
"genuine";0.157058089025591;0.114613213942152;0.507487072784004;0.49800173364992
"graceful";0.450504778946847;-0.0352301921481101;0.125784965256942;0.0415312946750378
"greatest";0.457307250357236;0.574874734967611;0.477759342766527;0.208235750496269
"happier";0.540948436613875;0.453155719070747;0.276100914891271;0.337174610872425
"heavenly";0.345916008541471;0.042731739989694;-0.0845612592515711;-0.0582348836798531
"honest";0.352112315137783;0.645475631465649;0.397918527671235;0.141983115543599
"humble";0.428308293928503;0.0432233646860684;0.0876511053692401;0.249204469776692
"improper";0.488348464699459;0.287107209732602;0.446472585290449;0.0365241421868671
"independent";0.339807325831654;0.688776327350082;0.235491467187915;0.133303884103174
"individual";0.158976438805797;0.393849244382999;0.0399766227874662;-0.12270422311029
"intellectual";0.164261692881449;0.0244204368500879;0.172442019027346;0.11699020236678
"intelligent";0.327764313234429;0.195024651715776;0.106289220608682;-0.0630337527851555
"interesting";0.67823676551254;0.311527587869666;0.103460634662186;0.408237342105466
"liberal";0.590121220428045;0.0186305138128306;0.144959625177319;-0.0420077588257149
"loyal";0.29683993610159;-0.072123977354625;-0.106322766661581;0.0633127386260962
"married";0.447924581681147;0.304839985496773;0.380387369179689;0.0226707294057578
"mighty";0.197457069022893;0.438803779188475;-0.0885195925483119;0.0655795381773512
"minded";0.646833063021258;0.123963067274441;0.322185087994657;-0.0251357890070811
"modest";0.615921773826846;0.333335562042897;0.35572021507195;0.17441223111395
"moral";0.210476832154773;0.349962888799145;0.424232843629428;0.0804837849916319
"natural";0.518274018340962;0.510298650029371;0.41019325806326;0.2537855372709
"neat";0.361963005893538;0.230996692085448;0.188692347022368;0.160245783437986
"obliged";0.353568670465105;-0.0359320422386022;-0.128949075449748;0.0716759472799848
"original";0.577786589900798;0.45375359633176;0.257827033582982;0.0787710790885492
