"MR1";"MR2"
"#-beautiful";0.0636581738003258;0.102775484441885
"#-free";0.0875901049813478;0.223766339853407
"#-pleasant";0.0421762480743294;0.200357227705134
"#-safe";0.223046473232097;0.313272531569616
"#-wise";0.0642292909673286;0.216882840201032
"accustomed";0.528646735791566;0.386076165450376
"afraid";0.51215948274133;0.551722141824023
"amusing";0.26528566146407;0.0861597461178528
"appropriate";0.233915280484326;0.164699112295067
"atheist";0.524537055437424;0.00553268661655109
"beautiful";0.697208049462598;0.373120702983108
"blessed";0.145078535636388;0.425874852501231
"brave";0.209345833857301;0.228657374750005
"calm";0.665381040566862;0.179495509136098
"capable";0.330910061113171;0.297193551945469
"careful";0.720815376938428;0.270691462269535
"cautious";0.444676150431192;0.425987679992532
"cheerful";0.669601099401523;0.436029051403683
"choice";0.298984572165584;0.0217194491798392
"clean";0.361700863644046;0.484371228185176
"clever";0.501974908170273;0.205072113622725
"comfortable";0.568960433015261;0.575121415787659
"compassionate";0.443868614923596;0.29466845199431
"competent";-0.0558631611121066;-0.0532243040900572
"confident";0.113636419012309;0.037454640651132
"coward";0.0353980193403793;0.646426584199949
"cruel";0.329059372075708;0.527696077169123
"curious";0.552393518685597;0.246139479494554
"dangerous";0.24679938695768;0.511790727216134
"daring";0.503055853024562;-0.0247932119804718
"delicate";0.592864677004143;-0.0586753220821207
"delicious";0.578205029982448;0.285656763175196
"delighted";0.307490804015021;0.286956383994735
"delightful";0.373539714194546;0.29526573109429
"different";0.661721524330383;0.458359067850686
"direct";0.0691840537023961;0.166177558087718
"distinctive";0.062411327959023;0.292712253189686
"encouraging";0.436087451172471;0.29964764434221
"energetic";0.20386222600842;0.127471368033464
"entertaining";0.384377587312078;0.0467069341276697
"exciting";0.160453262719613;0.260824509912845
"expensive";0.260538738116845;0.457784145173857
"extraordinary";0.470614321726721;0.576198585887728
"extreme";0.742543235721904;0.291284509579992
"fair";0.68526852319405;0.465630929077124
"faithful";0.581909788669697;0.429956858602715
"familiar";0.807781837205901;0.199015778906768
"famous";0.128744690066915;0.584684142759844
"fancy";0.258697927376373;0.387879361556233
"fascinating";-0.0052563920717866;0.333639220845011
"forbidden";0.109110611238028;0.131572439767839
"free";0.744536444467398;0.37299100051548
"friendly";0.491179695823525;0.590092383611158
"funny";0.463060913016175;0.245688077569104
"generous";0.481260980975374;0.32419333079556
"gentle";0.668998886608209;0.449525999311278
"genuine";0.598062277978775;0.181210955558431
"graceful";0.428619479530165;0.61042578748774
"greatest";0.494119978532898;0.311495619650991
"greedy";0.163879408673275;0.270333158518773
"happier";0.723218481918506;0.0545868057771303
"harmless";0.0716763842880321;0.557339698958143
"hilarious";0.284912538755706;0.203843611656074
"historical";0.0656641891750396;0.104715395049809
"hobby";0.393095661414599;-0.168092410073695
"holy";0.175907048819721;0.0561087151620376
"honest";0.529281402061338;0.603761887105325
"humble";0.678986643997851;0.408454765175335
"imposing";0.0487214098053857;-0.0267531285017656
"improper";0.0642292909673284;0.216882840201032
"independent";0.329860944112924;0.115316958174328
"inspiring";-0.0212680033446452;0.349133701352763
"intelligent";-0.0515982028182597;-0.0134561032824551
"interesting";0.318965363075312;0.0929755964860736
"irregular";-0.0981731501942661;0.486074996541012
"jest";0.150116183521578;0.63174452680568
"knowing";-0.040818473340705;0.391146566521558
"legal";0.602028090944873;0.390601579544519
"legitimate";-0.111053544701631;0.402642830700638
"liberal";0.280040964234568;0.301759800659715
"loose";0.262837939507754;0.302089575734848
"married";0.260100823862731;0.1919189807366
"mature";0.260954062598148;0.119462763259164
"mighty";0.571954472528563;0.170875172331986
"minded";0.375549939031366;0.238421327679769
"modest";0.406314451342119;0.271506446268284
"moral";0.69264072793964;0.325273985496634
"mysterious";0.633845633962471;0.323973354233018
"natural";0.575808761915046;0.616108696253555
"neat";0.22694394477505;0.285332590698762
"newer";0.172301384495341;0.073676452798317
"newest";0.0720446197064347;0.0216113630524081
"novel";0.193511206376121;0.434466289408072
"official";0.300919888348998;0.159943609880473
"original";0.652913433173178;0.452363342623533
"orthodox";0.393095661414599;-0.168092410073696
"passionate";0.1442813660378;0.117595665946766
"peaceful";0.668984874000175;0.161604805030636
