"MR1";"MR2"
"#-comfortable";0.153885587896143;0.273608180549725
"#-dangerous";-0.0543498626656994;0.239201565792853
"#-direct";-0.0543498626657002;0.239201565792853
"#-free";-0.00862150204338313;0.195313021800768
"#-married";0.333436890328051;0.0174469844160858
"#-polite";0.325164739279786;0.14625658963865
"#-worth";0.435594050611207;0.00843016551821748
"accomplished";0.610869646555193;0.264081515968678
"accustomed";0.634612105404314;0.439234985654463
"afraid";0.710126920653185;0.454440320210794
"aggressive";-0.0226724829140949;0.468340295939021
"alert";0.306545380878516;-0.0514512228047835
"almighty";0.141944816020053;0.174380527282113
"appropriate";0.334343148256712;0.396038516388654
"beautiful";0.716769540245737;0.419265005653716
"best";0.67063781723359;0.537688111245296
"blessed";0.523243461575108;-0.0465300067408916
"bored";0.163159771866009;-0.0411115986680183
"brave";0.646159936767552;0.296445094928448
"bustle";0.176609864014122;0.234377048349099
"calm";0.718034064493189;0.236226504626707
"capable";0.498162705884815;0.443177519145663
"careful";0.388740813852197;0.519804117972027
"cautious";0.511118527356407;0.156244369606883
"cheerful";0.798256268440916;0.323409361313574
"choice";-0.0666562137464742;0.331602678016011
"clean";0.680954592321085;0.402179407527702
"clever";0.588547501564768;0.478849600168152
"comfortable";0.195394464636124;0.678449483457932
"compassionate";0.337921811058194;0.0926482670937211
"competent";0.223700231889847;0.201738766090518
"confident";0.434168900630472;0.250676314370799
"cruel";0.815882385475983;0.24264878807115
"curious";0.542525893444307;0.563317203655621
"dangerous";0.377727504379692;0.424923960237926
"defensive";0.0708885249665166;0.0237038438179397
"delicate";0.730568960120713;0.253812934475677
"delicious";0.574789915982568;0.159330352524468
"delighted";0.456494378309082;0.611015419095478
"delightful";0.614522405408705;0.148113372011582
"determined";0.378457002498443;0.523403910840356
"different";0.69299343319695;0.504115573021797
"direct";0.225672716860955;0.43311744467477
"distinctive";0.503388840641713;-0.0492626459347142
"educational";0.126011371208207;0.015512078969759
"encouraging";0.270860577826326;0.177753700273101
"energetic";0.329409271346336;0.305695236435374
"enforced";0.282972610390276;0.269858915522931
"enthusiastic";0.21720011976842;0.502854832258226
"expensive";0.338702446830003;0.279879104334098
"extraordinary";0.622365333199751;0.560463329263842
"extreme";0.557166858936719;0.338261596651088
"fair";0.563250365966466;0.568452531964398
"faithful";0.615620453961903;0.340862618584392
"familiar";0.564231900380632;0.480962123492829
"famous";0.432427982273962;0.352882368798357
"fancy";0.602328874683141;0.305405640963343
"fascinating";0.199318680546606;0.424557571113129
"forbidden";-0.0137535555582213;-0.0236054760176865
"forcing";0.122572509037588;-0.0453130382735434
"free";0.775399046842546;0.419735488880513
"friendly";0.434017878080001;0.606745345763984
"generous";0.481196524542189;0.449425164462097
"gentle";0.805463987461606;0.356125460710291
"genuine";0.576904212473143;0.267695479224503
"graceful";0.769756611683498;0.216492373642124
"greatest";0.478646521614578;0.57465856251083
"greedy";0.510855370903179;-0.0732116795058667
"habit";0.0428773462267272;0.249583528620709
"happier";0.337042796422419;0.532550090038871
"harmless";0.49182634184328;0.0896503102479817
"heavenly";0.375505394256021;0.0284707920611785
"holy";0.474231650243772;-0.0358266552117827
"honest";0.687744240064489;0.445503405288162
"humble";0.689822437096169;0.399345801398193
"improper";0.505084588712531;0.0252829953293372
"inappropriate";-0.00052931727983183;0.47106594008828
"independent";0.355512187196795;0.316216404378253
"individual";0.21373565651865;0.730205691482579
"influential";-0.00356393453813949;0.248239229429432
"intellectual";0.312620851504703;0.258776173008444
"intelligent";-0.0439132092037654;0.268193204472693
"interesting";0.472952753811636;0.415511909764296
"irregular";0.115753546967141;0.298027218888595
"jest";-0.0439132092037654;0.268193204472693
"learned";0.00838061385384098;0.317802712134344
"legal";0.369233952226723;0.246915528967107
"liberal";0.136446933684385;0.71723884684708
"loose";0.327637535518471;0.684483867122428
"married";0.558895632219007;0.452008240868308
"mature";0.124270320843389;0.346801416529163
"mighty";0.640987800016741;0.350933761581912
"minded";0.221550053567093;0.515372680785702
"modest";0.631978684600308;0.43519723969574
"modesty";0.0587984239023739;0.255938344118972
"moral";0.387193144390945;0.561739731309181
"mysterious";0.647422754697146;0.23625514502855
"natural";0.704315380599878;0.491094870302046
"neat";0.486695622072623;0.489148291927176
"newer";0.692866989110663;0.00328171568621215
"official";0.183248798969758;0.559748694937759
"original";0.476150115722531;0.507935630386506
"outrageous";0.55139204234648;0.130462552727869
"passionate";0.428806913315919;0.369010961053535
"peaceful";0.491625388856412;0.368827533643183
"pleasant";0.736775100955318;0.386610775379072
"pleasing";0.345679016102973;0.174636746946005
"polite";0.644384392604674;0.395740554150663
"popular";0.323838848822327;0.462403708722439
"powerful";0.551891982625989;0.460418232981627
"professional";0.482959637921473;0.176279274432349
"prudent";0.2836442537766;0.152687815141469
"qualified";0.428130421890671;0.316709259454346
"quiet";0.731916755444061;0.441533100839163
"reasonable";0.0998474525306489;0.57875049423297
"reliable";0.205657696228353;0.152352804621696
"religious";0.565229972501253;0.18304684704077
"required";0.233724659459434;0.31103616000509
"respected";-0.0527408459220327;0.242657115716424
"responsible";0.189517427903227;0.458707221534133
"rich";0.797441093108251;0.332539165689124
"richest";0.212097040099522;-0.0239752550675857
"sacred";0.641153517479746;0.242584197566555
