"MR2";"MR3";"MR1"
"#-beautiful";0.0899871764096097;0.0486352164428354;0.0994266499402134
"#-clever";0.185787016714152;0.0414106775620087;0.369257588743576
"#-curious";0.119872779350013;-0.0960213824778894;0.0919132903103537
"#-familiar";0.110357157484627;0.139619777498848;0.359278260558367
"#-free";0.0960726831955965;-0.024223083609458;0.0640817819439397
"#-happy";0.355911797242598;0.435737626087926;0.382874725983375
"#-powerful";-0.0367862883961093;0.250393709290735;0.0712415661465869
"#-professional";-0.119429373369425;0.270578204240397;0.510216467949173
"#-proud";0.0803450242706317;-0.0447167231492709;0.253889213233976
"#-rich";0.384814661073013;0.00973963010216195;-0.0389784318272415
"#-worth";0.0229966202142576;0.0266252169505848;-0.0157357458576434
"accomplished";0.103091311607884;0.60376707684433;0.317076409060339
"accustomed";0.289417532364059;0.452570019418799;0.286755968016511
"afraid";0.525439183477515;0.451427356175422;0.465970379149677
"amusing";0.328613205317083;0.274839135309433;0.126095106908972
"appropriate";0.310438315045667;0.0841890469932766;0.251486545203725
"artistic";0.0653387497346784;-0.0236270079141415;0.113317180882343
"beautiful";0.479662664119483;0.414881274658181;0.600913413793094
"blessed";-0.0143445736976061;0.0986262950920796;0.492354000535708
"bored";0.0965375399147155;0.126688338462453;0.158959743258922
"brave";0.660783676604106;0.250611489543097;0.12396586561445
"bustle";0.572880842165974;-0.0575321277435809;-0.0793057939778203
"calm";0.402569060248554;0.273380377475056;0.474544542431546
"capable";0.293290892502301;0.271077560327611;0.22012030781999
"careful";0.269223834726383;0.365291749747674;0.61553864824864
"cautious";0.398374341369505;0.0524400678194292;0.303232382154818
"charitable";0.17808007918576;-0.060339831126486;0.390380364780141
"cheerful";0.406016159053455;0.507104611304661;0.348368625283292
"clean";0.481500419233994;0.226186021980369;0.266354710565286
"clever";0.454791252566326;0.351141540628731;0.33490186328126
"comfortable";0.32646007999481;0.472866234986622;0.448719582363978
"compassionate";0.0630397253445939;0.0831318640102795;0.359290721752723
"competent";0.0228958573921478;0.639466711480141;-0.0284700320456285
"confident";0.427286427717684;0.478469194870223;0.323389252180643
"conventional";0.0149450983482191;0.284274343879614;0.561568099173855
"cruel";0.605925529745797;0.277882202277774;0.411798266515904
"curious";0.352176873223062;0.50858688714933;0.51776763074578
"dangerous";0.374804045417592;0.00556316466351194;0.340423125322563
"daring";0.109140285870127;0.406101045505681;-0.0424752382973756
"delicate";0.436668021727387;0.497754708280037;0.483685463555003
"delicious";0.165307650468381;0.43597222954236;0.28217133780446
"delighted";0.134078494834986;0.519987431885421;0.327085434840773
"delightful";0.10466638558271;0.287025669342228;0.657754769259707
"determined";0.442204283412316;0.416662983251148;0.376581864888383
"different";0.479619847403442;0.418953791242204;0.582636089320252
"direct";0.2007784933018;0.224865073269829;0.665080180496387
"diverse";0.488827704047584;0.185695315310495;-0.234652959498427
"ecstasy";0.378651600222941;0.19150212253021;0.204439669744014
"educational";0.246519348800575;0.00201726924402789;0.185087762880252
"effective";0.289185855932622;-0.0373420711772582;0.202258883990242
"encouraging";0.273225198809926;0.303715182804572;0.168205335628031
"energetic";0.409361507930843;-0.0956139686452681;0.0173673741086911
"enthusiastic";0.0960726831955966;-0.0242230836094583;0.0640817819439399
"ethical";0.130574203722839;-0.0180754211731662;0.439081116001647
"exciting";0.521921280253275;0.02672546873551;-0.0413838262454046
"expensive";0.33771750431834;0.330210904853717;0.443158273123748
"extraordinary";0.297396347642549;0.304734576655125;0.295967320822577
"extreme";0.305949029130933;0.282328185180798;0.603627146945803
"fair";0.425998478767996;0.590329145319092;0.389765398242892
"faithful";0.660719859427611;0.317994321738228;0.444662557729963
"familiar";0.523519018534359;0.372058929187217;0.538109480240913
"famous";0.323046125037786;0.575027951520776;0.0994299881521488
"fancy";0.0242668823907491;0.317836659055337;0.224201070591152
"fascinating";0.105582406737017;0.259793571627715;0.113978188616269
"forbidden";0.0467701718932945;-0.0272597990355262;0.368574540549559
"forgiving";0.157239757225032;-0.000429257326503652;0.334414513307226
"free";0.529326588810233;0.442549943646401;0.491738662140211
