"MR1";"MR2";"MR3"
"#-accomplished";0.400021947663622;0.0467574671934022;0.122264591530843
"#-curious";-0.0416810186262396;0.648191438930885;0.0897363193172823
"#-extraordinary";0.195098890887051;0.13504840658329;0.0376642973201942
"#-married";-0.0473547974625383;0.0740567672609184;0.248436316070705
"#-rich";0.101936455988055;0.107297417754489;0.266519712531327
"#-strong";0.0618899734968932;-0.00102347428610281;0.415114417653357
"#-worth";0.186634035456027;0.10773121365084;-0.0912389590076318
"accomplished";0.476391687726227;-0.0348828146953194;-0.0050418753565403
"accustomed";0.419591007593847;0.476905401617936;0.0662398372490279
"afraid";0.648205578939116;0.252663449550958;0.382300675396234
"amusing";0.216768518738651;0.43297668168964;0.294291665676876
"appropriate";0.377730485212297;-0.023826187800094;0.228681063996566
"beautiful";0.407960361304223;0.483244458668758;0.379199003172436
"biggest";-0.131319547836054;0.527092781773563;-0.0232709424317721
"blessed";-0.098167048432596;0.278454080554656;0.338328687691441
"brave";0.0638487512307399;0.256260706363223;0.447755321457103
"bustle";0.341939473029865;0.103031814427826;0.0454304464798673
"calm";0.527553226938735;0.466284138590021;0.0927371064728881
"capable";0.289573653099075;0.0834868618433307;0.0149072903488924
"capital";0.106344506733708;0.46844227587822;0.0653542442584625
"careful";0.458181610737249;0.301377229871882;0.47707913747984
"cautious";0.513892489002091;0.0275555071378835;0.342180872299329
"charitable";0.171705093520371;0.0474856244514367;0.211012926200836
"cheerful";0.215683504968616;0.528548856783845;0.568608441202343
"clean";0.346210334290805;0.327577903175642;0.517973202854684
"clever";0.362480768290085;0.151141965395574;0.233542742862828
"comfortable";0.326750986399324;0.397174949902934;0.566536943220132
"compassionate";0.301029460451502;-0.000173408559472518;-0.0191156902703288
"competent";0.216775607909889;0.0018792691951755;-0.0271937110575776
"confident";0.246310086333014;0.117410085146886;0.256536343356937
"cruel";0.239456121661674;0.381579361493793;0.239882283673199
"curious";0.554342997857085;0.493640977956713;0.213177479582328
"dangerous";0.411267737506144;0.241179916441176;0.502736874689773
"daring";-0.0680920281674316;0.038756105336297;0.236356263119754
"defensive";0.447062511175204;-0.0899610667089296;0.0366985485215068
"delicate";0.445471546396107;0.449531017025604;0.237473886552803
"delicious";0.106362903315251;0.548504078570315;0.343072194090011
"delighted";0.48935032991776;0.42343932973621;0.329514904199362
"delightful";0.446519958372202;0.594378659592734;0.256862037908875
"determined";0.4410939319226;0.250006639165502;0.356286372944919
"different";0.505162511274198;0.406172359212054;0.362063309036791
"direct";0.237595324987917;0.0392428451975579;0.0574100387608622
"effective";-0.0943254243064053;0.366456739592336;-0.0648820351222721
"efficient";0.251363826042616;-0.0451500163568992;0.169699541812969
"elite";-0.109353329912742;0.484971406982678;0.0467802386340716
"encouraged";0.368620004254292;0.0546751950033786;0.0702504594669219
"encouraging";0.255487399567395;0.303628094515103;-0.0579556550001672
"energetic";0.31804940176368;0.291851079873232;0.384791186992516
"entertaining";0.00671922349506783;0.39200241459517;-0.022844168019584
"enthusiastic";0.239483746067028;0.393994790596218;0.296908334658086
"entitled";0.107928851960183;-0.0705445196512858;0.425648181254035
"exciting";0.298930456146689;0.578250140569583;0.139034962703307
"expensive";0.055904361116425;0.420058636943308;0.288915045178834
"extraordinary";0.637802341956835;0.256441958419577;0.405590054100765
"extreme";0.665571580712371;0.30232493123072;0.196966967411341
"fair";0.581035613090362;0.373359461476214;0.295101278239382
"faithful";0.411954327987847;0.481736135696807;0.13804678164889
"familiar";0.219962977701858;0.118171609767735;0.55844474494703
"famous";0.415704860766496;0.312237990520827;-0.0133357498086361
"fancy";0.278909126494232;0.379665901119256;-0.0579735289297402
"fascinating";-0.0407977692725057;-0.106092853079856;0.564589674826005
"forgive";0.13030342065504;0.057121852146128;0.148398783726004
"forgiving";-0.131319547836053;0.527092781773563;-0.023270942431772
"free";0.246804519506505;0.320494267118926;0.350105391741091
"friendly";0.550273098663124;0.245999125529349;0.316753215928456
"funny";0.156261041498226;0.0906388180319459;0.310121765666175
"generous";-0.0932663263781324;0.537647378257416;-0.00644909689543323
"gentle";0.290408105471882;0.546042424863824;0.449251252900361
"genuine";0.104786600134088;0.00356080437360577;0.271123747827228
"graceful";0.308883029435602;0.446802995690406;0.184730107342338
"greatest";0.496546026247705;0.31598913539022;0.153197746037467
"greedy";0.0966318470862109;0.424553443688181;0.197196883840412
"happier";-0.144739632623681;0.113638113558299;0.624279180158687
"harmless";0.48641806347483;-0.0505042524913404;0.254879319712212
"historical";0.112661744561776;0.0200785562568837;0.087268175580323
"holy";0.0572017730106356;0.199558812895217;0.592013704856812
"honest";0.390592109883486;0.102129962842476;0.303052542173999
"humble";0.495809663497554;0.433462616958415;0.264555995156643
"imposing";0.33115800728531;-0.106171158647443;0.350454162174315
"improper";0.199518743590582;0.0916131426024992;-0.0449071883781161
"improving";-0.04622062302141;0.0048043789625885;0.0068551876507237
"independent";0.523618003358166;0.0842212977499608;0.116087954917706
"individual";0.677896860950083;0.0528207838052067;0.0922132750163495
"influential";-0.014649226670494;0.0489612441121173;-0.0346183713658504
"inspiring";0.110646405538597;-0.0445816463970761;0.0450260955417402
"instinct";-0.00718861460863655;0.548268683478404;0.145260921005778
"intellectual";0.0731356758694162;0.209269579597298;0.0231500730571091
"intelligent";0.243276507666388;0.368599752676247;-0.0641295931672158
"interesting";0.388564753064958;0.442593145127599;0.349284662244381
"irregular";0.398255059660464;0.032021202010689;0.136088890788505
"jest";0.0494110131516224;0.0362615900556831;0.563588930210856
"kindly";-0.0544085555133712;0.0290627265885011;0.0752099323237191
"learned";0.45799946042685;0.352493049653764;-0.00473950128408884
"legal";0.523119796063859;0.200813741435987;0.373588303799957
"liberal";0.372123886098068;0.0931888532894116;-0.00960779255598744
"loose";0.3913328289328;0.228629266176871;0.197110645038483
"loyal";0.319984833567674;0.0924962393821214;0.013736810073776
"married";0.425330471383679;0.0743981661328918;0.513677595333675
"mighty";0.557248146999121;0.430209830009034;0.332436800935294
"minded";0.367671524917879;0.361260402889849;0.029320771469921
"modest";0.235536069730143;0.622955466213176;0.145985470315649
