"MR1";"MR3";"MR2"
"#-beautiful";-0.0182302992125466;0.183558780273133;0.0354807596041156
"#-free";0.0217556759033313;0.172072016625369;0.178164134281104
"#-pleasant";0.0279119773654415;0.0643780913244839;0.193836188577957
"#-safe";0.0959767422402801;0.331587099839053;0.222594701093722
"#-wise";-0.228054982932986;0.577477282500583;-0.0116716096299845
"accustomed";0.449432234178286;0.327679113070299;0.350449586468006
"afraid";0.394930448146581;0.414528391268321;0.488682849465241
"amusing";0.204197258735764;0.191288335182442;0.0456210058829902
"appropriate";-0.0681713328520703;0.643169204421543;-0.0784447503375923
"atheist";0.593962085578376;0.00661371294868311;0.082378597836308
"beautiful";0.624120618168024;0.356267746316373;0.349514438131079
"blessed";0.0241568285632273;0.315398869992433;0.340548142828705
"brave";0.150092075348572;0.192228826849701;0.191757903157266
"calm";0.567338137867709;0.367893925084299;0.128952313514708
"capable";0.134689648754041;0.485565454043163;0.151436605903617
"careful";0.628204388204125;0.38225972543109;0.230915291375982
"cautious";0.415785516673955;0.218192356732014;0.432682241411462
"cheerful";0.455902138752677;0.619222454155281;0.29308464616983
"choice";0.128956457138378;0.39654211520564;-0.114697034033611
"clean";0.335411935462196;0.199018059502838;0.493134482583211
"clever";0.504956198226506;0.146080559015505;0.233480199251925
"comfortable";0.465575324708064;0.40603621873437;0.526919802732518
"compassionate";0.276366079204666;0.459570968473426;0.177374058606309
"competent";-0.0523469828227359;-0.0268201199219817;-0.0544205922795635
"confident";0.118218341448251;0.023628034220755;0.0478472521298073
"coward";-0.0900560964936117;0.324629384598936;0.559877855682415
"cruel";0.332527132720977;0.142282676122369;0.561712534095162
"curious";0.534196988203358;0.203198186119348;0.259327359352341
"dangerous";0.234582105171262;0.149634802912666;0.527074437874222
"daring";0.524894645138743;0.0824251613795582;0.0118486711594667
"delicate";0.484468085336153;0.340034374404945;-0.129326582217287
"delicious";0.495761778004538;0.333038266306293;0.246170222893347
"delighted";0.121804383807767;0.461553731768052;0.145877516239544
"delightful";0.18333765957123;0.486799028945901;0.153860066647741
"different";0.473274407163157;0.572319530322001;0.337506559622121
"direct";0.000721125062159733;0.16340254207895;0.117650039886941
"distinctive";-0.0460786248363931;0.25496005609599;0.21059888327779
"encouraging";0.243925337005664;0.506667623168668;0.158923741003934
"energetic";0.196676613880441;0.0766385383044931;0.137042809375902
"entertaining";0.463782280153964;-0.0410628955608099;0.127140996986815
"exciting";0.0980907396694188;0.19041450006833;0.21994361884645
"expensive";0.176096962089671;0.281884312463925;0.407292184890952
"extraordinary";0.290674632440277;0.525228423689876;0.457587297496379
"extreme";0.542535862561349;0.595655969616652;0.155891267322853
"fair";0.561838788570393;0.45864756471253;0.400643511576712
"faithful";0.440401731914819;0.461452598819629;0.345006299016061
"familiar";0.729802612008819;0.369605146659836;0.170873096514686
"famous";0.0725694786636312;0.214054701127568;0.556137246057224
"fancy";0.239059384963317;0.15229706493285;0.391081632223975
"fascinating";0.00615619219414642;0.0193383187687666;0.354444912437788
"forbidden";0.0878554289512704;0.0837128135232338;0.121158951310033
"free";0.602561505752189;0.494132771404482;0.293515504457272
"friendly";0.330250776712131;0.494415155214431;0.491228806994912
"funny";0.319458745027089;0.414361634772754;0.14697711785939
"generous";0.475723219059226;0.171267100678339;0.349105838131678
"gentle";0.593027459089309;0.363690780855445;0.425594086199896
"genuine";0.507124086988837;0.340007597886784;0.132333240982338
"graceful";0.301046951683362;0.417997463531223;0.539904497665251
"greatest";0.355535717143382;0.419939443003823;0.221399295896147
"greedy";0.164901499095542;0.0768139766951458;0.282256647914788
"happier";0.723385626487657;0.188878345748059;0.0826409377597936
"harmless";0.076701757486536;0.0779416668654561;0.584154566977373
"hilarious";0.1269112229634;0.391339045476846;0.0853172507443802
"historical";0.0284295456820078;0.0982527671850586;0.0791348280119678
"hobby";0.46493368437958;-0.0561270706070599;-0.0971662403518854
"holy";0.162492972557532;0.0745539409678811;0.0543892266328628
"honest";0.450876714897056;0.352071062795918;0.578396979839725
"humble";0.620055854132461;0.330325030243333;0.397428605365646
"imposing";0.0614122395938056;-0.01434771896768;-0.0154254260888729
"improper";-0.228054982932988;0.577477282500587;-0.0116716096299856
"independent";0.353335200062243;0.0561254707083247;0.148912230198674
"inspiring";0.0771755283989305;-0.150293876522834;0.451993009974027
"intelligent";-0.100922784484012;0.0764308876223811;-0.0575067644820032
"interesting";0.152712870754772;0.404168769559647;-0.0379076524092586
"irregular";-0.0655124002593443;-0.024643854274955;0.527457267818477
"jest";0.0696077483727567;0.267268643495971;0.588083083199652
"knowing";-0.0190623458730759;-0.00329389836284516;0.423458038473478
"legal";0.601835019555188;0.204186116072873;0.423387200056136
"legitimate";-0.033764388244802;-0.127030755021109;0.485630669097878
"liberal";0.311851649610874;0.0494043389348369;0.349758846564537
"loose";0.208168041881869;0.203693200546666;0.276481928052246
"married";0.174876825838667;0.245739834111308;0.136534164232711
"mature";0.243553102072438;0.112619717717392;0.118098899680783
"mighty";0.504444915662513;0.287689024718244;0.141876573967577
"minded";0.167449651957392;0.516249118582862;0.0775383085993498
"modest";0.388477026177067;0.168250786455352;0.281170464541611
"moral";0.611820982980467;0.363546730014792;0.29296182923558
"mysterious";0.589902465690663;0.281395002388746;0.320436246710115
"natural";0.443752188514175;0.465895838346316;0.545030137216711
"neat";0.233884264465506;0.078589677067625;0.310715399311186
"newer";0.152896867416313;0.0889717816328824;0.0650359713714849
"newest";0.0619148281207997;0.0396782213398921;0.0160581369330513
"novel";0.0961617653404588;0.283837982533764;0.372369314305662
"official";0.139584184811576;0.397080615766235;0.0366842834174495
"original";0.508662838073458;0.487189064744642;0.368343451109988
"orthodox";0.46493368437958;-0.0561270706070599;-0.0971662403518852
"passionate";0.132892211780376;0.070520076141228;0.118614176281431
"peaceful";0.574147310253147;0.359858737161458;0.114157979150894
"playful";0.148893209294772;0.261799122615524;0.532088389301389
"pleasant";0.541185861339099;0.497045264380044;0.359473496257458
"pleasing";0.260996856047435;-0.0281357562128864;-0.0456491953628163
"polite";-0.0815161747288013;0.588256378888417;0.292087956795119
"popular";0.208777809016151;0.557870775357102;0.348901846518327
"powerful";-0.0423178429121633;0.69886173839668;0.0479134637179942
"productive";-0.230853425109955;0.509133764561105;-0.0345651039947169
"professional";0.317739279952252;0.381182195265563;0.264267102700303
"profitable";-0.107439648298406;0.153752581119274;0.100579578516154
"protestant";0.0684350147324348;0.33249460340369;0.0811277272691419
