"MR1";"MR2";"MR3";"MR4";"MR5"
"#-cruel";0.133655624638865;-0.0103266249591464;0.183123986173939;-0.193012952196197;-0.0833766246975889
"#-determined";-0.028119561924425;-0.0225173683328907;-0.0287691924238225;-0.0176700677035228;-0.00635619420073238
"#-rich";-0.13103013540065;0.782279384722368;0.215413939365719;0.0754204479821625;-0.0558834602049891
"accomplished";0.676298384249189;-0.103192972201168;0.0708456909994733;0.0706719876193562;-0.028656005760637
"accustomed";0.607213820093695;0.0616309476921737;-0.153666010564205;0.124840185918124;-0.0211865518545457
"afraid";0.630484084463571;0.334847345416658;0.428559941296494;0.19351189512893;0.224426542297084
"alert";0.165424656770919;0.00942705891092708;-0.0705840101767118;0.0339751243536071;0.520641543964979
"amusing";0.252664101072977;0.0864767325691327;0.597499851082145;0.0276500021221214;-0.145192515177148
"appropriate";0.0734315873910794;0.0259030525129754;0.115528174454163;0.549274605646722;0.124890228061497
"avoided";0.201666207694792;-0.0992858190149584;0.142149403399903;0.0506693860392508;0.204053203594574
"beautiful";0.420827723801914;0.330851029053386;0.289539953919832;0.188427099737467;0.339483457540759
"best";0.3314804660728;0.492877283113467;0.485203324341496;0.191356414037989;0.374739782393228
"bustle";0.363345628015864;-0.021228338114049;0.120321930758207;0.489430887209587;0.179090642633362
"calm";0.379767596271903;0.290221135537966;0.310420758579195;0.149384037672431;0.161681894160779
"capable";0.529523824865971;0.503029088168225;0.34132385316007;0.264368606047823;0.182213308909989
"careful";0.320261018412286;0.267016559244734;0.314103270885501;0.21222627003678;0.0600442899588781
"cautious";0.463633919762753;-0.0412348137069042;0.0991402541228904;0.169026343959886;-0.0389649295864758
"charitable";-0.023515743920095;0.127168976010028;0.494779428565811;0.391818241905105;0.049842279463602
"cheerful";0.454686914604601;0.323749911868579;0.253458137702746;0.237316701371693;0.468848246642218
"clever";0.691261515833586;0.255184529940542;0.204045831046133;0.0597058375169172;0.218729722086739
"comfortable";0.611345140680187;0.438557254669547;0.319122481931037;0.249691894088504;0.231002352715126
"compassionate";0.214606657329523;0.386099207810492;0.436835143856593;-0.17392865660734;-0.163387379555827
"competent";0.051275766406101;-0.0642354873031777;0.0310329252472439;0.239423054970198;0.12760860660329
"confident";0.0603947553576584;0.0356552354162112;0.259283474413882;0.263308836105839;-0.0347735967454149
"conviction";-0.00441486340371283;0.00662711079576771;0.372713503094207;-0.00166944723676559;-0.0141212142460705
"corrupted";0.556859414766102;-0.0690557047801485;0.154919252691969;0.153653960560437;0.20766834529194
"cruel";0.478706354573259;0.180094768261884;-0.0536542133851244;0.289509848916747;0.179456995722708
"curious";0.320841908329952;0.411771094494234;0.291526695140333;0.465602091642971;-0.0792113901092817
"dangerous";0.402449492305184;0.144475378258696;0.399373141830525;-0.00863087576613995;0.38667408883025
"delicate";0.458460356112227;0.192033600851628;0.0938552947884885;-0.0729025263400893;-0.0334189005141044
"delicious";0.0685935491525307;0.0441407408351234;0.139250808677405;0.374278961451215;0.504792177868305
