"MR1";"MR4";"MR2";"MR8";"MR3";"MR5";"MR11";"MR6";"MR10";"MR7";"MR9";"MR12"
"#-afraid";0.0963877509699275;0.00732479139328179;-0.066008351241312;-0.0605541903897835;0.842563781218134;-0.07588188065821;-0.20543655919234;0.162458188932622;0.00685922928928234;-0.00178576319065011;0.02711654712766;0.0432460011644686
"#-dangerous";-0.000748495414989072;0.0149277180877898;0.00782963329632889;-0.120167664569674;0.0324195438853397;0.269639412229921;0.327067740777094;-0.0216533262323436;-0.163724259320992;0.142237208658815;0.108268373643621;0.0416528976269177
"#-fair";0.349714675347975;0.384915429487738;-0.0336130359447423;0.0771368020793831;0.386767856392259;0.0518984134186179;-0.0396401181053931;0.291111686253458;-0.0956541624098091;0.000874900465855429;-0.111315932069756;-0.312977446418474
"#-pleasant";0.143785789008492;0.0847370232345613;0.279660623119945;0.212331762447886;-0.0473338841469679;-0.0497900566241274;-0.0141320115065983;-0.0189925676146994;0.124929097436959;0.0100091495004393;-0.186921103514133;0.474638601355752
"#-strong";0.0701568143705194;-0.0497744372332781;0.0252974135338946;0.120601490880999;0.0102734866800713;0.108781252388085;0.0629258062907215;0.121592103921791;0.737905118031685;0.00468827933540759;-0.0126916889897409;-0.0211076488596194
"#-weak";0.0318389835785763;-0.020978327070058;0.0405874262298877;-0.0167029031327658;-0.0541935850927643;-0.0596689734737735;0.0313924302121631;-0.0184284535984727;-0.020898554428719;0.074248811195215;0.752467305347466;-0.0319797204255561
"#-worth";0.0966550468085038;-0.0425819266992153;-0.0681057457738628;0.264388599891155;0.493569506133851;-0.191408575002893;-0.129964964972602;-0.0145473375392153;-0.0742262673266526;0.0380736569722162;-0.0717789712099905;0.101012719810727
"accomplished";0.177878127988067;0.443729723944696;0.235197975897947;-0.0354570990334901;-0.0570423880371376;0.0320948952873495;-0.0825057794346912;0.00641729521155979;0.246675877818063;-0.137083753031239;0.000638144077482308;0.205296776399392
"accustomed";0.611519502858152;-0.0766292384883025;0.155545198837822;0.2166770823624;0.0643822781436966;-0.0455545057724765;-0.0581859947261202;-0.0415131329332189;0.067009628902915;-0.0297074151883513;0.0674127200871133;0.0147125430765467
"afraid";0.374403535902033;0.126199331783788;0.221669989265232;0.311330372367252;0.00606295764016416;0.302094570600464;0.0155965249830899;-0.00556821671735254;0.143909359664454;0.0358513261378691;-0.00668076309151091;-0.0571316008336313
"amusing";-0.0632519055446505;0.515379670782925;-0.0576772046463239;0.098930521603748;0.000796995331059159;0.0551709198042481;-0.140420798864919;0.0280146323939338;0.0111142943495894;-0.0219599756900589;-0.0829189115534208;0.173374059231002
"appropriate";0.0604940737536169;0.378057598748733;0.171319778329012;0.220340387850394;-0.00262161211676015;0.136478317489936;-0.136108781786497;0.0704795895752913;0.172455112680936;0.0965486390308045;-0.120879393691132;0.1360686797737
"beautiful";0.475694288808497;0.344179356802156;0.286702373937172;0.256800823225387;0.0175594869467951;0.181956137228595;0.0500555141044845;-0.0261420890916383;0.17398716329986;0.00701837644644533;0.136508991329749;-0.0020761097352121
"blessed";-0.0378163281493076;-0.0152257377377508;-0.0344112792521138;0.0131331652826538;0.0538928214439977;0.591678006855254;0.0167129982282389;0.00970460003717918;0.0279461705232138;-0.00394031896508752;-0.0829330480852155;0.00190386883212095
