"MR1";"MR2"
"#-accustomed";0.301837549541693;0.159079495000237
"#-delicate";0.379361140279744;-0.165098155480556
"#-honest";0.379361140279746;-0.165098155480555
"#-married";0.564953855800731;0.0769161758812056
"#-smart";0.293761327186915;-0.15551089780054
"#-welcome";0.23917291141646;0.449812860116202
"#-worth";0.508167948734166;-0.088210149652227
"accomplished";0.296172773050756;0.422670096131353
"accustomed";0.508926569843839;0.48542156574024
"afraid";0.637049817413301;0.458176550241497
"appetite";0.00595596247077984;0.392272171037387
"appropriate";0.554164892053254;0.435984404016083
"beautiful";0.586952418851809;0.583449311685061
"blessed";0.247105899833561;0.259949666031619
"brave";0.590426324373972;-0.15416545514414
"bustle";0.20244596716316;0.0954456855324918
"calm";0.328848494503615;0.514277617752326
"capable";0.209806003925498;0.571861082032839
"capital";0.292944689936554;0.0827630810275
"careful";0.754861968928023;0.113182973368796
"cautious";0.532445935797586;-0.0206724331413641
"charitable";0.418686404645159;0.255072122694373
"cheerful";0.522732098640466;0.61632216850385
"clean";0.381486535619957;0.60210075670542
"clever";0.504111777499746;0.252813626572312
"comfortable";0.758957834004394;0.381816076804058
"compassionate";0.243202113072652;0.188925955130279
"competent";0.164333830556665;0.514049572727606
"complex";0.166856306074115;0.121165981003736
"confident";0.540829543626366;0.293069452792455
"conventional";0.429170463392403;0.445766355551001
"cruel";0.58043495762504;0.411418017189335
"curious";0.554669527633251;0.345329856806188
"dangerous";0.413858369930181;0.412229253730724
"delicate";0.483139887221875;0.625370629826989
"delicious";0.390499103323454;0.493422020337896
"delighted";0.416488417854572;0.607928519248942
"delightful";0.628133562614284;0.405000259334264
"determined";0.550270887462207;0.236116879469104
"different";0.604672494592665;0.490008798446137
"direct";0.292818788372448;0.525754306380871
"distinctive";-0.0585709096047396;0.141566300051863
"dramatic";0.262248928597127;0.00505598970669462
"encouraging";0.429877712626445;0.269980369309071
"energetic";0.236317772011144;0.401559057868944
"entertaining";0.478321965342736;0.138171836711586
"enthusiastic";-0.00770231715635345;0.492269846781095
"entitled";0.104807337527383;0.0981805769815018
"exciting";0.233811374186501;0.144039706304106
"expensive";0.498785017043141;0.405971162463287
"extraordinary";0.546162821804573;0.623804483487054
"extreme";0.375713524388241;0.588504503710896
"fair";0.635992619384509;0.517181007454788
"faithful";0.378147937427731;0.64320677728536
"familiar";0.369385108203623;0.616808560569723
"famous";0.214973665977368;0.26544808297388
"fancy";0.410883973608407;0.234352395821373
"fascinating";0.0420105279343758;0.234792077558791
"free";0.543962597844526;0.496839074239916
"friendly";0.363962669276533;0.631429718542367
"funny";0.509191309960421;0.244743698468058
"generous";0.53665195035097;0.31845759449787
"gentle";0.475756011817073;0.709535450636889
"genuine";0.298831288509715;-0.000774575921411927
"graceful";0.450097749760367;0.577287309542588
"greatest";0.616355350054163;0.329905105066986
"greedy";0.49457286498041;0.387166171767747
"happier";0.265423569631272;0.635758029366356
"harmless";0.415187044283517;0.413744847479361
"heavenly";0.242685611288145;0.0763936740590705
"holy";0.433941875068876;0.359406204547795
"honest";0.542699108228894;0.574367041352049
"humble";0.498570045470084;0.643491716230491
"imposing";-0.0936104011137773;0.218861888020473
"improper";0.404107483974011;0.190707219221583
"independent";0.143857600985938;0.427618970184825
"individual";0.377196069115592;0.0789067259947518
"influential";-0.0750774970549509;-0.0532573941747192
"intellectual";0.265602705409226;0.305868693248697
"intelligent";0.23917291141646;0.449812860116202
"interesting";0.495193866270296;0.504998200953599
"irregular";0.159055579463971;0.102910024460003
"jest";0.513664044343871;0.0701565253855784
"kindly";0.101432788909617;0.495232720482316
"knowing";0.425899654858577;0.0989889809669377
"legal";0.212890225234265;0.221031865387377
"legitimate";0.125091619993845;0.184899769249343
"liberal";0.387292227685516;0.296762398381903
"loose";0.497783670619983;0.189866299938044
"married";0.601168525070863;0.496923047517412
"mature";0.0773816934961392;0.307138944301582
"mighty";0.146160188917803;0.548837366308869
"minded";0.0883826246676074;0.467015623891584
"modest";0.0892331213624184;0.481538374584459
"moral";0.588778918820637;0.300188889953328
"mysterious";0.396598685573;0.562573430874909
"natural";0.623100012856971;0.556194935556752
"neat";0.0471366819503712;0.18529536366846
"newest";0.386249793412843;0.349377490728943
"obliged";0.298868660111458;0.200811188294469
"official";0.130683957483419;0.289447490848475
"original";0.603932611463793;0.507027321162343
"orthodox";0.33036006260989;0.0291860256145113
"outrageous";-0.0435445995810531;0.299626255945765
"passionate";0.0189591903232048;0.407455132170875
"peaceful";0.280646313461097;0.594377015482509
"playful";0.0433906056309558;0.232880263374822
"pleasant";0.674544602417814;0.463652300512065
"pleasing";0.0834854058986528;0.399583252035339
"polite";0.369713991470743;0.466989750622819
"popular";0.369413569092747;0.482052346713165
"powerful";0.496415126140443;0.405653735754993
"productive";-0.0397109377651867;0.476960581353491
"professional";0.298173384314519;0.450673643174244
"profitable";0.0202685392084064;0.283004717663123
"proud";0.684007499333906;0.508390482307007
"prudent";0.354229127566495;0.353321989277049
"qualified";0.336623225205582;0.256940528790071
"quiet";0.634413005665163;0.513179839072102
"reasonable";0.344791205653089;0.333633836463569
"religious";0.353389588752704;0.242317888204914
"responsible";0.316605338989053;0.426668027714509
"rich";0.587102592752234;0.49814101889965
"richest";0.388047947536831;0.261822669564792
"sacred";0.232208995981906;0.174803849418063
"safe";0.54775510957831;0.155611188606592
"secure";-0.0683404168313503;0.260744336904985
"selfish";0.414840969522889;0.371440134367075
"sincere";0.0953736430632001;0.440735076942111
"smart";0.458803902061522;0.4261812022101
"social";0.643834497813164;-0.0305254346070543
"special";0.572268807417;0.433938001436673
"stable";0.482953897570297;0.1249468278244
"strong";0.521135480114972;0.627350041216857
"superior";0.64309889222568;0.184109279124164
"surprising";0.252809670565887;0.114870194831828
"thoughtful";0.52116278849026;0.318119209497823
"threatening";0.540490307682706;0.346657669834277
"uncertain";0.432255082473876;0.450900991936756
"unpleasant";0.480237584216362;0.381651833234122
"unprecedented";0.302829593289385;0.264449460431633
"weak";0.63190849409308;0.464265043230428
"weaker";0.360201830889546;0.161552498983958
"wealthy";0.197816302789883;0.261349318427758
"welcome";0.406232538125382;0.310447402689642
"worth";0.682914593102388;0.273006082009941
"universal";0.633236940648528;0.253880029238855
"wise";0.34211755506581;0.352413551119796
"safer";0.120400381068805;-0.0527968830900486
"top";0.134567758938713;0.652771564499862
"trustworthy";-0.00400557349464142;0.237875920068365
"united";0.249990361107968;0.534551112543463
"scared";0.456428741769802;-0.0893934705531022
"tidy";0.440154638036005;0.123405282306506
"sympathetic";0.181537044504981;0.107152674962644
"progressive";-0.0442143512631078;-0.02903683533784
