"MR1";"MR6";"MR3";"MR4";"MR5";"MR8";"MR2";"MR7"
"#-clean";0.0470778917192148;0.191694541565508;-0.0135806088350251;-0.0190681798823381;0.167225235440178;-0.186637967009489;0.0450932152307091;-0.0125678314997462
"#-cruel";0.0814972318230201;0.00490381465228429;-0.0834987729741009;0.371253605975572;-0.00414976172240425;0.0387509209460184;-0.0238446127007556;0.0737578837918412
"#-determined";0.0538274502373333;-0.0650629646559875;0.483532255872122;0.0879070733724015;0.296662883929787;-0.00604121667372308;0.209606869169085;-0.0851427832714608
"#-encouraging";-0.00311964540597578;0.0516395189048997;0.0861999643365723;-0.0747007930732596;0.690794811605701;0.082871994849617;0.155602523278367;-0.0202239232628933
"#-happier";0.527089511926705;0.228239570613084;-0.172196836768371;-0.136533716345778;-0.160150685759552;-0.15265613880108;0.186191178011264;0.272441569391442
"#-interesting";0.527089511926706;0.228239570613084;-0.172196836768371;-0.136533716345779;-0.160150685759552;-0.152656138801081;0.186191178011264;0.272441569391443
"#-married";0.16178715897958;-0.0587620511197341;0.474584876132274;0.0290736598803431;-0.116169375348852;-0.0136264471844514;0.0778443692578118;-0.00712731209949132
"#-minded";0.0534931171090768;-0.0110645011161992;0.595525501812998;0.0374308211197992;0.0733593436356886;0.00862199607052941;0.15403024288879;0.0662221866974725
"#-unpleasant";0.0855417017071356;0.216080834212339;0.0922048637181674;-0.133290008245145;0.0738794215157088;0.0831842923792179;-0.216009035339266;-0.00351783423783094
"#-weaker";0.0334169262649436;0.0334019678041817;0.0440151176860335;0.0173085524687431;0.17435549018026;-0.134477778750342;0.170910208392422;0.0366257580460292
"#-worth";0.226930448837598;0.027295613940074;-0.0317793791805599;-0.0997011781397137;0.110334528254048;0.163359684709329;-0.0487928554927289;-0.192819089843221
"accomplished";0.269246372121666;0.00710008350018506;-0.035124438093437;-0.092167625661643;-0.0493589348854265;0.362505592865594;0.17428356210644;0.221096707158215
"accustomed";0.468383274009646;0.198504273935267;0.330079077701046;0.310118204973946;0.0997853680804825;-0.0381730447746978;0.136171286656012;0.109952399455658
"afraid";0.800168031478185;0.159320533402924;0.242183272383992;0.127154730817823;0.132382052302236;0.0383447367227851;0.16013283403066;0.0180820098096202
"almighty";-0.00311964540597568;0.0516395189048997;0.0861999643365729;-0.0747007930732592;0.6907948116057;0.0828719948496168;0.155602523278366;-0.0202239232628935
"amusing";0.0268522314283684;0.363934557805067;-0.120694177512903;-0.00103281723258031;-0.0495535326839424;-0.152755808263517;0.261126604774447;0.0631293938086992
"appropriate";0.579635981085984;-0.0890530989031573;0.13946031927718;-0.0333210811002445;-0.0450000226302471;-0.124925862361779;-0.088100290264777;0.0193337203474821
"attempted";0.0367042762527606;0.218850093877327;0.125259882310142;0.0273955587215451;0.362078135881449;-0.194913143593833;-0.203359835037559;0.155636126106613
"beautiful";0.657568512115898;0.272667368766617;0.217379380497854;0.327512093287596;0.0940104305471394;0.147021131924378;0.176287141724242;0.0534255274783015
"blessed";0.348713715966168;0.465307580978347;0.214988727802512;0.189666600636157;-0.0274958163336475;-0.120421333585506;0.221155741778742;-0.107739162054267
"brave";0.3831232282763;0.111857393294886;0.353300437859816;0.0940417795799191;0.154641795912057;-0.240651779070728;-0.224021187765238;0.0729586636462292
"bustle";0.0644902808281967;0.0864348916089733;0.5197090554339;0.0846636635129595;0.0715024026008324;0.125334046861323;0.0605193657869778;-0.0326036616316566
"calm";0.701386869119378;0.176260365671517;0.203603634102606;-0.102173826374596;0.14263445714797;0.192042888727406;-0.0728804130761879;-0.0619379612952073
"capable";0.334539526338592;0.0419903787749368;0.322082043504455;0.329789769618632;0.226489467915807;-0.0255196365395465;-0.0463000680545804;0.182326111937639
"careful";0.435536376398201;0.505658072476286;0.160257792810978;0.184592402018186;0.0034588474293871;0.196376770051156;0.117026376183739;-0.0773898037418632
"cautious";0.211296931508851;0.537015294259466;0.178393684328331;-0.0119049155756422;0.0235345689944494;-0.100854440863;-0.0817968552864538;-0.162226021014977
"charitable";0.153299757826949;0.167400998318152;-0.0883256518837156;0.121465725611668;0.220566596074329;-0.187629959262086;-0.0285244776910038;0.433318755005683
