"MR1";"MR2";"MR8";"MR4";"MR7";"MR3";"MR5";"MR6"
"#-beautiful";0.113113433645239;-0.123653300799892;0.0715717012782679;0.647699602274681;0.239834322609439;0.232309311536308;0.0863592312491501;0.0573659597872129
"accustomed";0.487932194809094;0.0349808077449582;0.551779072371666;0.168043090594974;0.26567690688255;0.234031049967679;0.000961892854373904;0.073381184035155
"adventure";-0.0735785978071598;0.848346160898459;-0.0512178859852131;0.0380450145311621;0.0114361274474305;0.10474828095502;-0.044665622739063;0.0443380269953347
"afraid";0.0452499232416286;-0.0909938153315346;-0.0200969800967437;-0.0878534337851726;-0.0586291959535402;-0.100545385106021;0.737804248756661;-0.0903728214314439
"almighty";-0.0389622517311327;-0.07462830437139;0.0537000098017475;0.720961622179366;0.0672086785166969;-0.0833816696388309;0.0525344779779897;0.0667823614833914
"beautiful";0.765121786827563;0.214294892352944;0.132653066742372;0.0164854662348249;0.0741813953318825;0.049029269617676;0.0876297156616047;0.0251393792783587
"best";0.334631490409321;0.105821018719134;0.181550091765148;0.10274417884631;0.146866711511441;-0.0231019001107087;0.328618321510539;0.154291331174974
"blessed";0.251330948872493;0.173870360239718;-0.177331454948974;-0.0983776157867785;-0.0674884833463612;-0.156328065354904;0.128884519838822;0.29088890336496
"brave";0.127205415363185;-0.0629679455222213;-0.0589616983243606;0.664634588936206;0.120047732525397;-0.119897679237111;0.0230466393122119;0.0903245619925566
"calm";0.275597760584911;0.341237258130727;0.398744312978192;0.270214955758622;-0.0119448938287061;-0.1083600556058;0.139906762774447;0.036717285714625
"capable";0.672795424841155;0.176237103427798;0.429394188575437;0.204369705653381;0.0143111715182589;0.0175266693388352;0.0415400696030383;0.154042618243205
"cheerful";0.75427184612226;0.0767950875337469;0.191321493059509;0.166923018714867;0.0751117407557306;0.125390292873825;0.0826371237520946;0.0163803653488964
"clean";0.779606329813062;0.00908097978094248;-0.0961707305730935;-0.0501552937442774;-0.0533030855213444;-0.0338003214782794;0.240719007189757;0.0589561352696106
"clever";0.14609249940634;0.0985212829130241;-0.0660379581585191;0.013190430417944;0.0114048735334218;0.646449530894546;-0.0933715585848101;-0.208747403628013
"comfortable";0.294667332786372;0.0980701116519472;0.0678381345465405;-0.0926907242393545;0.00538955880571195;0.346209322533765;0.373416037559937;0.497752427417583
"competent";0.00817973726216638;-0.00642577808169678;0.185058386223016;0.264467160487404;-0.144111988991639;0.00409013600368306;0.343576893224723;-0.0489484039864478
"complex";0.1150590634937;0.228023717591215;-0.05284853663258;-0.0508971955755889;-0.0315683875529801;-0.0903906350852962;-0.0724993164407033;0.135310154013804
"confident";0.111027678951697;0.340241198315074;-0.0399340350514369;-0.162180159795923;0.221266474871529;-0.128789736511504;0.0782309892462952;-0.0772085985645848
"cruel";0.353933656817052;0.00578724928900231;-0.029658152537503;-0.031460599227393;0.0698597512889542;0.735509463501248;-0.0527954508616141;-0.0885400090946291
"dangerous";0.0547100061898881;0.0609996062769593;0.0798051298124388;0.249541482710686;0.190542968614642;-0.168083734988725;-0.138405975169186;0.599739268128988
"delicate";0.332713442514874;-0.204650844245436;0.0341714103884165;0.074694452060194;0.296085597646352;0.153225932389818;-0.158498746957823;-0.0722495794565975
"delicious";0.265955531498249;-0.0529866462062339;0.0514961527024775;0.353203779145806;0.107648519097779;0.211208501280509;-0.0123803895205;-0.132020375078429
"delighted";0.684222200997453;-0.126290586658743;0.105548825105285;0.0358233874988531;0.168288568615621;0.285508342974865;-0.00204699898120859;0.0971470681978144
"delightful";0.379097367019279;0.0373041394653479;-0.0451235040772908;0.548926829523246;0.0751051717056393;-0.0189639697578007;-0.0450229058742059;-0.193080232388305
"determined";-0.0205846713226893;0.136958437957663;0.556216281207131;-0.00210147883698823;-0.0843547228086614;-0.00692926050332969;-0.0750148197588115;0.0780617456681042
"different";0.728620423153719;0.0911840330752742;0.186026563793304;0.162429850076868;0.0725228665254039;0.149244554213281;0.177808077106303;0.207021173650359
"direct";0.595535949761396;-0.10335226013195;-0.00486954621809273;0.307864226594968;0.076291847844274;0.252046916084217;0.125050557836278;0.15026182467336
"encouraging";0.086127401769853;0.191548310671232;0.535908921531306;-0.158416400826258;0.316223717084045;-0.295612072132035;-0.0434411922257461;-0.22115837334001
"enthusiastic";0.559546387155741;-0.193086488082917;-0.134359375642524;0.140475192909774;0.326965047489425;0.13656409992723;0.0104616077256017;-0.0143016323718448
"exciting";0.535900117372096;-0.0315367732758393;0.237314369631168;0.338600512053361;0.128426126836956;0.175853523439114;-0.0493709118033432;0.356736971998953
"extraordinary";0.0910358695591666;0.144566174011449;-0.013962795891958;-0.0753060653239094;0.653952394040791;0.246603347044358;0.0957705880754756;-0.0419870183861184
"extreme";0.706137075702775;0.0939664986181666;0.269985010493253;0.149800132558833;0.148979607131921;0.174046483170789;0.0606847175465138;0.154959571687689
"fair";0.742218834004492;0.124864862293299;0.0895345534095899;-0.0117248108069726;0.108177602476016;0.0143073362246253;0.117404686588015;-0.07146319798247
"faithful";0.373004822361172;0.387592923014268;-0.0099615535860636;0.0282676841929047;-0.264990361541652;0.114146646666211;-0.051571941734474;-0.0403992155088626
"familiar";0.321589769262593;0.22913135260728;0.30210903944517;0.360269066713928;0.104573786161834;-0.062622715422233;0.291863860236345;-0.057448026379937
"fancy";0.135058363735332;0.292509239844334;-0.0271288910395051;0.497553186917214;-0.187749802133642;0.077089159535452;-0.0318501654775042;-0.223084402584583
"free";0.445309422885847;0.153481806339787;0.238758356683947;0.24547092844262;0.335642843014535;0.080002529314292;0.0554629528945689;0.17918039466128
"generous";0.342497798648736;-0.152916215320557;0.41865769982135;0.0258849257240705;0.0944874575104006;0.352267582259405;0.477375877817383;0.187785321322838
"gentle";0.761705915124626;0.00369568934062259;0.139435459972629;0.149686652533132;-0.0721286578587195;-0.12215688800847;0.0709298246131057;0.0786826591437249
"greatest";0.645207861578757;0.268558728227816;0.074845922678719;0.165636363048954;0.102816901051769;0.0626761377518465;0.0756940028184987;0.18742547174104
"happier";0.0744036419146606;0.685795822352245;0.232109110530364;0.0821174172697867;0.107674419247053;-0.0787741231107773;0.0578794356803349;0.0683309378801658
"harmless";0.24288518807144;-0.12438919535561;-0.027604975069889;0.225281844023232;0.0832574463445604;0.0523805996255888;0.498672048011275;-0.0171194001171556
"heavenly";0.21012895707586;0.342805126917338;0.220143454331796;0.160110471143114;0.348988149696061;-0.338043862669955;0.177565918129607;-0.188525739737089
"historical";0.133994494719211;0.103578170585944;-0.100798886396067;0.289289215845737;0.0158567142557708;-0.00435129735791176;0.0594060734451136;0.283830473203181
"holy";-0.0735785978071586;0.848346160898455;-0.0512178859852133;0.0380450145311614;0.0114361274474298;0.104748280955019;-0.0446656227390625;0.0443380269953346
"honest";-0.0383438172743432;-0.0354642518998017;0.0603220957377484;0.393130189371352;-0.0564669009879118;0.000171239846225313;0.477004067413593;0.0810475559133766
"intellectual";0.0861274017698529;0.191548310671232;0.535908921531306;-0.158416400826258;0.316223717084044;-0.295612072132034;-0.0434411922257459;-0.221158373340009
"interesting";0.134535054028046;-0.0578207782674079;0.150456064641723;0.295678592161239;0.573917008851986;-0.0146615742916334;-0.151140477746209;0.189267835101854
"irregular";0.453441836983222;0.118145765003174;0.217007830996449;-0.16758809912328;-0.10208660732151;-0.224792202264053;-0.111105093285354;0.551094410737935
"liberal";-0.000491852379974281;0.00450095514919299;0.564115475544451;0.179408159747645;-0.120302510687791;0.00427209980418078;0.30140321689283;-0.0124973955798332
"loose";0.214953849261883;0.0497700821858881;0.366524072753635;0.184296388714235;0.024377273041134;-0.0954454192520182;0.0672072709560984;0.38751190303076
