"MR5";"MR1";"MR4";"MR3";"MR2"
"#-accustomed";0.164044336179984;-0.0061757271452591;0.435250398732937;0.106026109717167;0.00122423510917492
"#-delicate";0.102575923518474;-0.0105596427262932;-0.0565595404824713;0.0839866763583165;0.563372940997322
"#-honest";0.102575923518475;-0.0105596427262925;-0.0565595404824716;0.0839866763583165;0.563372940997323
"#-married";0.497929443144004;-0.0853643880509295;0.299852370015477;0.194264146242347;0.139659437168996
"#-smart";0.0477414676359665;-0.0520509309757359;0.0707213547001331;0.00736774991453432;0.400723499419345
"#-welcome";-0.0294691370229752;0.304381579799259;0.140552590622008;0.533572367639066;0.219867026187436
"#-worth";0.498942101962808;0.0482706583988471;-0.0216177864495376;-0.0615385143862417;0.308031812470919
"accomplished";0.347140045510066;0.45611226406029;0.270334315425871;-0.0601454921052065;-0.107138231370538
"accustomed";0.492289641428061;0.373574846316752;0.242556336559837;0.285224172029629;0.0422567573983419
"afraid";0.369063089112893;0.350996036582525;0.549548624057552;0.24143786313966;0.202966719252937
"appetite";-0.0177330343304662;0.00344066015186887;0.223281523329272;0.516672324345913;-0.236438422614783
"appropriate";0.486153115087645;0.418657408470256;0.324485002320722;0.123669906261882;0.0987554147145655
"beautiful";0.443833590322572;0.456772975466829;0.35460850373156;0.368470280789783;0.132580867793149
"blessed";0.226878038395213;0.207327294758008;0.181567789641288;0.101774152553756;-0.00395429052626894
"brave";0.499585531692039;0.000846984787562316;0.128464599920082;-0.151489918870595;0.359376498961684
"bustle";0.100577917554788;0.161460066618072;0.159525992184367;-0.051502146406695;0.117544448621214
"calm";0.31755682524053;0.542241767134069;0.0191203404999734;0.248426920589558;0.0939869495012279
"capable";0.251784842152268;0.520400365529998;0.220161155317276;0.135627277896492;-0.148281614246554
"capital";0.496469429099433;-0.0654663920349923;0.154967396747595;0.0186828382839374;-0.187719930947288
"careful";0.500442048994579;0.114842749228008;0.426965571698302;0.0813892965952282;0.375493144012393
"cautious";0.072953029781273;0.0995544475857846;0.298743683308778;0.0730448228004926;0.612626989628507
"charitable";0.228145167001789;0.140246013325598;0.431124937516273;0.152251263641792;0.108545092211052
"cheerful";0.321372012289714;0.448361081834286;0.328454015430021;0.488062248867975;0.163133633873451
"clean";0.356871054630987;0.453314110041081;0.115859037982999;0.461019311281259;0.0332640836368283
"clever";0.557153496894842;0.348114745025845;0.0681652924895418;0.00828986980609096;0.137672459728237
"comfortable";0.522865761179088;0.384630110478628;0.324798276208391;0.258170047411309;0.379224100401941
"compassionate";-0.000535921790371033;0.335471607702414;0.0935965592969689;0.0568557856872039;0.320788717156449
"competent";0.130214775202164;0.438708298845604;0.307717157040339;0.118666099722009;-0.135870034815136
"complex";0.0797796930913368;-0.10728675379856;-0.0926108417413302;0.543001814011146;0.157480765508697
"confident";0.51695198098932;0.325078271812147;0.101182600231392;0.149465296454806;0.196231334618222
"conventional";0.268275980356633;0.40341455617711;0.210747777576762;0.294574622023914;0.189263174657446
"cruel";0.428848507059974;0.378860446670325;0.38905451840229;0.150628535453541;0.164258645591457
"curious";0.42076695258258;0.296292407671585;0.422512629271263;0.0996700499379292;0.118998442094285
"dangerous";0.200729490107913;0.352433411440644;0.263812844489885;0.297335670202379;0.207555974004834
"delicate";0.182110246867915;0.590688349072502;0.437928489021668;0.291474456821737;0.216561410587272
"delicious";0.0865756362594274;0.352809001430876;0.578830328206094;0.243628640554544;0.0930759773500941
"delighted";0.284705693797742;0.583966865398982;0.346728309302422;0.196132957497936;0.0627789037378136
"delightful";0.54859689901832;0.411967951565972;0.367835393488759;0.0711508634687177;0.133461374441226
"determined";0.281083205155376;0.270544610455419;0.274750909655218;0.170920766715114;0.369140360998295
"different";0.470383902126398;0.4007004780114;0.360953894719465;0.273420879562069;0.150046034508885
"direct";0.149464201056157;0.312413687438718;0.131870864584842;0.576056455333472;0.0982433172517625
"distinctive";-0.0963153903520844;0.00905619128438453;-0.0138841346060637;0.259586382244498;-0.0294268650502446
"dramatic";0.448925953795355;-0.0478189380347063;-0.026873920109534;0.0167003165048646;-0.0598477565266092
"encouraging";0.255858894796743;0.0618588159602182;0.423791895565821;0.279902956173104;0.078207213966065
"energetic";0.0902320066168823;0.311052613653894;0.402891890955781;0.121225046585234;-0.0258993357720723
"entertaining";0.438221502204999;0.172835182208647;0.141686577745958;0.0459380710503724;0.182115810858707
