"MR1";"MR7";"MR4";"MR3";"MR2";"MR6";"MR5";"MR8"
"#-accomplished";0.106744424038219;0.0160073189817589;0.536010188165928;0.13587945129549;0.0492217034950551;-0.190643987461306;0.225336172003522;-0.0269222577032896
"#-curious";-0.0681610777819238;0.601001671140342;0.100043253942663;0.0359113824503894;0.348252983674015;-0.1532041054679;-0.143139271125997;-0.0407135260319059
"#-extraordinary";0.137412610856118;0.24414766753976;0.0517638748099997;-0.0724502206757641;-0.0776998008218587;0.363952459790714;-0.0858160102453972;0.000191151628162799
"#-married";0.00377259557100973;0.123096275392594;0.022190485285895;0.213662093720192;0.0275766834105362;-0.0108436314233752;-0.218329550479248;0.174201412238679
"#-rich";0.301568737586805;0.106324625975572;-0.118427504134267;0.209757594497895;0.0770949312003097;-0.0561055344697916;-0.0664024825246612;0.245658353336057
"#-strong";0.142891037122519;-0.0456755655508201;0.0454879973913364;0.388787979438426;0.0812471756056829;0.131789913878726;-0.0166017662163258;-0.0417494775773952
"#-worth";0.0439234413743024;0.150658234226249;0.0600987488480179;-0.0712662696041591;-0.0126404140982664;-0.0604564418399271;0.440873046273547;-0.0630463855831867
"accomplished";0.602874926601924;-0.0812220473205219;0.171870050088807;-0.121620550940807;-0.0445876173378952;0.0388120937410839;-0.230140759442691;-0.123081535527019
"accustomed";0.338724972851375;0.141071079371374;0.372540948774781;-0.0515419630243542;0.48329899060258;0.201549825106784;0.0386106897448307;-0.0707869394418348
"afraid";0.421918995299577;0.360648863952504;0.526114290839628;0.251995739084863;0.00205842762591783;0.132340238340854;0.0391759146509585;0.0554294002579015
"amusing";0.353483452931685;0.055366755937945;0.114387597408005;0.216610841478436;0.54748348488252;0.162497605978003;0.0616437705530634;-0.141743675649998
"appropriate";0.103660961244244;0.182110811979808;0.415204549356869;0.196419462754275;-0.186911388093585;-0.0564045178407411;0.0836307847820262;0.221584942185999
"beautiful";0.257356618172681;0.494765892785281;0.341603278746623;0.26173468307364;0.204247533047149;0.18361280509098;0.088468175063377;-0.00762198719951116
"biggest";-0.0459055541963963;0.108362665629737;0.00217253487766592;-0.0425069896569217;0.633143386088996;-0.0152487402315295;0.00709459200290293;-0.0158332158640704
"blessed";-0.0403862871019968;0.0848769651670123;0.106829890813549;0.356745023373821;0.348909016561586;-0.0373201728882457;-0.0564725206667709;-0.310993946475316
"brave";-0.00511884851621852;0.583294044444999;0.0859093937356806;0.400129824189543;-0.13434298411068;-0.0230188490271133;-0.118447560403936;0.072654817608157
"bustle";-0.0107815778506974;0.177552342582632;0.499766740897624;-0.0218013793792352;-0.0484581687158585;0.202653905377486;-0.0127098932268234;0.0143658134433773
"calm";0.420220347449975;0.41211347189682;0.305449514472481;-0.0138575186847757;0.217832775265886;-0.0165955485093864;0.16941921307911;0.0183202388552334
"capable";0.313750813180694;0.184761947671877;-0.0937297469931995;-0.0283137547510143;-0.0851050578498818;0.0354387923528664;0.345645582284458;0.0771078185968982
"capital";0.072566193062438;0.613632142760799;-0.127732906297844;-0.0207286194841031;0.0646035026193214;0.205526351150039;0.22642423867668;-0.0247239644676108
"careful";0.545702439353338;0.157975867192115;0.252574633466238;0.335407382799699;0.272353045930078;0.19012109550119;-0.0961849249832565;0.0705738035951334
"cautious";0.560476051686406;0.0521554966542374;0.211859981613542;0.275665615652686;-0.00100578959659602;-0.152964922882562;0.117993359024563;0.237188870285319
"charitable";0.00611563158428742;0.1509806539031;0.114749375036472;0.259836876018321;-0.0498423519513951;-0.0804192090655858;0.499176930197315;-0.00805881591098282
"cheerful";0.366283193652351;0.409365198023721;0.0651998741963284;0.464035673277499;0.38688935537152;0.0446282205368264;0.0116515810885624;0.0565304878345887
"clean";0.392383066305265;0.17319404747078;0.18903271128903;0.404136615485973;0.310082311690398;0.278637177502326;0.0780413434274378;0.0527754846206082
"clever";0.441018200869161;0.300542314565877;-0.0169075632401064;0.131124088439373;-0.0934976460307155;0.130323205182232;0.0804714502099617;-0.00792918225223589
