"MR1";"MR2"
"#-determined";-0.00588572520833646;0.0396084106159259
"#-free";-0.0183745745269201;0.37760285135334
"#-interesting";0.639473799633974;-0.0188205760322672
"#-worth";0.0215394363383384;0.220232805787485
"accomplished";0.275116602700542;-0.111262613010167
"accustomed";0.638578705884241;0.232310506454153
"afraid";-0.0769094159123082;0.445084335166816
"aggressive";0.3981854532272;-0.122242178722041
"appropriate";0.287967261391885;0.299565977477888
"artistic";0.246046311075252;0.175679088476265
"beautiful";0.0726208155338448;0.437525670945625
"blessed";-0.00623917082112539;0.294114495307767
"brave";0.392333752971385;-0.161312375031175
"calm";0.253354588631641;-0.15096262692838
"capable";0.204656648503936;0.159096751779081
"careful";0.0632350638836476;0.149412012050527
"cheerful";0.284465214402996;0.189532132140656
"clean";0.38805881852653;0.0257130296275408
"clever";0.0904483557143462;0.25349790142842
"comfortable";0.0580608289870219;0.09203376798155
"competent";0.115866534561462;0.0638850975086065
"confident";0.22351787053917;-0.0916086884906524
"conventional";0.576243233763982;0.0370107998797418
"cruel";0.0719509340661072;0.330232335720842
"curious";0.291006194639438;0.252360136608115
"dangerous";-0.0332442101212913;0.49898719601664
"delicate";0.10668203742865;0.439288222208784
"delicious";0.159421586538579;0.223642266295921
"delight";-0.0482930239444734;-0.166265571569714
"delightful";0.00618027297483196;0.354641279007847
"determined";0.153279258090141;0.0788458620484868
"different";0.0647019395992724;0.1596943435228
"direct";-0.0663508575163479;0.253240645253424
"effective";-0.0482930239444734;-0.166265571569714
"encouraging";-0.0916429122125436;0.218621806739808
"enthusiastic";0.469924794857111;-0.198519140239777
"extraordinary";-0.051504317935508;0.484352505339465
"extreme";0.168439339760655;0.493440885548228
"fair";0.344202746608393;0.149288239242702
"faithful";0.0752323032315;0.0704893714879853
"familiar";0.103592953756877;0.19860303544114
"fancy";0.0800232759151985;0.288573615747525
"fascinating";0.129751513884902;0.0215821289427774
"free";0.252740629855211;0.114320201341749
"friendly";0.295679082478713;0.313677600381258
"generous";0.339498819812267;0.503824068715286
"gentle";0.515714804455012;0.16080023377508
"genuine";0.49620089207212;0.106498898309838
"graceful";0.215417523414091;0.320912846687215
"greatest";0.488863556385835;0.116479652528604
"greedy";-0.0492345946064586;0.298210873579385
"happy";0.63333833118035;0.212311754346465
"harmless";-0.0572973587091007;0.131549119686403
"historical";-0.01837457452692;0.37760285135334
"holy";0.246046311075251;0.175679088476265
"honest";-0.0383154691643563;0.361874004797699
"humble";0.56990481688572;0.0354936920031389
"independent";0.635553074912599;0.0157811644448963
"individual";0.024096539331792;-0.19231252124539
"interesting";0.0234635467053528;0.178395054216955
"irregular";0.131009600348723;0.31128463288197
"legal";0.131009600348723;0.31128463288197
"liberal";0.19519676176648;0.403521101458598
"loose";-0.0549224201428255;0.43651616372662
"loyal";-0.0324308843676517;0.208103245478295
"married";-0.0482930239444734;-0.166265571569714
"mighty";-0.102195143196685;0.378315803971498
"modest";0.771674463241901;-0.00992534618669503
"moral";0.150839635524528;0.327281991948643
"mysterious";0.256689982622297;0.167947160507051
"natural";0.662143551308505;0.112172462502556
"neat";0.0472067488705217;0.12724271194119
"novel";-0.030326737690109;0.0784744022826997
"official";0.451618878157673;-0.0502244016595253
"original";0.0690982033597571;0.406629681410166
"passionate";0.069033055500361;0.377033414625212
"peaceful";-0.0620470605344243;0.408114747163997
"pleasant";0.188952556341809;-0.073270228143065
"polite";0.3108371644261;0.461669054703883
"popular";0.373019496735626;-0.0339149292309054
"powerful";0.280319657410269;0.0622984705706481
"preserved";0.299021553039185;-0.000926862313644045
"productive";0.253354588631641;-0.15096262692838
"professional";0.306996376248977;-0.132410659254327
"progressive";-0.0348546244563473;0.283548724061208
"proud";0.664165878226071;0.0157632035538404
"prudent";0.00694487043905522;0.119906688042354
"qualified";-0.041789254398856;0.24708898564223
"reasonable";0.306880066997091;0.0608746884382498
"respected";0.160244780890311;0.156859353016297
"responsible";0.0519930311335516;0.349111573014114
"rich";0.45136881038055;0.305488163140951
"sacred";0.0300599522715832;0.55722170245618
"safe";0.175459319722488;0.324126743210559
"scared";0.6355530749126;0.0157811644448963
"sincere";0.316863302511166;0.204658047294013
"smart";0.180203770140077;0.375106707064548
"social";0.202849579322296;0.033032559274592
"special";0.0311819717450132;-0.0510447344115387
"stable";0.0431812027079927;0.18494102292411
"stimulating";-0.0572973587091007;0.131549119686403
"superior";0.469924794857111;-0.198519140239777
"sympathetic";-0.131159465879095;0.530013177297701
"threatened";-0.0100709887546026;0.365463555298811
"trustworthy";0.0451482043187571;-0.0869414445504039
"universal";0.0240965393317921;-0.19231252124539
"weak";0.15673786897868;-0.227407120589331
"wise";0.629237153039339;0.257369216923642
"selfish";0.63947379963397;-0.0188205760322658
"unprecedented";0.0215394363383379;0.220232805787485
"worth";0.162804610142583;0.554740106251253
"threatening";0.0319843644577152;0.288625055644297
"weaker";0.367122344892811;-0.139501197826068
"thoughtful";0.0659920437081402;0.117436325762473
"surprising";0.022829952047998;0.168178367116301
"top";0.606040227183548;-0.0069532395625131
"uncertain";0.126674315928766;0.287260961492393
"welcome";0.191181546683248;0.0243817921572515
"mystic";0.0915628575592555;0.0148669411016825
"shocked";-0.0303267376901089;0.0784744022826997
"spontaneous";-0.0482930239444734;-0.166265571569714
"orthodox";0.243567233865974;-0.0413431786559857
"happier";0.0472203437975647;0.116203797884403
