"MR1";"MR2"
"#-comfortable";0.157698918422994;0.123605013499265
"#-fair";0.169235508214043;0.367625558415315
"#-married";0.291087777546475;0.0850048210500023
"#-worth";0.0805116075819168;0.0153874005243011
"accomplished";0.457735103616783;0.27695732378313
"afraid";0.211340229296014;0.533381038702947
"amusing";0.116515403599459;0.370223887021434
"beautiful";0.367968450571652;0.161463705221668
"best";0.432379410485132;0.507956419892258
"brave";0.00687103234515061;0.536556543912672
"calm";0.312385659709251;-0.0525454557376204
"capable";0.717123308681469;0.0265797473271845
"careful";0.0828127808349445;0.718036673903101
"cautious";0.493914457547374;-0.156977684364236
"charitable";0.495739674537548;-0.21315434457805
"cheerful";0.516178390059305;0.504710186496893
"clever";0.317569482410559;0.362036078364892
"comfortable";0.274729264664454;0.608657071306182
"compassionate";-0.134667077820791;0.265091993570901
"confident";0.691018088531864;-0.186357066276892
"cruel";0.475533406801671;0.109491867295002
"curious";0.311781351781196;0.492065854172747
"dangerous";0.646965510491873;0.231801296070714
"delicate";0.533128264108616;0.0230537846693347
"delicious";0.299194869590166;-0.0156623425374332
"delight";-0.134667077820791;0.265091993570901
"delighted";0.435359203548538;0.600007752838482
"delightful";0.143981363210371;0.348889398495902
"determined";0.613116331224332;0.449101658328725
"different";0.420887066272955;0.56459032413929
"direct";-0.0130204642271573;0.315929177974858
"encouraging";0.411229084846573;0.109547090816928
"entertaining";0.122430670139706;0.63584469981287
"expensive";0.0113067512293615;0.565975490483281
"extraordinary";0.320429154264602;0.640627291997876
"extreme";0.332648968830403;0.127621583746273
"fair";0.457178783394321;0.582285004266246
"faithful";0.365271148803499;-0.0642292418521206
"familiar";0.0966760020103646;0.0486547280747614
"famous";0.00687103234515087;0.536556543912672
"fancy";-0.00707571907852599;0.345250491770053
"free";0.0501537425149438;0.643302945337047
"friendly";0.211013130229135;0.374716218213507
"generous";0.406504172857405;0.103634059685736
"gentle";0.577774939648957;0.220782127816955
"graceful";0.169235508214043;0.367625558415314
"greatest";0.120687054821671;0.561795137840427
"happier";0.601322868870642;0.174356685278725
"honest";0.393071125348181;-0.213585057993499
"humble";0.251969781914142;0.213875544525182
"improper";0.615422536073012;0.155181122174919
"independent";0.642885735967106;-0.0883861323936116
"intelligent";0.0197361114823038;0.622291645486908
"interesting";0.470232445189764;0.553751102899198
"liberal";0.0309316805950396;0.62220528792378
"married";0.635200695633576;0.319870600312602
"mature";0.440262394855374;-0.14370355929687
"modest";0.416843693694794;0.264130482782919
"moral";0.248200284329644;0.303152053524043
"natural";0.665561617989836;0.130843025795921
"neat";0.080287623038801;0.563303141768862
"newest";0.0113067512293611;0.565975490483281
"official";0.331258445534871;-0.069790163439015
"original";0.0693147657901909;-0.185660248568601
"playful";0.0693147657901908;-0.185660248568601
"pleasant";0.406732940557808;0.600913780316862
"pleasing";0.589375084054455;0.394943422030629
"polite";0.318474524778512;0.0514134760346912
"popular";-0.00707571907852599;0.345250491770053
"powerful";0.632700247957969;0.213035314675595
"profitable";0.011306751229361;0.565975490483281
"proud";0.612850369687916;0.206082475444105
"prudent";0.711045893764953;-0.071488451812703
"qualified";-0.0316284351909713;0.099458648213977
"quiet";0.51849474449914;0.416347831566324
"reasonable";0.276199441617632;0.505304306469231
"religious";0.242150962562831;0.310412590743589
"responsible";0.270350392970715;0.380120835332984
"rich";0.63765114405006;0.144260728198368
"safe";0.259225764389765;0.647709413954605
"safer";0.171528485409764;-0.095239150586242
"secure";0.222296671926201;0.412549637078489
"selfish";0.588179499856275;-0.158595855463844
"shocked";-0.0316284351909712;0.099458648213977
"sincere";0.204341688992993;0.465917169435965
"smart";-0.00905619551053185;0.0798093320308038
"social";0.226582784498012;0.228916288977331
"spontaneous";0.198544250353223;0.158227466862769
"strong";0.520392145242134;0.442100330717113
"superior";0.257754645327555;0.649837031678937
"sympathetic";0.411023570690576;0.2142841579505
"thoughtful";0.480804460999378;0.192314923976419
"uncertain";0.602728587999285;0.0708316758551632
"unpleasant";0.0366863770668337;0.351308273425574
"weak";0.212729081318309;0.0542270217338393
"wealthy";0.0327232486614644;0.423752835175468
"welcome";0.335194080318113;0.2609672281915
"worth";0.467831855992218;0.574720324034317
"special";0.00687103234515102;0.536556543912672
"wise";0.554169529455999;0.346598811736773
"universal";0.322260322726074;-0.14950475292398
"stable";-0.00905619551053188;0.0798093320308038
