"MR1";"MR2"
"#-afraid";0.131452431665634;-0.0286634296291583
"#-dangerous";0.178901819460949;-0.0042105288140679
"#-fair";0.50830610784341;0.0374849039870641
"#-pleasant";0.00823255675722256;0.400645296810978
"#-strong";0.120694528074326;0.308952422994069
"#-weak";0.0850386420757187;0.0486688452063008
"#-worth";0.0344852915232227;0.0443335525504189
"accomplished";0.300707930169767;0.223235257056559
"accustomed";0.29565978914825;0.333765408659998
"afraid";0.376720353909514;0.467323338836473
"amusing";0.205288483876653;0.00703424854907349
"appropriate";0.197089230348983;0.345461694659377
"beautiful";0.560114656966602;0.467152044279512
"blessed";0.121843319721924;0.128209568308853
"brave";-0.0271937607710517;0.163707362881338
"bustle";0.0610680866671575;0.086511163369304
"calm";0.383154158023956;0.635035158819988
"capable";0.147251910777242;0.0553796488348564
"capital";-0.091516462197665;0.162090337167333
"careful";0.3338217226325;0.397101254424135
"cautious";0.517386743720924;-0.0027069764475735
"charitable";0.182250240152021;-0.0061941851757032
"cheerful";0.387200264435397;0.515017507239926
"clean";0.486445110481338;0.416784336149008
"clever";0.287023924404622;0.587250034447728
"comfortable";0.470416369606195;0.407659359018265
"committed";0.131452431665634;-0.0286634296291587
"confident";-0.0880885406575078;0.00158566988725584
"coward";-0.00220897553029571;-0.0602460067395822
"cruel";0.0168708093182923;0.576407890297934
"curious";0.256123013210219;0.642450533789468
"dangerous";0.167413103876539;0.153224816550199
"delicate";0.565445814903187;0.322892980265392
"delicious";0.576579661076706;0.22654080077784
"delighted";0.498435431904073;0.28658906721675
"delightful";0.100146656508761;0.408868639704089
"determined";0.299144208906786;0.4100445158312
"different";0.312587725595608;0.418383774953006
"direct";-0.00504224336013149;0.472999413604488
"effective";0.290956104380749;0.308648542519286
"efficient";0.205288483876653;0.00703424854907333
"encouraged";0.514620197480179;0.210862914572547
"encouraging";-0.115551157831129;0.0857719475730672
"enthusiastic";0.305639231555222;-0.156477712665869
"exciting";0.264420977686091;0.050699977992218
"expensive";0.0854237635368618;0.314551367538726
"extraordinary";0.338634878607978;0.453935539437653
"extreme";-0.0456309082706351;0.464813028580879
"fair";0.573514405201399;0.0791976232203545
