"MR1";"MR2";"MR6";"MR4";"MR3";"MR9";"MR7";"MR5";"MR11";"MR8";"MR10"
"#-beautiful";0.112138989599207;-0.0846003083257921;-0.0621469635438972;0.629221942360145;0.179578356726534;0.255991696012537;0.128579176732253;0.0567509304318466;0.0272614368968785;0.0401178452455633;0.190842146310259
"accustomed";0.449172027631864;0.109538598801314;0.441883633789267;0.162556807999099;0.181913967196889;0.455550194649213;0.0727171279473098;0.0528592151380827;0.0210359016368476;0.2286333312959;0.0813373000286256
"adventure";-0.0346543012734544;0.900106487570044;-0.0258939781474764;-0.00378086718544325;0.0517384314380543;-0.0431389999662814;0.0643540093479885;-0.00437556508305932;-0.0356643793047842;-0.0407422036055974;-0.0752173429003545
"afraid";0.0505459829618027;-0.0980122951444574;0.0128421455354149;-0.104777923680548;-0.0418857014855036;-0.103567637516704;-0.0332153930138091;0.807724202596018;-0.0152427521476549;-0.037864274628799;0.0868127632570434
"almighty";-0.0284386890578621;-0.0623645064707316;-0.0130848377156334;0.725203525374299;-0.0783009674258002;0.0434619188370342;0.0105098685058084;0.029407944546756;0.050166901127596;0.0214789125102252;0.115899770209553
"beautiful";0.757150585701621;0.177771021020978;0.165394777791747;0.0123616024798348;0.107377662177388;0.032110537923105;0.0779961828414931;0.0863117348444186;0.0390812747617506;0.0624986970480083;0.0245321392457785
"best";0.355615289164178;0.104168354801207;0.0820644084542029;0.0779497569938244;-0.0757417406395932;0.0783432950474318;0.155865028187713;0.236652510851398;0.117571734889867;0.106016770055454;0.273164730188416
"blessed";0.288281276896279;0.211928755583217;-0.150324148006108;-0.137365512299951;-0.11731186114107;-0.049064044658497;-0.0942663544994249;0.200207343279532;0.354201051500885;-0.122142917952739;-0.0452853567539914
"brave";0.145175455291834;-0.0352835881811276;-0.0902253009609775;0.659140264354567;-0.140924845802637;0.093935125973578;0.0479672968315395;0.0154978818858103;0.042285977056917;-0.027622477291283;0.0355640221773892
"calm";0.271648176903902;0.334672447849742;0.402462174855641;0.275425847729396;-0.0134816586611579;-0.0127875104882339;-0.0508736630259679;0.181666149995254;0.0966775823378376;0.0823790730510853;0.0961495072408036
"capable";0.647342338301403;0.14527280151273;0.379129452664729;0.230866844414292;0.0787621498561629;0.0568107197606796;-0.00661513156514978;0.029841358797381;0.131022571605052;0.28422589726912;0.0716269886835131
