"MR1";"MR2";"MR6";"MR4";"MR3";"MR7";"MR5";"MR11";"MR12";"MR10";"MR9";"MR8"
"#-beautiful";0.195372460770955;-0.0993518757068344;-0.0335127765176384;0.622809376751585;0.166800975786254;0.22534452540727;0.00838198869336635;0.00840903372550276;-0.122755971835463;0.181672706072164;-0.0637545898469653;0.0927793891898004
"accustomed";0.575596922443146;0.0530269983158727;0.50039000924702;0.189562105680854;0.157332572060204;0.162945484014355;-0.0167264174178186;0.00128115595049216;-0.092908820799496;0.00261457773067082;-0.00696264638630803;0.293847589617998
"adventure";-0.0302494803967912;0.917112243417546;-0.0256423704766901;-0.00235550138040178;0.0554527337822342;0.039649057582707;0.00393709209742063;-0.0336813389561203;0.0643016187361511;-0.0742109569610939;-0.0142106482595793;-0.00194371016965748
"afraid";0.0235922250644688;-0.0626004411207195;-0.00775562174197957;-0.0969889862333678;-0.04036312345261;-0.0545160807370585;0.845741762740527;-0.0110091204638453;-0.0507108473563839;0.092365778915437;0.0245058159467422;-0.0233844099741068
"almighty";0.00917974014915365;-0.066686430149796;-0.0159192993838628;0.71745427134278;-0.079507310978797;0.0553176867690063;0.000436038903359251;0.0445529113578381;-0.0527474216566068;0.138177473303849;0.00815561673608703;-0.0368782598244751
"beautiful";0.752020015962683;0.195529477734111;0.127299546122387;-0.0366210905340809;0.106715340023517;0.0504497862426017;0.124388979622936;0.0387492494982077;0.0656777366716113;0.040412742316465;0.126568102835358;-0.148254380891946
"best";0.379308586264864;0.0912171407791448;0.0914804305250017;0.0734490378455305;-0.0818121284106858;0.14543953320181;0.229512566166;0.1119820331643;0.0728925715394576;0.253532873109159;0.0437090672313509;0.102526978307239
"blessed";0.260075132121887;0.211248611746713;-0.162285502799765;-0.140190311785986;-0.113903514903476;-0.116908791787793;0.209550208466859;0.355134262753878;0.0480412061817174;-0.0408231531546201;-0.115734212489447;-0.054388628115412
"brave";0.181174659775894;-0.0169422362402223;-0.106307178569913;0.628876073080344;-0.143279233784606;0.106191012432283;0.00554347520213328;0.0333035745826193;-0.103092582163749;0.0713823192977574;-0.000756512030774233;-0.124804710561789
"calm";0.287929093858413;0.289568993277115;0.405863418220897;0.300933714883108;-0.0143528127806686;-0.096903710282711;0.152671849834234;0.099400119950149;0.156660553760912;0.076000919014421;0.0137925380228836;0.0653770187123776
"capable";0.675910334992406;0.123675707711892;0.362195521287415;0.218603193997276;0.0760491975667848;-0.0220717018025745;0.0286113402914919;0.137746470387945;0.0896684957781765;0.058759729059895;0.242916219517685;0.0286448268425832
"cheerful";0.763372085812785;0.049050902659343;0.152774612140616;0.0949202928425677;0.188031067099147;0.00874213333814881;0.0747804786046195;0.0875420149855493;0.056577914243567;0.198035745943943;-0.0402617522786431;-0.0764133288269146
"clean";0.78546579397651;-0.0267555863227482;-0.141580469666994;-0.130288748432486;-0.0926243698234891;-0.0883729960487884;0.158656811571025;-0.0184927077319702;0.201083602821186;0.149194495397504;-0.0456807679337059;-0.000423434910270034
"clever";0.0911725995376806;0.0416613303176226;-0.061281237224451;0.00899647801237869;0.816297036174936;0.0403680929395411;-0.0299137651848056;-0.0597260433634826;0.00137024801597162;0.00162802611072151;-0.0332236839544306;-0.0131282329380014
"comfortable";0.37239089305326;0.0836117490551695;-0.210189553733161;-0.088958082994456;0.0978618500618463;0.125727547367699;0.134357792472896;0.226299010409773;0.0959334447743516;0.245610893979407;0.283501347195076;0.487657801979011
"competent";0.0431265163790258;0.0058445731960862;-0.0327729554089873;0.149485446660186;-0.0896943565256184;-0.0873630725669936;0.127127157909816;-0.0515053767196213;-0.00716788980693851;0.783329554406617;0.0144462454468551;0.00551004239600448
