"MR1";"MR2";"MR4";"MR3";"MR5"
"#-beautiful";0.215324946131359;-0.106052578740747;0.663652395816619;-0.0493821972817822;0.0533551985825291
"accustomed";0.700101819341664;0.185760816546542;0.163832494077581;0.139232850336943;0.0213287836698905
"adventure";-0.116080399041613;0.789637128264847;0.0787249128232368;-0.18966699917134;-0.0806615261795582
"afraid";0.0486812000252807;-0.139596566811176;-0.101726345147655;-0.0568575629368749;0.673707072113059
"almighty";-0.0486057671384739;-0.0564890271887558;0.687626663987362;0.0990431500847884;0.149216633966758
"beautiful";0.728185359973169;0.246453630883658;0.0648066202468925;-0.0507210787025743;0.0759151916410657
"best";0.396390742212148;0.135241510208654;0.143246843509666;0.136447917607175;0.290672331159468
"blessed";0.149261376255396;0.107576534044645;-0.0229354572930219;0.100687488724149;0.0651838109739299
"brave";0.06232820650257;-0.0630279275075472;0.685681852893566;0.0972885402339013;0.077735826618352
"calm";0.305534867316264;0.429247950377991;0.209293753599128;0.138214489249313;0.28266298476332
"capable";0.728311491655672;0.282163872400966;0.177023966417287;0.147142949797058;0.139653642287985
"cheerful";0.762346178682019;0.126122093360262;0.187163452834045;-0.0657129846917867;0.0906637898365779
"clean";0.65385975803345;-0.0214531534404292;0.014612332092717;-0.0837525961152065;0.188358230508021
"clever";0.248202715664304;0.0486697952147785;0.0175639534998045;-0.572419742643508;-0.216274232674823
"comfortable";0.455705076250187;0.0461396557848026;-0.0092835356458946;0.0057943676950925;0.165043152415868
"competent";0.0472209682417592;0.00533857724867516;0.172816671647438;-0.0448667920915306;0.432958219197558
"complex";0.0515375172352702;0.211680901074757;-0.0188922872708317;0.0594698615533518;-0.0722005336390762
"confident";0.059860267454757;0.336534500046763;-0.0766533909593845;0.0338166947024605;0.0191106190905857
"cruel";0.502201046976069;-0.035585257748065;0.00851127699588065;-0.530735807640645;-0.232458121579767
"dangerous";0.108781326458667;0.0943254761008934;0.333440870196631;0.491864819314809;-0.16507577644149
"delicate";0.382285140282128;-0.151822023743916;0.146007073269024;-0.0110212048570202;-0.23006289077248
"delicious";0.2932713937036;-0.0339885677240473;0.348764182308458;-0.184582194655683;-0.00805417891134348
"delighted";0.763423805689131;-0.093685140126185;0.104357795225359;-0.0733958443102135;-0.103898539441793
