"MR1";"MR2";"MR4";"MR3";"MR5"
"#-beautiful";0.215324946131359;-0.106052578740747;0.663652395816619;-0.0493821972817822;0.0533551985825291
"delightful";0.265645837569051;0.0478203615296702;0.5358610757476;-0.152423658088384;0.0381081733759812
"determined";0.131846981697912;0.267539945315961;-0.11113550160923;0.225326239351861;0.0840846765044273
"different";0.775598947326269;0.120535449880814;0.205283332932583;0.009730181143107;0.138420934151288
"direct";0.626311731653709;-0.120038064603228;0.360122824018262;-0.122874018277787;0.0471714097104292
"encouraging";0.16448169864964;0.370491045956787;-0.164625444800304;0.34702104992631;0.0870082711631037
"enthusiastic";0.544442713608667;-0.191404238958305;0.262713810490846;-0.0685439399023823;-0.124736279626314
"exciting";0.642373904852535;0.027091128914709;0.376922623784295;0.159958054625428;-0.07186026768731
"extraordinary";0.235483405635901;0.157240441013878;0.105010340930474;-0.0121368736363775;-0.142886284275211
"extreme";0.787432513975307;0.160880508699072;0.189231170359057;0.0380371826660712;0.0351828490474433
"fair";0.686469909459163;0.156445739402484;0.0403399025548747;-0.0685589693271451;0.101742183246629
"faithful";0.272356886226987;0.347711816419209;-0.0108838259321035;-0.27205332353728;0.00989279126833443
"familiar";0.350192590316797;0.294921827943456;0.331396827639684;0.0517484406774195;0.378783668830393
"fancy";0.0232679931597409;0.261673844534292;0.410247192108943;-0.324359156570595;0.102007316846092
"free";0.543436608409041;0.225174951415364;0.325337195049763;0.167820037337653;0.00124405647663217
"generous";0.60688258383163;-0.0883080540138362;0.0144979365185527;0.0281425112622411;0.377065027353841
"gentle";0.668582774104783;0.0485920033830953;0.147410474724795;0.0738697072266424;0.14930355992418
"greatest";0.622516997842936;0.276350371956464;0.237160116184187;0.00745756362319032;0.0348722044483301
"happier";0.0841221591858976;0.728760616794797;0.0988548657469329;0.086442321992795;0.100985619083772
"harmless";0.264434735476826;-0.156774227889711;0.246898093773869;-0.0836488327953552;0.427659279565962
"heavenly";0.165625693651832;0.423611574403464;0.199883711719281;0.210770412401455;0.239068634767009
"historical";0.107122425748397;0.0591700375642966;0.337076082897043;0.0680666076800298;0.0176627768557288
"holy";-0.116080399041613;0.789637128264851;0.0787249128232391;-0.189666999171342;-0.080661526179559
"honest";0.00287082346668524;-0.0649912232953458;0.353486810434998;-0.00618556885916329;0.492243769700692
"intellectual";0.16448169864964;0.370491045956787;-0.164625444800304;0.34702104992631;0.0870082711631038
"interesting";0.253999674179106;0.0370051274659047;0.419961268748611;0.343195163082163;-0.233953879672399
"irregular";0.442729090195467;0.171362791452098;-0.124244569158193;0.432982452740378;-0.0599306851384203
"liberal";0.166376679905546;0.116726137837307;0.0328682524210774;0.140812051169664;0.44994403088152
"loose";0.32165451445996;0.134001694145657;0.167946058265189;0.378023111435259;0.131875207396452
"married";0.248202715664304;0.0486697952147786;0.0175639534998045;-0.572419742643508;-0.216274232674823
"mighty";0.509909593750693;-0.0380425238356981;0.506664051068128;0.255608603524025;-0.0237856889696843
"modest";0.248202715664304;0.0486697952147784;0.0175639534998046;-0.572419742643508;-0.216274232674823
"moral";0.0281485875503947;0.735874411637607;0.0948882226643646;-0.0534355323583282;-0.0599376707698402
"mysterious";0.0646140095706078;0.823126239486137;-0.0342519088533183;0.113112923579106;0.00140552561199663
"natural";0.483773847906786;0.537076800046272;0.113998953953414;-0.0270077696817926;0.0461571352522869
"neat";0.214455230995309;0.0136348210757665;0.179118583143925;0.0444425503641724;0.432965140166693
"original";0.661811691064658;-0.107705074787444;0.120741772209176;0.0443601967401263;-0.0875320381841361
"passionate";0.04704238704057;0.0177074410600176;-0.0382689767830647;0.31176663940879;-0.0559355452994303
"peaceful";0.260077670666168;0.589699641755435;0.223986366975871;-0.145287421333485;-0.00968827312311841
"pleasant";0.725128688400153;0.259958211589084;0.0436009645538063;0.188195384494927;0.115400317768486
"popular";0.386513698485004;0.0682113523917439;-0.206341260445265;0.197620662987617;0.224027961837615
"powerful";0.559527981534492;0.13500074763752;0.0840188190145098;0.0915361142961342;0.0913142501972623
"proud";0.277521509280004;0.318202402881715;-0.189990804067508;0.368157667634068;0.145343120150517
"prudent";-0.0463441561883774;-0.0597778243128734;-0.0353996200439043;0.372845182574361;-0.137746998892528
"quiet";0.389870672821771;0.0491516376332703;0.235173531774934;0.142708914270265;-0.10442430445231
"safe";0.335137100696549;0.152198335682595;0.0461552900659224;0.335268570978395;0.235463890091423
"secure";0.0729331376604179;0.00638872202569543;0.0518346086604203;0.528198767313769;-0.118129988497344
"selfish";0.225054464413806;0.0589510367980059;0.386829342008451;0.072568368093848;0.0477251042655142
"sincere";0.022790095414616;0.0620700302666033;0.129630852481576;0.0461646016712106;0.642406683955162
"social";0.642373904852535;0.027091128914709;0.376922623784294;0.159958054625428;-0.0718602676873099
"surprising";0.389595507615458;0.238569387039347;-0.0487787179944252;0.0219134283297156;0.133503059650746
"unfair";0.615010239671335;0.112831432265017;-0.0667947441549718;0.0230930536565582;0.0379650602830411
"weak";0.279528653578691;0.0181111240753404;0.355622253193974;0.37146557237561;-0.180924632895053
"professional";0.392129798378391;-0.157742700127371;0.00914856658434921;-0.145776341067522;0.29620463436673
"suited";0.114480981882299;-0.171073914156399;0.0493418761356112;0.0643687578330126;-0.211406557512646
"superior";0.689997701516114;0.164790987923329;0.401922482874532;0.0277258234501689;-0.0915366342088472
"universal";0.482819115314075;0.142998642677651;-0.0376517108111865;0.0409950789425331;-0.0707757167938845
"thoughtful";-0.116080399041613;0.78963712826485;0.0787249128232388;-0.189666999171342;-0.0806615261795591
"warmth";0.0486812000252809;-0.139596566811174;-0.101726345147653;-0.0568575629368734;0.673707072113049
"graceful";0.658620404950828;-0.0855626475290525;0.0149192167172757;-0.170856437200822;0.0337079558490307
"minded";0.413951461208712;0.084296617938396;0.045678582679022;-0.0197504027018986;0.255230356760147
"rich";0.675385590396279;0.226685199517182;-0.00303732381592079;-0.384126022032797;-0.0689258484977209
"uncertain";0.236577525543561;0.59773224541498;-0.0602299959900139;0.0576154571599394;0.0111123395231155
"strong";0.3636911482733;0.2780390765957;-0.10134037614962;0.333996937029574;0.296308508682793
"sacred";-0.00534520385745654;0.487207418872574;0.0324063999639979;0.149670175208291;0.0115771362627106
"welcome";0.0426870008167698;0.0633756563088754;0.22716133709112;0.393978754181551;-0.132620835659981
"wise";0.235483405635901;0.157240441013878;0.105010340930474;-0.0121368736363775;-0.142886284275211
"curious";0.129483198014174;0.252970013955859;0.0450423146004746;0.049448241796269;-0.0445426356021127
"pleasing";-0.0480339019951676;0.150221668645067;0.538468256209036;-0.222043602711376;0.15322479817128
"worth";0.516189940987347;0.266873238507193;-0.055960719884967;0.175559910290911;0.198777350090056
"kindly";0.354368905404832;-0.0102276187395855;-0.109304322752163;-0.00185842166853712;0.0490565381901415
"reasonable";-0.0370586924605692;0.0890361632555677;0.384409397568472;-0.0752728254996073;0.218811621017842
