"#-easy" "awkward" "bitter" "bold" "brutish" "busy" "calm" "careful" "casual" "cautious" "certain" "charitable" "cheerful" "christian" "civil" "clean" "close" "clumsy" "cold" "constant" "contrary" "cordial" "cruel" "curious" "dexterous" "diligent" "eager" "earnest" "easy" "endeavour" "exact" "faithful" "familiar" "fierce" "firm" "free" "fresh" "friendly" "general" "generous" "gentle" "grave" "handsome" "handy" "hearty" "heavy" "honest" "hopeless" "humble" "impatient" "just" "kind" "laborious" "lively" "loud" "loving" "melancholy" "merciful" "merciless" "merry" "natural" "nimble" "open" "particular" "passionate" "pensive" "pleasant" "prophetic" "quiet" "reasonable" "rebellious" "religious" "righteous" "rough" "rusty" "sad" "second" "sensible" "serene" "serious" "severe" "silent" "sincere" "smooth" "sober" "soft" "solemn" "steep" "stiff" "straight" "strong" "sudden" "sufficient" "sure" "swift" "thankful" "true" "ugly" "unhappy" "unthinking" "vain" "violent" "voracious" "weak" "willing" "wise"
"#-easy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0
"awkward" 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 0 1 2 0 0 0 1 0 0 0 0
"bitter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1
"bold" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 3 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 1 1 0
"brutish" 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
"busy" 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 1 2 0 1 0 2 0 0 0 0 0 1 0 0
"calm" 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 1 2 0 0 0 3 1 0 0 1 0 2 1 2 1 1 1 0 0 1 1 7 1 1 0 1 2 0 0 0 1 0 1 0 1 0 0 0 0 1 0 2 0 1 1 0 1 5 1 0 2 2 1 3 1 0 1 0 1 1 2 5 0 1 2 0 0 0 3 1 1 0 1 0 0 7 4 1 3 0 1 3 0 1 0 1 2 0 1 1 2
"careful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 1 0 1 0 1 1 1 0 0 0 0 0 1 0
"casual" 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1
"cautious" 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 1 0 0 0 1 0
"certain" 0 1 0 0 1 1 1 0 0 2 0 2 2 2 1 0 2 0 2 3 0 0 2 2 0 0 2 0 1 0 2 2 2 0 0 0 1 2 1 1 0 0 1 0 0 2 2 2 1 0 2 0 1 1 0 0 1 1 1 0 1 0 1 5 1 2 1 0 1 0 1 2 1 0 0 2 5 2 0 3 2 1 1 0 0 1 1 0 0 0 1 1 2 9 0 3 6 1 1 1 0 1 1 1 2 3
