"terms";"clusters"
"abrupt";45
"active";66
"affectionate";46
"benevolent";63
"bitter";62
"boisterous";59
"bold";61
"busy";53
"calm";35
"careful";67
"careless";28
"certain";22
"chaste";42
"cheerful";35
"civil";71
"clean";57
"close";43
"cold";54
"communicative";40
"constant";21
"cool";26
"critical";15
"cruel";48
"curious";58
"delicate";18
"dependent";19
"determined";44
"dignified";30
"direct";49
"dogged";23
"domestic";26
"dutiful";20
"eager";1
"earnest";35
"easy";50
"exact";7
"excitable";40
"expressive";4
"faithful";51
"familiar";17
"fast";26
"fearful";8
"ferocious";19
"fierce";60
"firm";5
"free";67
"fresh";39
"friendly";59
"gallant";69
"gay";25
"general";50
"generous";32
"genteel";49
"gentle";31
"gloomy";29
"gracious";33
"grateful";57
"grave";40
"handsome";17
"handy";64
"hasty";60
"haughty";19
"headlong";34
"hearty";53
"heavy";47
"helpless";70
"honest";18
"hopeless";13
"humane";63
"humble";3
"hurried";70
"impatient";14
"impetuous";72
"incredulous";44
"independent";59
"inflexible";30
"intense";55
"ironical";20
"irrepressible";27
"irritable";64
"kind";56
"lazy";20
"lively";24
"lonely";37
"loud";43
"malicious";49
"melancholy";34
"merry";65
"mild";63
"modest";13
"musical";16
"mute";58
"natural";33
"neat";57
"nervous";15
"noiseless";25
"noisy";8
"observant";45
"open";47
"original";69
"particular";39
"passionate";40
"peaceful";16
"philosophical";64
"pleasant";6
"polite";49
"political";59
"precise";11
"prompt";42
"proud";51
"prudent";30
"quick";39
"quiet";22
"rapid";10
"reasonable";72
"respectful";62
"rigid";2
"rough";35
"rude";16
"rueful";27
"rusty";2
"sad";56
"sanguine";52
"second";43
"selfish";32
"serious";7
"silent";47
"simple";46
"slow";1
"sober";64
"soft";9
"solemn";6
"sorrowful";26
"stately";20
"steady";41
"steep";12
"stern";45
"stiff";62
"straight";72
"strict";32
"strong";54
"sudden";39
"sunny";16
"sure";54
"surly";36
"suspicious";64
"sweet";56
"thankful";5
"thoughtful";68
"tight";71
"tremulous";55
"true";22
"ugly";1
"ungrateful";48
"vicious";45
"violent";43
"virtuous";52
"weak";37
"unhappy";44
"willing";63
"zealous";25
"wary";12
"wise";38
"windy";23
"unkind";32
"vague";16
