"terms";"clusters"
"acute";13
"affectionate";2
"bold";3
"busy";5
"calm";34
"careless";1
"certain";31
"cheerful";4
"civil";24
"close";25
"cold";20
"constant";1
"cruel";23
"decided";15
"delicate";26
"determined";33
"domestic";23
"eager";2
"earnest";16
"easy";18
"faithful";15
"fearful";30
"free";5
"fresh";42
"friendly";9
"gallant";17
"general";19
"generous";13
"gentle";31
"gloomy";41
"grateful";16
"grave";39
"handsome";29
"hearty";9
"heavy";22
"honest";10
"humble";24
"impartial";37
"impatient";13
"independent";7
"indifferent";35
"intimate";26
"jealous";35
"joyful";7
"judicious";27
"just";6
"keen";17
"kind";29
"literary";36
"lively";40
"loud";3
"maternal";34
"mild";37
"moderate";39
"natural";28
"neat";27
"negligent";37
"open";28
"partial";41
"particular";29
"patient";37
"placid";23
"pleasant";21
"polite";41
"positive";42
"quick";42
"quiet";16
"rapid";9
"reasonable";8
"resentful";32
"resolute";23
"rude";11
"sad";37
"second";28
"selfish";35
"sensible";14
"serious";11
"severe";8
"silent";20
"simple";10
"sincere";40
"sober";17
"solemn";38
"speedy";15
"steady";7
"strong";18
"sudden";19
"sufficient";32
"sure";19
"sweet";2
"thankful";36
"true";29
"ungenerous";35
"unhappy";25
"unkind";12
"unsteady";23
"unsuspicious";34
"untoward";9
"urgent";12
"violent";22
"unprejudiced";9
"vain";33
"wise";32
"unpretending";27
"willing";37
