"terms";"clusters"
"acceptable";36
"accessible";83
"accurate";51
"active";17
"affable";55
"affectionate";76
"bashful";28
"benevolent";3
"bitter";15
"bold";53
"brave";89
"brisk";39
"busy";65
"calm";68
"careful";97
"careless";71
"certain";81
"cheerful";59
"civil";58
"clean";86
"close";35
"clumsy";28
"cold";35
"confident";78
"confidential";20
"considerate";66
"constant";23
"conventional";77
"cool";72
"cordial";2
"cruel";9
"curious";60
"decided";74
"delicate";24
"dependent";28
"determined";69
"direct";47
"dissatisfied";87
"doleful";92
"domestic";85
"dreamy";58
"eager";34
"earnest";84
"easy";18
"emphatic";33
"expressive";41
"faithful";9
"familiar";65
"fast";8
"fearful";33
"ferocious";4
"fierce";28
"firm";36
"fitful";42
"frank";51
"free";94
"fresh";5
"friendly";82
"gallant";87
"gay";22
"general";94
"generous";90
"genteel";17
"gentle";90
"gentlemanly";13
"giddy";56
"gloomy";75
"graceful";84
"gracious";96
"grateful";76
"grave";16
"handsome";35
"hasty";95
"haughty";71
"hearty";54
"heavy";18
"honest";82
"hopeful";97
"hopeless";3
"humble";25
"hurried";37
"immovable";73
"impartial";49
"impatient";45
"independent";89
"indifferent";6
"insolent";43
"intimate";28
"irresolute";7
"jealous";67
"kind";18
"laborious";34
"lively";31
"lofty";53
"lonely";40
"loud";30
"lucid";44
"magnanimous";78
"majestic";73
"melancholy";70
"mild";56
"modest";88
"musical";42
"natural";94
"neat";19
"negative";87
"obliging";74
"observant";28
"open";94
"original";96
"particular";38
"passionate";61
"patient";23
"peaceful";12
"placid";86
"pleasant";35
"polite";31
"political";83
"positive";95
"practical";45
"precise";61
"prejudiced";74
"proud";38
"prudent";49
"quick";63
"quiet";94
"rapid";6
"reasonable";47
"refined";33
"resentful";44
"reserved";49
"responsible";40
"rigid";29
"romantic";58
"rough";75
"rusty";79
"sad";86
"sagacious";88
"second";46
"selfish";12
"sensible";80
"sensitive";52
"sentimental";50
"serious";19
"severe";2
"shrewd";77
"shy";62
"silent";80
"simple";1
"slow";27
"smooth";3
"social";72
"soft";10
"solemn";74
"solicitous";15
"sorrowful";86
"spirited";31
"stately";7
"steady";59
"steep";36
"stern";85
"stiff";32
"strict";43
"strong";81
"submissive";6
"sudden";80
"sufficient";55
"sullen";92
"sure";81
"susceptible";62
"sweet";30
"tender";91
"thankful";14
"thorough";12
"thoughtful";21
"tight";16
"timid";11
"tough";15
"treacherous";48
"true";81
"ugly";26
"uncertain";84
"unhappy";64
"vague";93
"vain";20
"vehement";13
"violent";45
"watchful";87
"weak";63
"wise";91
"wishful";7
"worldly";37
"womanly";33
"wry";52
"wrathful";57
