"terms";"clusters"
"abrupt";45
"active";11
"affectionate";26
"bitter";30
"bland";23
"boisterous";2
"bold";34
"busy";14
"calm";54
"careful";40
"careless";38
"cautious";8
"certain";29
"cheerful";31
"clean";3
"close";53
"cold";29
"compassionate";38
"confidential";21
"constant";49
"cool";5
"cruel";17
"cunning";22
"curious";5
"delicate";42
"domestic";35
"eager";34
"earnest";13
"easy";19
"exact";58
"facetious";23
"faithful";6
"familiar";1
"fast";51
"fearful";47
"fierce";2
"free";19
"fresh";43
"friendly";25
"gallant";51
"gay";62
"general";40
"generous";50
"genteel";8
"gentle";31
"gloomy";4
"graceful";58
"gracious";50
"grateful";33
"grave";38
"handsome";39
"hasty";20
"hearty";55
"heavy";43
"helpless";11
"honest";13
"humble";53
"hurried";51
"impatient";6
"impetuous";38
"indifferent";45
"intimate";50
"jealous";21
"keen";59
"kind";46
"limp";35
"lofty";35
"lonely";7
"loud";37
"malicious";23
"melancholy";20
"merry";34
"mild";7
"modest";9
"mournful";14
"mute";9
"natural";46
"neat";12
"negative";10
"noiseless";2
"noisy";1
"obdurate";55
"open";57
"original";53
"particular";19
"patient";52
"peaceful";17
"placid";18
"pleasant";44
"polite";21
"practical";8
"proud";50
"prudent";8
"quick";41
"quiet";29
"rapid";10
"restless";5
"rough";49
"rude";36
"rusty";54
"sad";61
"second";28
"sentimental";23
"serious";39
"silent";44
"simple";4
"sincere";18
"slow";43
"smooth";27
"sober";3
"social";35
"soft";22
"solemn";14
"stable";8
"stately";38
"steady";38
"stealthy";11
"stern";12
"strong";29
"submissive";24
"sudden";13
"sufficient";15
"sure";57
"suspicious";45
"sweet";33
"tearful";51
"tender";56
"thankful";48
"thoughtful";33
"thoughtless";38
"tight";22
"timid";41
"tranquil";12
"treacherous";30
"true";19
"ugly";4
"uncertain";56
"unhappy";10
"unmindful";17
"vague";49
"violent";16
"virtuous";32
"vocal";50
"watchful";45
"weak";60
"willing";12
"wise";24
