"terms";"clusters"
"acceptable";16
"active";16
"affectionate";13
"awkward";1
"busy";17
"careful";32
"certain";20
"cheerful";38
"civil";31
"close";39
"cold";35
"constant";9
"decided";11
"decisive";11
"delicate";28
"determined";37
"direct";7
"domestic";30
"eager";2
"earnest";27
"easy";22
"free";36
"fresh";4
"friendly";33
"gallant";23
"general";34
"generous";11
"gentle";29
"grateful";31
"handsome";38
"heavy";25
"honest";11
"humble";12
"impatient";19
"independent";23
"indifferent";12
"intimate";28
"kind";18
"lively";6
"melancholy";30
"moderate";11
"musical";19
"natural";18
"neat";9
"nervous";30
"obliging";17
"open";38
"partial";11
"particular";5
"pleasant";35
"proud";24
"quick";20
"quiet";22
"reasonable";26
"rude";14
"sad";22
"sanguine";24
"second";26
"sensible";20
"serious";20
"severe";26
"silent";15
"simple";37
"sincere";8
"slow";36
"soft";7
"steady";7
"strong";5
"sudden";4
"sufficient";21
"sure";34
"sweet";38
"tempered";32
"thankful";39
"thorough";4
"true";18
"ungracious";10
"ungrateful";21
"unhappy";3
"unsuspicious";8
"vain";2
"weak";9
"willing";3
