"terms";"clusters"
"acceptable";18
"active";22
"affectionate";19
"awkward";30
"careful";1
"cautious";21
"certain";15
"cheerful";6
"civil";14
"cold";5
"consistent";1
"constant";20
"cruel";11
"curious";27
"decided";12
"delicate";31
"determined";2
"domestic";11
"eager";26
"earnest";26
"easy";10
"exact";8
"familiar";27
"fearful";29
"formal";20
"free";31
"fresh";20
"friendly";30
"general";24
"generous";25
"gentle";29
"gracious";31
"grateful";2
"grave";16
"handsome";15
"hasty";27
"haughty";12
"heavy";21
"hopeless";29
"humble";11
"impatient";16
"impertinent";27
"indifferent";5
"intimate";30
"kind";9
"lively";28
"melancholy";18
"natural";4
"nervous";12
"nonsensical";8
"open";25
"original";29
"partial";20
"particular";15
"pleasant";10
"polite";8
"proud";10
"quick";7
"quiet";13
"reasonable";19
"rude";1
"second";4
"selfish";8
"sensible";15
"serious";9
"severe";3
"silent";14
"sincere";3
"solemn";18
"steady";17
"strong";23
"sudden";6
"sufficient";6
"sure";24
"sweet";29
"thankful";31
"true";4
"uncivil";1
"unguarded";21
"unhappy";19
"vain";17
"violent";19
"weak";16
"wise";22
"ungenerous";22
"willing";11
