"terms";"clusters"
"active";37
"affectionate";21
"busy";20
"calm";22
"candid";38
"careful";30
"cautious";12
"certain";31
"cheerful";51
"civil";25
"close";6
"cold";35
"compassionate";16
"confident";36
"constant";35
"cruel";39
"delicate";33
"dependent";24
"determined";44
"dignified";50
"direct";16
"domestic";54
"eager";22
"earnest";57
"easy";8
"expressive";12
"fearful";3
"fervent";27
"frank";15
"free";37
"fresh";19
"friendly";7
"gay";7
"general";45
"generous";55
"genteel";47
"gentle";54
"graceful";58
"gracious";52
"grateful";44
"grave";23
"handsome";26
"hasty";30
"heavy";19
"honest";24
"hopeless";28
"hurried";38
"impatient";37
"impertinent";53
"independent";54
"indifferent";25
"intimate";11
"invariable";34
"jealous";30
"kind";17
"languid";46
"lively";33
"maternal";43
"melancholy";35
"musical";15
"natural";31
"nervous";49
"noisy";56
"observant";12
"open";31
"partial";1
"particular";45
"pleasant";25
"polite";2
"positive";32
"proud";9
"prudent";9
"quick";14
"quiet";13
"rapid";28
"rapturous";10
"reasonable";29
"resolute";52
"restless";18
"romantic";41
"rude";6
"sad";56
"sanguine";18
"second";22
"selfish";4
"sensible";25
"serious";35
"severe";18
"shy";58
"silent";45
"simple";21
"sincere";29
"slow";27
"soft";42
"speedy";38
"spirited";41
"steady";36
"strong";57
"stubborn";16
"sudden";44
"sufficient";24
"sure";48
"sweet";14
"thankful";40
"thorough";53
"thoughtful";43
"true";26
"uncertain";5
"undiscerning";16
"unhappy";8
"unkind";49
"unobtrusive";2
"urgent";42
"vain";50
"violent";17
"willing";20
"wise";58
