"terms";"clusters"
"acceptable";48
"active";21
"acute";26
"affectionate";44
"awkward";26
"benevolent";47
"busy";29
"calm";16
"careless";34
"certain";50
"cheerful";38
"civil";21
"close";30
"cold";41
"consistent";8
"constant";44
"cool";54
"decided";12
"determined";22
"dignified";23
"direct";18
"domestic";13
"eager";29
"earnest";46
"easy";20
"familiar";9
"fearful";9
"free";31
"fresh";42
"friendly";11
"gay";46
"general";17
"generous";14
"gentle";11
"grateful";6
"grave";28
"handsome";24
"hasty";48
"heavy";32
"honest";15
"hurried";1
"impatient";21
"independent";44
"indifferent";25
"indolent";43
"indulgent";19
"injudicious";26
"intimate";37
"jealous";4
"joyful";23
"judicious";36
"kind";27
"lively";33
"loud";1
"maternal";19
"melancholy";53
"mild";16
"modest";22
"natural";39
"noisy";18
"officious";7
"open";10
"partial";1
"particular";52
"playful";46
"pleasant";39
"proud";9
"quick";22
"quiet";50
"reasonable";6
"rough";19
"sad";28
"sanguine";31
"scrupulous";9
"second";49
"selfish";15
"sensible";45
"serious";3
"severe";26
"shy";54
"silent";45
"simple";25
"sincere";23
"slow";19
"sober";51
"solemn";34
"stable";2
"steady";5
"strict";47
"strong";39
"sudden";38
"sufficient";42
"sure";35
"sweet";10
"tender";31
"thankful";32
"thorough";51
"thoughtful";51
"timid";14
"true";27
"uncertain";18
"ungrateful";36
"unhappy";49
"unkind";40
"unsuspicious";23
"vain";4
"worldly";23
"willing";24
"weak";36
