"terms";"clusters"
"abrupt";40
"active";16
"affable";67
"affectionate";83
"aloof";56
"awkward";1
"bitter";81
"boisterous";3
"bold";35
"brave";33
"brisk";36
"busy";49
"calm";44
"candid";55
"capricious";84
"careful";19
"careless";10
"catholic";20
"cautious";8
"certain";27
"cheerful";43
"christian";67
"civil";15
"clean";5
"close";49
"cold";86
"complimentary";77
"conciliatory";77
"confidential";83
"consistent";40
"constant";47
"cool";53
"courteous";50
"cruel";37
"curious";78
"daring";25
"delicate";68
"determined";56
"direct";25
"distrustful";40
"domestic";6
"eager";12
"earnest";82
"easy";87
"expressive";41
"faithful";45
"familiar";85
"fast";32
"fearful";71
"ferocious";15
"fickle";67
"fierce";79
"fiery";42
"firm";32
"forgetful";41
"frank";21
"free";26
"fresh";66
"friendly";16
"frugal";76
"gallant";63
"gay";2
"general";35
"generous";29
"genteel";6
"gentle";48
"giddy";41
"gloomy";49
"graceful";57
"gracious";82
"grateful";31
"grave";2
"gruff";65
"handsome";80
"hasty";22
"haughty";40
"headlong";60
"hearty";47
"heavy";87
"honest";7
"hopeful";76
"humble";54
"hurried";71
"impatient";59
"indifferent";20
"intense";84
"irreligious";23
"jaunty";77
"jovial";32
"keen";63
"kind";47
"lavish";28
"lazy";70
"lively";44
"lofty";17
"lonely";4
"loud";48
"loving";55
"melancholy";30
"merry";69
"mild";24
"military";69
"modest";23
"mournful";58
"musical";32
"mute";4
"natural";35
"nervous";34
"noisy";12
"obdurate";60
"open";27
"original";38
"particular";35
"patient";45
"peaceful";31
"placid";44
"pleasant";7
"precise";40
"proud";43
"prudent";42
"quick";14
"quiet";86
"rapid";74
"reasonable";5
"reckless";46
"religious";68
"resolute";13
"restless";11
"rigid";1
"rough";14
"rude";8
"rusty";4
"sad";75
"scornful";77
"second";48
"sensible";21
"sensitive";83
"serious";37
"severe";52
"silent";86
"simple";61
"sincere";15
"slow";79
"smooth";44
"sober";46
"social";76
"soft";50
"solemn";38
"stable";33
"steady";66
"stealthy";39
"steep";8
"stern";59
"stiff";34
"straight";28
"strict";72
"strong";18
"sudden";14
"sufficient";11
"suggestive";60
"sullen";4
"sunny";52
"sure";18
"surly";52
"suspicious";76
"sweet";2
"talkative";84
"tender";42
"thankful";51
"thorough";77
"thoughtful";9
"tight";51
"timid";62
"true";26
"ugly";10
"uncertain";62
"unhappy";24
"vague";5
"vain";62
"vicious";23
"violent";3
"virtuous";25
"weak";2
"wise";73
"willing";52
"vagrant";64
