"terms";"clusters"
"active";5
"affectionate";57
"awkward";48
"bitter";37
"boastful";56
"bold";32
"brave";46
"busy";11
"calm";25
"careful";59
"careless";50
"certain";13
"cheerful";28
"christian";1
"clean";9
"close";22
"cold";38
"confidential";58
"conventional";56
"cool";47
"cruel";8
"curious";29
"delicate";16
"determined";26
"dignified";35
"direct";17
"domestic";29
"eager";43
"earnest";62
"easy";38
"emphatic";40
"exact";55
"expressive";16
"faithful";59
"familiar";41
"fierce";36
"free";52
"fresh";34
"friendly";20
"gallant";12
"general";49
"generous";28
"gentle";6
"giddy";17
"gloomy";28
"gracious";16
"grateful";3
"grave";26
"greedy";2
"handsome";39
"heavy";38
"honest";52
"hopeful";44
"hospitable";25
"humble";6
"impatient";15
"impertinent";51
"independent";53
"indifferent";23
"industrious";5
"inquisitive";15
"insolent";50
"intimate";30
"jealous";6
"kind";60
"literary";47
"lively";55
"lofty";45
"lonely";36
"magnanimous";46
"majestic";21
"maternal";61
"melancholy";41
"mercenary";14
"methodical";8
"mild";61
"modest";4
"natural";49
"neat";47
"nervous";17
"observant";23
"open";27
"orderly";15
"original";52
"particular";38
"passionate";54
"patient";32
"peaceful";24
"playful";54
"pleasant";60
"polite";51
"practical";46
"proud";60
"punctual";12
"quick";34
"quiet";49
"reasonable";15
"reckless";33
"responsible";33
"romantic";56
"rough";20
"rusty";8
"sad";30
"scornful";5
"second";38
"selfish";23
"sensible";51
"sensitive";2
"serious";57
"severe";14
"shy";54
"silent";38
"simple";45
"slow";39
"smooth";36
"social";53
"soft";50
"solemn";12
"stable";61
"stately";40
"steady";24
"stern";46
"stiff";12
"straight";56
"strict";18
"strong";27
"sudden";58
"sufficient";56
"sure";13
"suspicious";7
"sweet";9
"sympathetic";40
"tender";61
"thankful";3
"thoughtful";31
"tight";30
"timid";19
"true";27
"uncertain";17
"ungrateful";42
"unhappy";35
"unsteady";56
"vague";19
"vain";50
"violent";44
"virtuous";15
"watchful";5
"weak";60
"willing";10
"wise";1
