"terms";"clusters"
"abject";53
"active";65
"adventurous";73
"affable";29
"affectionate";95
"awkward";47
"benevolent";21
"benign";61
"boisterous";6
"bold";2
"brave";17
"brisk";13
"busy";64
"calm";99
"careful";8
"cautious";36
"certain";37
"cheerful";38
"christian";26
"clean";46
"close";84
"cold";98
"confident";12
"confidential";2
"considerate";85
"constant";18
"contemplative";93
"cool";93
"critical";69
"cruel";49
"cunning";94
"curious";51
"delicate";83
"determined";19
"dignified";14
"domestic";82
"eager";87
"earnest";72
"easy";38
"eloquent";11
"emphatic";22
"energetic";86
"enthusiastic";46
"exact";48
"expressive";99
"facetious";24
"faithful";41
"familiar";80
"fast";6
"fearful";88
"feminine";9
"ferocious";25
"fervent";7
"fierce";75
"firm";77
"formal";96
"free";67
"fresh";84
"friendly";18
"gallant";69
"general";84
"gentle";54
"gloomy";75
"graceful";86
"gracious";36
"grateful";47
"grave";39
"handsome";44
"hasty";79
"haughty";45
"hearty";41
"heavy";91
"helpless";35
"honest";33
"hopeless";77
"hospitable";34
"humane";40
"humble";78
"hurried";43
"hysterical";76
"immovable";63
"imperative";92
"imperturbable";53
"impudent";89
"indefatigable";56
"independent";71
"indifferent";9
"inquisitive";89
"intellectual";55
"intense";54
"intimate";43
"invariable";74
"inward";68
"irritable";63
"jealous";10
"jocose";68
"joyous";13
"kind";18
"lazy";65
"limp";60
"literary";57
"lively";8
"lofty";58
"lonely";41
"loquacious";60
"loud";98
"magnanimous";29
"majestic";59
"malicious";85
"maternal";27
"melancholy";32
"merry";42
"mild";73
"modest";24
"mournful";13
"mute";34
"natural";51
"neat";95
"nervous";15
"noisy";30
"obliging";60
"open";98
"original";19
"partial";60
"particular";98
"passionate";1
"passive";13
"patriotic";66
"peaceful";28
"peremptory";61
"philosophical";3
"pickwickian";10
"placid";49
"playful";85
"pleasant";91
"poetic";5
"polite";57
"practical";73
"precise";83
"prompt";50
"prophetic";10
"proud";20
"punctual";57
"quick";70
"quiet";91
"rapid";4
"reasonable";67
"respectful";12
"restless";46
"romantic";5
"rough";60
"rude";25
"rusty";22
"sad";73
"scientific";3
"scrupulous";89
"second";91
"sensible";100
"sensitive";92
"sentimental";49
"serious";39
"severe";16
"silent";32
"simple";81
"sleek";50
"slow";15
"social";29
"soft";21
"solemn";84
"sorrowful";66
"spirited";52
"stable";36
"stately";62
"steady";56
"steep";31
"stentorian";61
"stern";100
"stiff";75
"straight";90
"strict";26
"strong";37
"sudden";37
"sufficient";20
"sure";98
"surly";3
"susceptible";57
"suspicious";36
"sweet";54
"talkative";50
"tender";9
"testy";81
"thoughtful";23
"tight";97
"treacherous";73
"tremulous";27
"true";37
"ugly";48
"uncertain";88
"undecided";81
"unequivocal";62
"unhappy";95
"vague";7
"vain";43
"valorous";9
"vehement";96
"verbal";48
"vindictive";10
"violent";38
"vixenish";45
"willing";72
"wise";78
"worldly";74
"timorous";92
"weak";56
"virtuous";66
"wary";35
