"terms";"clusters"
"active";40
"affectionate";23
"awkward";54
"bashful";67
"bitter";41
"boisterous";39
"bold";70
"brave";48
"brisk";22
"busy";74
"calm";78
"careful";3
"careless";63
"certain";32
"cheerful";20
"christian";43
"clean";60
"close";36
"cold";71
"complimentary";29
"considerate";61
"constant";5
"cool";14
"cordial";61
"cruel";24
"curious";16
"delicate";70
"determined";9
"direct";8
"domestic";4
"dutiful";27
"eager";33
"earnest";24
"easy";11
"exact";56
"expressive";1
"facetious";9
"faithful";63
"familiar";64
"fast";50
"fearful";13
"fierce";51
"fiery";73
"firm";29
"frank";21
"free";71
"fresh";28
"friendly";70
"gallant";18
"general";38
"generous";23
"genteel";79
"gentle";71
"gentlemanly";77
"giddy";55
"gloomy";19
"graceful";48
"gracious";59
"grateful";37
"grave";25
"handsome";25
"hasty";63
"hearty";21
"heavy";71
"honest";28
"hopeful";27
"hopeless";31
"humble";45
"hurried";67
"impatient";56
"independent";78
"indifferent";3
"intense";18
"jealous";53
"keen";53
"kind";15
"literary";77
"lively";36
"lofty";40
"lonely";67
"loud";16
"malicious";10
"melancholy";62
"merry";80
"mild";34
"military";65
"moderate";75
"modest";27
"natural";71
"neat";79
"nervous";61
"noisy";73
"open";38
"original";68
"particular";38
"peaceful";67
"pecksniffian";12
"pious";30
"placid";6
"playful";42
"pleasant";38
"polite";17
"practical";6
"proud";36
"prudent";65
"punctual";12
"quick";28
"quiet";11
"rapid";49
"reasonable";56
"restless";77
"rough";26
"rusty";77
"sad";30
"sanguine";33
"second";46
"selfish";63
"sensible";69
"serious";2
"severe";76
"shrewd";69
"shy";18
"silent";44
"simple";16
"slow";19
"smooth";31
"sober";6
"social";1
"soft";23
"solemn";16
"sorrowful";50
"spiritual";72
"stable";29
"stealthy";75
"stern";58
"stiff";60
"straight";35
"strong";32
"sudden";19
"sufficient";73
"sure";47
"surly";67
"sweet";46
"talkative";9
"tearful";68
"tender";7
"thankful";21
"thoughtful";25
"tight";34
"timid";66
"true";11
"ugly";80
"unhappy";7
"unmindful";52
"vague";75
"vain";55
"violent";69
"virtuous";68
"watchful";57
"weak";34
"worldly";52
"wise";54
"willing";9
"zealous";33
