"terms";"clusters"
"#-married";1
"#-quiet";28
"accomplished";2
"amusing";19
"appropriate";25
"beautiful";6
"blessed";23
"careful";13
"cautious";19
"cheerful";11
"clever";9
"compassionate";18
"confident";21
"cruel";18
"curious";19
"dangerous";7
"delicate";2
"delighted";13
"direct";12
"encouraged";10
"encouraging";27
"enthusiastic";12
"exciting";1
"expensive";14
"extraordinary";16
"extreme";15
"fair";2
"faithful";22
"familiar";8
"famous";10
"fancy";4
"fascinating";4
"free";30
"friendly";5
"generous";4
"gentle";5
"genuine";3
"graceful";8
"happier";7
"harmless";16
"honest";23
"humble";16
"independent";27
"individual";22
"intelligent";10
"irregular";30
"legal";26
"liberal";11
"loose";25
"mighty";24
"minded";26
"modest";7
"modesty";3
"mysterious";24
"neat";20
"newer";2
"novel";25
"passionate";29
"playful";5
"pleasant";17
"pleasing";15
"polite";1
"powerful";7
"productive";6
"proud";16
"prudent";19
"quiet";27
"respected";26
"sacred";28
"safe";29
"secure";23
"shocked";22
"smart";6
"superior";17
"surprising";12
"sympathy";29
"thoughtful";28
"tidy";20
"uncertain";14
"unfair";3
"united";5
"universal";25
"unpleasant";4
"wealthy";14
"welcome";11
"wise";20
"original";24
"standing";10
"threatening";8
"weak";28
"tenderness";29
"spontaneous";24
"stable";22
"suited";10
