"terms";"clusters"
"#-bold";21
"#-handsome";12
"#-hasty";50
"#-tender";76
"abrupt";46
"acceptable";103
"accurate";42
"active";54
"acute";81
"affable";48
"affectionate";63
"animated";108
"arrogant";109
"assiduous";107
"authoritative";91
"awkward";40
"bashful";80
"benevolent";111
"bitter";123
"bold";30
"busy";111
"calm";79
"candid";18
"careful";16
"careless";37
"casual";125
"cautious";94
"ceremonious";60
"chatty";127
"cheerful";34
"christian";107
"circumspect";11
"civil";65
"clamorous";107
"close";118
"coherent";105
"cold";49
"communicative";52
"compassionate";68
"conceited";55
"conciliatory";97
"confident";104
"confidential";9
"congenial";66
"congratulatory";95
"conscientious";98
"consistent";16
"constant";77
"cool";111
"cordial";113
"courteous";130
"creative";39
"critical";12
"cruel";110
"curious";47
"daring";31
"decided";87
"decisive";27
"delicate";71
"dependent";119
"destructive";52
"determined";115
"dictatorial";109
"diffident";134
"dignified";123
"dilatory";90
"direct";69
"disrespectful";98
"dissatisfied";18
"doleful";58
"domestic";117
"eager";85
"earnest";61
"easy";101
"eloquent";74
"emphatic";107
"energetic";110
"exact";81
"explicit";121
"expressive";5
"exuberant";73
"faithful";36
"familiar";75
"fastidious";94
"fearful";88
"firm";17
"forbearing";133
"formal";62
"free";71
"fresh";77
"friendly";129
"frivolous";6
"gallant";110
"gay";39
"generous";15
"genteel";47
"gentle";43
"gloomy";52
"graceful";81
"gracious";7
"grateful";85
"grave";28
"guarded";1
"handsome";51
"hasty";108
"haughty";50
"headstrong";80
"hearty";55
"heavy";26
"honest";123
"hopeless";17
"humble";7
"hurried";126
"hypocritical";98
"impartial";72
"impatient";28
"impertinent";75
"impetuous";68
"impudent";25
"incredulous";133
"indefinite";64
"independent";45
"indifferent";28
"indirect";5
"indolent";55
"indulgent";98
"insincere";112
"insolent";118
"intimate";129
"invariable";4
"irreligious";41
"irritable";95
"jealous";96
"joyful";134
"just";125
"kind";28
"laconic";90
"leisurely";111
"lively";40
"lofty";119
"malicious";70
"maternal";95
"melancholy";29
"mercenary";22
"merry";66
"mild";14
"military";10
"miserly";97
"moderate";86
"modest";52
"musical";110
"natural";99
"neat";8
"negative";31
"negligent";90
"nervous";132
"noisy";25
"nonsensical";117
"obliging";53
"obsequious";112
"obstinate";21
"officious";113
"open";89
"orderly";108
"original";3
"overbearing";111
"partial";92
"particular";131
"pedantic";110
"peevish";82
"penitent";125
"perverse";14
"playful";80
"pleasant";40
"polite";124
"pompous";116
"positive";133
"prompt";97
"proud";40
"prudent";19
"punctual";106
"quarrelsome";42
"querulous";33
"quick";88
"quiet";26
"rapid";133
"rapturous";133
"reasonable";120
"resentful";107
"reserved";58
"resolute";32
"respectful";98
"restless";20
"retrospective";44
"romantic";57
"rough";46
"rude";133
"sad";32
"sanguine";90
"sarcastic";78
"scrupulous";78
"second";131
"selfish";84
"serious";24
"severe";92
"shrewish";109
"shy";81
"silent";28
"sincere";93
"slow";107
"social";125
"solemn";29
"sour";133
"speedy";38
"spirited";121
"spiritless";102
"spiteful";42
"sportive";95
"squeamish";20
"stately";116
"steady";49
"strong";135
"sudden";100
"sufficient";120
"supercilious";130
"sweet";9
"tacit";35
"taciturn";36
"tempered";48
"tender";112
"thankful";56
"thorough";48
"tractable";121
"true";99
"unassuming";81
"uncertain";38
"uncivil";59
"unforgiving";10
"ungracious";25
"unguarded";83
"unhappy";63
"unreserved";106
"urgent";44
"vain";101
"violent";63
"watchful";13
"weak";24
"wise";104
"vague";23
"simple";46
"ungenerous";108
"undecided";128
"thoughtful";42
"thoughtless";122
"worldly";57
"unsocial";36
"whimsical";91
"vicious";122
"willing";67
"ugly";112
"untidy";55
"unsuspicious";114
"unbending";39
"studious";66
"unvarying";5
"suspicious";127
"wiser";2
"sly";107
"undutiful";58
"steadfast";12
"upstart";35
"unpretending";13
"witty";64
