"terms";"clusters"
"#-considerate";202
"#-curious";42
"#-demonstrative";238
"#-familiar";180
"#-free";43
"#-intimate";259
"#-loud";286
"#-open";237
"#-particular";228
"#-political";235
"#-proud";53
"#-reticent";143
"#-slow";218
"#-steady";199
"#-unyielding";284
"abject";5
"abrupt";229
"acceptable";130
"accessible";81
"accurate";234
"active";268
"acute";106
"adhesive";28
"adventurous";162
"affable";276
"affectionate";61
"affluent";248
"aloof";239
"arbitrary";256
"argumentative";126
"arrogant";94
"artistic";216
"assured";71
"austere";25
"avaricious";284
"awkward";138
"baseless";248
"bashful";206
"benevolent";159
"benign";37
"benignant";62
"bitter";85
"bland";205
"boastful";51
"boisterous";151
"bold";56
"brave";249
"brisk";39
"brute";128
"businesslike";129
"busy";49
"callow";222
"calm";220
"candid";57
"capricious";79
"careful";277
"careless";278
"casual";99
"cautious";188
"ceremonious";251
"charitable";233
"chary";53
"chaste";147
"cheerful";276
"cheery";68
"chivalrous";209
"choleric";106
"christian";11
"circuitous";235
"civil";190
"clean";289
"close";30
"clumsy";263
"coherent";212
"coming";44
"communicative";200
"companionable";237
"compassionate";261
"complimentary";20
"conciliatory";53
"condescending";29
"confident";285
"confidential";102
"congenial";116
"congratulatory";73
"conscientious";138
"considerate";175
"consistent";73
"constant";49
"contemplative";216
"contrary";211
"conventional";93
"conversational";227
"convivial";35
"cool";136
"cordial";213
"courageous";186
"courteous";67
"credulous";45
"crisp";205
"cruel";134
"cunning";203
"curious";273
"dainty";232
"daring";199
"decided";40
"defiant";202
"definite";149
"deliberate";155
"delicate";240
"demonstrative";33
"dependent";142
"determined";196
"dexterous";287
"didactic";247
"diffident";108
"dignified";41
"diligent";164
"diplomatic";264
"direct";210
"discreet";202
"disdainful";116
"dispassionate";261
"dissatisfied";41
"distempered";7
"distrustful";282
"doleful";3
"domestic";72
"dreamy";115
"dutiful";198
"eager";19
"earnest";219
"effeminate";287
"eloquent";237
"emphatic";190
"energetic";149
"enthusiastic";43
"envious";122
"equable";206
"exact";144
"exclusive";80
"expansive";274
"explicit";58
"explosive";222
"expressive";70
"facetious";208
"facile";254
"faithful";240
"familiar";92
"fanciful";32
"fast";266
"fatherly";177
"fearful";139
"feminine";243
"ferocious";224
"fervent";267
"fervid";54
"fierce";245
"fiery";280
"firm";96
"fitful";22
"fluent";251
"forcible";45
"forgetful";193
"forgiving";269
"formal";165
"frank";234
"fraternal";135
"fresh";132
"friendly";17
"furtive";216
"gallant";2
"gay";84
"generous";98
"genial";71
"genteel";83
"gentle";98
"gentlemanly";63
"giddy";191
"girlish";5
"gloomy";111
"graceful";92
"graceless";64
"gracious";219
"grateful";140
"grave";70
"greedy";105
"gritty";166
"gruff";250
"halting";112
"handsome";184
"hasty";281
"hateful";125
"haughty";156
"headless";244
"headlong";243
"hearty";93
"heedless";31
"helpful";232
"helpless";198
"honest";275
"hopeful";92
"hopeless";217
"hospitable";48
"humane";120
"humble";72
"hurried";268
"hysterical";91
"illogical";15
"imaginative";197
"immaculate";222
"immovable";172
"impartial";205
"impatient";84
"imperious";88
"impersonal";246
"impertinent";48
"imperturbable";34
"impetuous";120
"impious";173
"impressible";283
"improvident";15
"impudent";87
"impulsive";23
"inconsiderate";259
"inconstant";121
"incredulous";154
"indefatigable";1
"indefinite";141
"independent";260
"indifferent";131
"indirect";264
"indomitable";69
"indulgent";243
"industrious";14
"inflexible";112
"informal";226
"ingrate";85
"ingratiatory";108
"inquisitive";238
"insatiable";237
"insolent";9
"insusceptible";181
"intellectual";85
"intense";171
"intimate";123
"intrepid";222
"intrusive";28
"invariable";79
